date,code,name,over_400_pct,over_600_pct,over_800_pct,over_1000_pct
20260709,1101,台泥,54.98,53.17,51.94,50.83
20260709,1102,亞泥,81.85,80.91,80.22,79.72
20260709,1103,嘉泥,80.3,78.82,77.55,76.7
20260709,1104,環泥,72.83,69.6,68.18,67.05
20260709,1108,幸福,80.21,77.9,76.5,75.32
20260709,1109,信大,79.33,76.88,75.02,72.84
20260709,1110,東泥,93.9,93.24,92.36,91.46
20260709,1201,味全,63.5,61.25,60.16,59.49
20260709,1203,味王,91.08,89.59,88.19,86.72
20260709,1210,大成,65.48,63.52,62.28,61.18
20260709,1213,大飲,81.6,80.12,80.12,75.28
20260709,1215,卜蜂,59.15,58.12,55.9,54.39
20260709,1216,統一,89.39,88.05,86.82,85.82
20260709,1217,愛之味,60.6,57.8,56.13,53.22
20260709,1218,泰山,67.88,65.94,64.33,63.56
20260709,1219,福壽,62.64,60.72,59.33,57.57
20260709,1220,台榮,67.57,65.37,62.89,60.42
20260709,1225,福懋油,89.83,88.69,88.17,87.46
20260709,1227,佳格,67.3,65.68,65.16,64.26
20260709,1229,聯華,65.29,63.94,63.2,62.45
20260709,1231,聯華食,64.61,63.69,63.49,62.83
20260709,1232,大統益,73.57,72.96,72.12,72.12
20260709,1233,天仁,75.28,71.13,68.92,67.85
20260709,1234,黑松,83.17,79.68,76.07,74.27
20260709,1235,興泰,96.41,95.62,95.23,95.23
20260709,1236,宏亞,82.87,82.34,82.34,77.96
20260709,1240,茂生農經,69.65,62.51,53.03,49.12
20260709,1256,鮮活果汁-KY,59.91,55.92,52.35,47.12
20260709,1259,安心,76.89,73.72,71.31,71.31
20260709,1264,德麥,47.27,44.63,38.99,24.84
20260709,1268,漢來美食,78.11,72.16,72.16,72.16
20260709,1294,漢田生技,56.74,55.14,44.01,41.28
20260709,1295,生合,56.48,53.88,47.5,44.93
20260709,1301,台塑,74.22,73.18,72.36,71.62
20260709,1303,南亞,86.87,85.93,85.18,84.5
20260709,1304,台聚,61.57,60.28,59.07,58.38
20260709,1305,華夏,51.77,49.74,48.57,47.81
20260709,1307,三芳,81.59,80.52,79.14,78.23
20260709,1308,亞聚,52.69,50.66,49.93,49.33
20260709,1309,台達化,46.63,44.41,43.71,42.84
20260709,1310,台苯,29.92,26.53,25.4,24.03
20260709,1312,國喬,50.98,48.81,47.67,45.94
20260709,1313,聯成,67.98,65.99,64.55,63.78
