date,code,name,over_400_pct,over_600_pct,over_800_pct,over_1000_pct
20260807,1101,台泥,56.09,54.28,53.04,52.06
20260807,1102,亞泥,81.35,80.25,79.51,79.11
20260807,1103,嘉泥,80.4,78.86,77.52,76.75
20260807,1104,環泥,73.01,70.13,68.13,67.24
20260807,1108,幸福,79.37,77.11,75.54,74.84
20260807,1109,信大,79.69,77.26,75.83,72.89
20260807,1110,東泥,93.98,93.47,92.37,91.63
20260807,1201,味全,63.78,61.59,60.38,59.13
20260807,1203,味王,90.91,89.59,88.21,86.74
20260807,1210,大成,65.49,63.52,61.99,61.09
20260807,1213,大飲,81.63,80.14,80.14,77.06
20260807,1215,卜蜂,57.84,56.79,55.64,54.42
20260807,1216,統一,89.54,88.24,87.03,86.0
20260807,1217,愛之味,61.45,58.45,56.63,54.09
20260807,1218,泰山,67.05,65.77,64.12,63.2
20260807,1219,福壽,63.46,61.98,60.57,58.78
20260807,1220,台榮,67.61,65.41,62.89,60.42
20260807,1225,福懋油,89.56,88.42,87.9,87.19
20260807,1227,佳格,67.55,66.16,65.71,64.53
20260807,1229,聯華,65.62,64.19,63.35,62.87
20260807,1231,聯華食,64.84,63.6,63.6,62.95
20260807,1232,大統益,73.79,72.92,72.08,72.08
20260807,1233,天仁,75.46,71.32,69.11,68.04
20260807,1234,黑松,83.09,79.49,76.04,74.24
20260807,1235,興泰,96.32,95.74,95.38,95.38
20260807,1236,宏亞,83.23,82.7,82.7,78.32
20260807,1240,茂生農經,69.69,62.55,53.07,49.16
20260807,1256,鮮活果汁-KY,59.9,57.36,52.06,47.11
20260807,1259,安心,77.51,75.83,71.38,71.38
20260807,1264,德麥,47.27,44.63,38.99,24.84
20260807,1268,漢來美食,78.11,72.16,72.16,72.16
20260807,1294,漢田生技,56.23,54.63,43.5,40.77
20260807,1295,生合,56.5,53.9,47.52,44.95
20260807,1301,台塑,74.23,73.06,72.17,71.4
20260807,1303,南亞,86.18,85.24,84.44,83.7
20260807,1304,台聚,60.46,59.05,58.06,57.22
20260807,1305,華夏,50.99,48.8,48.11,47.04
20260807,1307,三芳,81.25,80.15,78.77,78.3
20260807,1308,亞聚,51.72,50.27,49.82,48.58
20260807,1309,台達化,46.13,44.33,43.47,42.56
20260807,1310,台苯,30.05,26.29,24.76,23.39
20260807,1312,國喬,59.18,57.3,55.98,55.0
20260807,1313,聯成,67.81,65.69,64.3,63.48
20260807,1314,中石化,40.67,36.86,34.15,32.31
20260807,1315,達新,81.1,75.41,72.02,71.05
20260807,1316,上曜,43.1,39.13,34.91,32.96
20260807,1319,東陽,78.67,76.53,75.61,75.2
20260807,1321,大洋,70.38,63.62,59.67,53.29
20260807,1323,永裕,70.57,68.32,62.93,61.14
20260807,1324,地球,66.17,63.74,61.98,60.69
20260807,1325,恆大,48.54,47.46,45.95,44.85
20260807,1326,台化,81.83,80.87,80.07,79.39
20260807,1336,台翰,50.59,45.58,40.4,38.11
20260807,1337,再生-KY,47.48,43.46,41.99,38.92
20260807,1338,廣華-KY,42.9,40.69,37.35,33.97
20260807,1339,昭輝,75.21,74.63,73.71,72.51
20260807,1340,勝悅-KY,34.78,30.84,29.9,28.15
20260807,1341,富林-KY,83.7,79.08,77.84,75.97
20260807,1342,八貫,58.57,54.25,52.64,51.58
20260807,1402,遠東新,88.61,87.79,87.22,86.65
20260807,1409,新纖,63.18,61.55,60.58,59.74
20260807,1410,南染,76.19,73.36,71.07,68.17
20260807,1413,宏洲,75.95,73.79,72.35,69.43
20260807,1414,東和,88.5,86.83,85.77,83.39
20260807,1416,廣豐,54.48,51.98,50.2,48.75
20260807,1417,嘉裕,58.34,53.39,51.21,48.21
20260807,1418,東華,71.48,64.3,62.11,58.95
20260807,1419,新紡,90.57,89.34,87.52,85.53
20260807,1423,利華,83.37,80.43,75.48,74.55
20260807,1432,大魯閣,54.91,53.99,53.42,53.42
20260807,1434,福懋,71.87,70.13,69.26,68.46
20260807,1435,中福,94.87,93.55,93.05,93.05
20260807,1436,華友聯,76.07,74.58,73.15,72.69
20260807,1437,勤益控,79.53,75.56,71.82,67.17
20260807,1438,三地開發,83.2,80.42,79.12,76.53
20260807,1439,雋揚,84.94,80.84,78.64,74.67
20260807,1440,南紡,77.82,75.97,74.43,73.06
20260807,1441,大東,65.0,61.77,60.89,58.35
20260807,1442,名軒,87.02,84.42,82.41,78.58
20260807,1443,立益物流,89.91,85.53,85.02,81.1
20260807,1444,力麗,63.96,62.41,61.12,59.95
20260807,1445,大宇,68.63,64.45,61.17,60.41
20260807,1446,宏和,65.5,63.39,62.5,61.86
20260807,1447,力鵬,69.95,68.19,66.93,65.76
20260807,1449,佳和,38.33,36.28,32.98,32.28
20260807,1451,年興,63.86,59.57,57.88,56.63
20260807,1452,宏益,49.02,46.5,41.9,37.99
20260807,1453,大將,75.65,74.37,73.7,73.7
20260807,1454,台富,81.71,80.53,78.94,77.53
