artifact_version,model_id,signal_event_key,signal_date,stock_id,stock_name,model_score,model_rank,report_bucket_memberships,source_signal_row_count,source_signal_row_sha256s,source_signal_row_set_sha256,snapshot_report_date,snapshot_revision,snapshot_revision_policy,snapshot_path,snapshot_sha256,snapshot_manifest_row_sha256,snapshot_pipeline_commit_sha,scenario_id,horizon_sessions,entry_price_basis,exit_price_basis,price_source_path,price_source_sha256,entry_date,entry_open_price,exit_date,exit_close_price,entry_price_row_sha256,exit_price_row_sha256,return_valid,right_censored,invalid_reason,gross_return_pct,return_outcome,primary_metric_included,anomaly_candidate_flag,anomaly_candidate_kinds,anomaly_disposition,formal_use_allowed,approved_for_daily,presentation_allowed,operation_contract_status,full_historical_condition_replay_status,research_only,event_row_canonical_sha256
hot_theme_pullback_published_signal_replay_v1,hot_theme_pullback,hot_theme_pullback|20260615|1513,20260615,1513,中興電,86.0,24,mainstream,1,d72258884a462939f39037a35806ca2155868672ab62490cdcd0662c8be3d7dd,e8f18ce4fe165527e8f73f5aa1ee7bbe15517307f32dcd10944d90b83dadd6fd,20260615,r1,latest_revision_per_report_date_artifact,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260615.csv,478c0aeaa90f32b589921bf605ac4eff457c149cd52dc081fef4a0ec54ca2296,4548fdd1cfd77c4e5049241219b5fefe62d31ee3b401329840ce732c17705e01,af71f09d64aabbbadf9481940590dce21cd8e263,fixed_d5_close,5,next_trading_day_open,d5_close,data/stock_price_history/1513.csv,e1c3590abac3494c93cf8f53799a2a9164cf5a2d36aa0a55b13cfad6042e9918,20260616,171.5,20260623,182.0,1bfdd78a0ed88365be212f8cec2ebb884c3bc01ad61bf9d5fc9fad5fd53aa7ee,fd928ab698651757384276ad3833accf821d8ad6656dc10526d59700ff814d83,True,False,,6.12244898,win,True,False,,not_triggered,False,False,False,decision_required,blocked_missing_point_in_time_hot_theme_labels,True,45b1405084ce5644bc5abc8054c9bc9cec7f26cb201c69967bec7d98d133c5da
hot_theme_pullback_published_signal_replay_v1,hot_theme_pullback,hot_theme_pullback|20260615|1513,20260615,1513,中興電,86.0,24,mainstream,1,d72258884a462939f39037a35806ca2155868672ab62490cdcd0662c8be3d7dd,e8f18ce4fe165527e8f73f5aa1ee7bbe15517307f32dcd10944d90b83dadd6fd,20260615,r1,latest_revision_per_report_date_artifact,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260615.csv,478c0aeaa90f32b589921bf605ac4eff457c149cd52dc081fef4a0ec54ca2296,4548fdd1cfd77c4e5049241219b5fefe62d31ee3b401329840ce732c17705e01,af71f09d64aabbbadf9481940590dce21cd8e263,fixed_d10_close,10,next_trading_day_open,d10_close,data/stock_price_history/1513.csv,e1c3590abac3494c93cf8f53799a2a9164cf5a2d36aa0a55b13cfad6042e9918,20260616,171.5,20260630,177.0,1bfdd78a0ed88365be212f8cec2ebb884c3bc01ad61bf9d5fc9fad5fd53aa7ee,3a504ba6d5408189b36201c7685e4e02ddb4d2840c8da64ee51483a33db578bd,True,False,,3.20699708,win,True,False,,not_triggered,False,False,False,decision_required,blocked_missing_point_in_time_hot_theme_labels,True,e242442f4b66ab8fb0213997c1890f150d88376a1d0843f15d6df62877d94e94
hot_theme_pullback_published_signal_replay_v1,hot_theme_pullback,hot_theme_pullback|20260615|1513,20260615,1513,中興電,86.0,24,mainstream,1,d72258884a462939f39037a35806ca2155868672ab62490cdcd0662c8be3d7dd,e8f18ce4fe165527e8f73f5aa1ee7bbe15517307f32dcd10944d90b83dadd6fd,20260615,r1,latest_revision_per_report_date_artifact,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260615.csv,478c0aeaa90f32b589921bf605ac4eff457c149cd52dc081fef4a0ec54ca2296,4548fdd1cfd77c4e5049241219b5fefe62d31ee3b401329840ce732c17705e01,af71f09d64aabbbadf9481940590dce21cd8e263,fixed_d20_close,20,next_trading_day_open,d20_close,data/stock_price_history/1513.csv,e1c3590abac3494c93cf8f53799a2a9164cf5a2d36aa0a55b13cfad6042e9918,20260616,171.5,20260715,171.0,1bfdd78a0ed88365be212f8cec2ebb884c3bc01ad61bf9d5fc9fad5fd53aa7ee,fa3c669c63efec936a9f6ba0d1a8920ccdf5aec3f20ed25b2c0262bb60820d44,True,False,,-0.29154519,failure,True,False,,not_triggered,False,False,False,decision_required,blocked_missing_point_in_time_hot_theme_labels,True,a10a4c4937d4adcdc7efc49eee32c955ad1680a876c0f1a6fc9e150164b61e78
hot_theme_pullback_published_signal_replay_v1,hot_theme_pullback,hot_theme_pullback|20260615|1560,20260615,1560,中砂,89.0,4,mainstream,1,8fd30f5a824d117f1e863047f8024d6303a16f39a91744caf6a6dd4ca3a85884,9afbd48cf40b7b1c179b8ff2c59680656a62c19173a76d01874ace774d69d14b,20260615,r1,latest_revision_per_report_date_artifact,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260615.csv,478c0aeaa90f32b589921bf605ac4eff457c149cd52dc081fef4a0ec54ca2296,4548fdd1cfd77c4e5049241219b5fefe62d31ee3b401329840ce732c17705e01,af71f09d64aabbbadf9481940590dce21cd8e263,fixed_d5_close,5,next_trading_day_open,d5_close,data/stock_price_history/1560.csv,39a00613be98546f2b5de6a45d91469a91fdaa0dead5f1e95ed3d92cfe91f2f5,20260616,711.0,20260623,705.0,d3398a2bec12ca27fae7e8303534dbbde2ad294494467336df7054635aa0dcf2,bc8bc5f298566a960882b5ea2e2518ea1dfbdbab3d514fc1296810da9b115a7f,True,False,,-0.84388186,failure,True,False,,not_triggered,False,False,False,decision_required,blocked_missing_point_in_time_hot_theme_labels,True,0082f29ad05a37e2a342ca62bb2601d26ce04e24082c19b282284028b3024e32
hot_theme_pullback_published_signal_replay_v1,hot_theme_pullback,hot_theme_pullback|20260615|1560,20260615,1560,中砂,89.0,4,mainstream,1,8fd30f5a824d117f1e863047f8024d6303a16f39a91744caf6a6dd4ca3a85884,9afbd48cf40b7b1c179b8ff2c59680656a62c19173a76d01874ace774d69d14b,20260615,r1,latest_revision_per_report_date_artifact,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260615.csv,478c0aeaa90f32b589921bf605ac4eff457c149cd52dc081fef4a0ec54ca2296,4548fdd1cfd77c4e5049241219b5fefe62d31ee3b401329840ce732c17705e01,af71f09d64aabbbadf9481940590dce21cd8e263,fixed_d10_close,10,next_trading_day_open,d10_close,data/stock_price_history/1560.csv,39a00613be98546f2b5de6a45d91469a91fdaa0dead5f1e95ed3d92cfe91f2f5,20260616,711.0,20260630,762.0,d3398a2bec12ca27fae7e8303534dbbde2ad294494467336df7054635aa0dcf2,49c93d6bddb13b041134912b3b2d4a60d394454630093693fd21b6b43a412fb7,True,False,,7.17299578,win,True,False,,not_triggered,False,False,False,decision_required,blocked_missing_point_in_time_hot_theme_labels,True,d6f4320b500a2237bc86d53b07482053ea6ec65c4bb6d5fecdd84f3814a9dad1
hot_theme_pullback_published_signal_replay_v1,hot_theme_pullback,hot_theme_pullback|20260615|1560,20260615,1560,中砂,89.0,4,mainstream,1,8fd30f5a824d117f1e863047f8024d6303a16f39a91744caf6a6dd4ca3a85884,9afbd48cf40b7b1c179b8ff2c59680656a62c19173a76d01874ace774d69d14b,20260615,r1,latest_revision_per_report_date_artifact,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260615.csv,478c0aeaa90f32b589921bf605ac4eff457c149cd52dc081fef4a0ec54ca2296,4548fdd1cfd77c4e5049241219b5fefe62d31ee3b401329840ce732c17705e01,af71f09d64aabbbadf9481940590dce21cd8e263,fixed_d20_close,20,next_trading_day_open,d20_close,data/stock_price_history/1560.csv,39a00613be98546f2b5de6a45d91469a91fdaa0dead5f1e95ed3d92cfe91f2f5,20260616,711.0,20260715,742.0,d3398a2bec12ca27fae7e8303534dbbde2ad294494467336df7054635aa0dcf2,0416a99e6d384c40ede64b64d37da0f4d7040e33f4d7c849295327142e0a3e52,True,False,,4.36005626,win,True,False,,not_triggered,False,False,False,decision_required,blocked_missing_point_in_time_hot_theme_labels,True,28a332305910d1d8092a159c08e56904051923cebf2283b80410be0c9d5adbfc
hot_theme_pullback_published_signal_replay_v1,hot_theme_pullback,hot_theme_pullback|20260615|1609,20260615,1609,大亞,86.0,25,mainstream,1,5b12ee55fc9f680a48a4c52b5368c6176926e346e68249a213c2aaaebaa6ef5e,26991d7f9b17aaea037728a15186e3c642fef57a861f490ee73b3329d99ff231,20260615,r1,latest_revision_per_report_date_artifact,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260615.csv,478c0aeaa90f32b589921bf605ac4eff457c149cd52dc081fef4a0ec54ca2296,4548fdd1cfd77c4e5049241219b5fefe62d31ee3b401329840ce732c17705e01,af71f09d64aabbbadf9481940590dce21cd8e263,fixed_d5_close,5,next_trading_day_open,d5_close,data/stock_price_history/1609.csv,786aedbc167824fe2db114a920966b7176b77e5ab53409c9c8b7a07a527d1bc3,20260616,38.95,20260623,37.15,396469fd1bae897cd92a649149f9aeeab922307f97a4b5ebfc65a892bc2a745a,57d87d38715600c4ad34d9ae106b3ceadcdd3ac8e0370df7ed94845c1a8b58c2,True,False,,-4.62130937,failure,True,False,,not_triggered,False,False,False,decision_required,blocked_missing_point_in_time_hot_theme_labels,True,a8bfdbb05bef5ee86262c024078ed64f27b511019465ebe969df93120fff6b97
hot_theme_pullback_published_signal_replay_v1,hot_theme_pullback,hot_theme_pullback|20260615|1609,20260615,1609,大亞,86.0,25,mainstream,1,5b12ee55fc9f680a48a4c52b5368c6176926e346e68249a213c2aaaebaa6ef5e,26991d7f9b17aaea037728a15186e3c642fef57a861f490ee73b3329d99ff231,20260615,r1,latest_revision_per_report_date_artifact,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260615.csv,478c0aeaa90f32b589921bf605ac4eff457c149cd52dc081fef4a0ec54ca2296,4548fdd1cfd77c4e5049241219b5fefe62d31ee3b401329840ce732c17705e01,af71f09d64aabbbadf9481940590dce21cd8e263,fixed_d10_close,10,next_trading_day_open,d10_close,data/stock_price_history/1609.csv,786aedbc167824fe2db114a920966b7176b77e5ab53409c9c8b7a07a527d1bc3,20260616,38.95,20260630,38.0,396469fd1bae897cd92a649149f9aeeab922307f97a4b5ebfc65a892bc2a745a,e62c32db92a39d87605034eed4c361e53296961418f5cfdac88f8ff3d2ab74e5,True,False,,-2.43902439,failure,True,False,,not_triggered,False,False,False,decision_required,blocked_missing_point_in_time_hot_theme_labels,True,236060c73a7267143064e9a74728ca1053a28ad32a694096df7cbd398327dda9
hot_theme_pullback_published_signal_replay_v1,hot_theme_pullback,hot_theme_pullback|20260615|1609,20260615,1609,大亞,86.0,25,mainstream,1,5b12ee55fc9f680a48a4c52b5368c6176926e346e68249a213c2aaaebaa6ef5e,26991d7f9b17aaea037728a15186e3c642fef57a861f490ee73b3329d99ff231,20260615,r1,latest_revision_per_report_date_artifact,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260615.csv,478c0aeaa90f32b589921bf605ac4eff457c149cd52dc081fef4a0ec54ca2296,4548fdd1cfd77c4e5049241219b5fefe62d31ee3b401329840ce732c17705e01,af71f09d64aabbbadf9481940590dce21cd8e263,fixed_d20_close,20,next_trading_day_open,d20_close,data/stock_price_history/1609.csv,786aedbc167824fe2db114a920966b7176b77e5ab53409c9c8b7a07a527d1bc3,20260616,38.95,20260715,39.25,396469fd1bae897cd92a649149f9aeeab922307f97a4b5ebfc65a892bc2a745a,c0c5d20dbefec39dc17a47d4d17e4061f6ead16da00adf2cca2ecb185657e09f,True,False,,0.77021823,win,True,False,,not_triggered,False,False,False,decision_required,blocked_missing_point_in_time_hot_theme_labels,True,4d50b977602bdc0b1e1daa23fe4f3cf9636b7dd65ed4e1d7f6701f8ecba9ea9b
hot_theme_pullback_published_signal_replay_v1,hot_theme_pullback,hot_theme_pullback|20260615|1612,20260615,1612,宏泰,81.0,36,mainstream,1,117768ce2f608704d874d399e792ea65d382fba8ca47aebd6dc15716c974cf90,2d76c5033a3cb353d95154eff6e26ffabbaf721e26999c68b1ce85ce7b0e8743,20260615,r1,latest_revision_per_report_date_artifact,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260615.csv,478c0aeaa90f32b589921bf605ac4eff457c149cd52dc081fef4a0ec54ca2296,4548fdd1cfd77c4e5049241219b5fefe62d31ee3b401329840ce732c17705e01,af71f09d64aabbbadf9481940590dce21cd8e263,fixed_d5_close,5,next_trading_day_open,d5_close,data/stock_price_history/1612.csv,15cbae69d4d56684c3b39356f20b17730d108f49e266878b41cbefe2a250df81,20260616,38.5,20260623,37.6,de2ed846fab6e91544deb76b5c67451e778a94d704be79a56ebca6573faeedf3,d3740763e16563c2652de49b752338b26cd3cceb0fc123d62861122ddc338f11,True,False,,-2.33766234,failure,True,False,,not_triggered,False,False,False,decision_required,blocked_missing_point_in_time_hot_theme_labels,True,9ff817be38385253d2b624970746871d49d90afa918975b94f1eb67173063904
