model_id,research_artifact_id,decision_basis,episode_key,stock_id,signal_date,signal_sequence_index,confirmation_variant_id,pending_window_days,exit_clock_id,confirmation_date,confirmation_sequence_index,confirmation_delay_trading_days,entry_date,entry_sequence_index,entry_price,exit_date,exit_sequence_index,exit_price,realized_return_pct,outcome_label,metric_included,price_path_anomaly_candidate_flag,price_path_anomaly_candidate_reason,direct_signal_d20_return_pct,direct_signal_d20_path_anomaly_candidate_flag,timing_cost_vs_direct_signal_d20_pct,signal_range23_highest_close,signal_already_above_ma20_ema23,suppressed_source_signal_count,known_before_entry_open,uses_post_entry_information,full_monthly_revenue_period,full_monthly_revenue_source_table_date,full_monthly_revenue_latest_yoy_pct,full_monthly_revenue_cumulative_yoy_pct,approved_for_daily,production_change
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1109|20260223|ma20_ema23_close_reclaim|3|confirmation_d20_close,1109,20260223,186,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260224,187,1,20260225,188,15.8,20260325,207,15.25,-3.481,failure,True,False,none,-2.2436,False,-1.2374,15.55,True,14,True,False,202601,20260217,22.72,22.72,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1110|20250609|ma20_ema23_close_reclaim|3|confirmation_d20_close,1110,20250609,20,ma20_ema23_close_reclaim,3,confirmation_d20_close,20250611,22,2,20250612,23,20.15,20250709,42,18.7,-7.196,failure,True,False,none,-2.9777,False,-4.2183,20.95,False,21,True,False,202504,20250517,27.75,28.2,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1110|20250807|ma20_ema23_close_reclaim|3|confirmation_d20_close,1110,20250807,63,ma20_ema23_close_reclaim,3,confirmation_d20_close,20250812,66,3,20250813,67,18.2,20250910,86,17.45,-4.1209,failure,True,False,none,-4.6832,False,0.5623,19.55,False,5,True,False,202506,20250717,15.26,26.02,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1213|20250626|ma20_ema23_close_reclaim|3|confirmation_d20_close,1213,20250626,32,ma20_ema23_close_reclaim,3,confirmation_d20_close,20250701,35,3,20250702,36,13.0,20250730,55,13.0,0.0,neutral,True,False,none,3.1746,False,-3.1746,13.1,False,21,True,False,202505,20250617,21.62,78.75,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1213|20250807|ma20_ema23_close_reclaim|3|confirmation_d20_close,1213,20250807,60,ma20_ema23_close_reclaim,3,confirmation_d20_close,20250811,62,2,20250812,63,12.6,20250919,82,12.6,0.0,neutral,True,False,none,-3.9062,False,3.9062,13.1,False,20,True,False,202506,20250717,94.64,81.37,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1213|20251201|ma20_ema23_close_reclaim|3|confirmation_d20_close,1213,20251201,124,ma20_ema23_close_reclaim,3,confirmation_d20_close,20251202,125,1,20251203,126,10.95,20260102,145,10.45,-4.5662,failure,True,False,none,-4.0909,False,-0.4753,11.55,False,17,True,False,202510,20251117,37.93,60.22,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1213|20260105|ma20_ema23_close_reclaim|3|confirmation_d20_close,1213,20260105,146,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260106,147,1,20260107,148,10.1,20260203,167,9.84,-2.5743,failure,True,False,none,-4.2654,False,1.6911,11.1,True,19,True,False,202511,20251217,43.81,58.66,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1213|20260204|ma20_ema23_close_reclaim|3|confirmation_d20_close,1213,20260204,168,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260210,171,3,20260211,172,10.15,20260323,191,9.97,-1.7734,failure,True,False,none,-2.9703,False,1.1969,10.65,False,4,True,False,202512,20260117,24.47,55.65,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1220|20260223|ma20_ema23_close_reclaim|3|confirmation_d20_close,1220,20260223,186,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260224,187,1,20260225,188,13.05,20260325,207,12.45,-4.5977,failure,True,False,none,-5.7034,False,1.1057,13.05,True,13,True,False,202601,20260217,28.91,28.91,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1225|20260223|ma20_ema23_close_reclaim|3|confirmation_d20_close,1225,20260223,135,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260224,136,1,20260225,137,29.2,20260325,156,31.5,7.8767,win,True,False,none,8.5616,False,-0.6849,28.85,True,8,True,False,202601,20260217,20.46,20.46,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1229|20251020|ma20_ema23_close_reclaim|3|confirmation_d20_close,1229,20251020,106,ma20_ema23_close_reclaim,3,confirmation_d20_close,20251023,109,3,20251027,110,48.9,20251121,129,47.6,-2.6585,failure,True,False,none,-3.6999,False,1.0414,50.4,False,18,True,False,202509,20251017,34.74,-0.1,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1231|20260317|ma20_ema23_close_reclaim|3|confirmation_d20_close,1231,20260317,201,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260318,202,1,20260319,203,90.0,20260417,222,90.2,0.2222,neutral,True,False,none,0.4444,False,-0.2222,94.4,True,20,True,False,202602,20260317,32.2,11.79,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1232|20260224|ma20_ema23_close_reclaim|3|confirmation_d20_close,1232,20260224,187,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260225,188,1,20260226,189,149.5,20260326,208,150.0,0.3344,neutral,True,False,none,-0.3311,False,0.6655,151.0,True,13,True,False,202601,20260217,21.05,21.05,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1235|20250627|ma20_ema23_close_reclaim|3|confirmation_d20_close,1235,20250627,32,ma20_ema23_close_reclaim,3,confirmation_d20_close,20250701,34,2,20250702,35,71.0,20250729,54,61.7,-13.0986,failure,True,False,none,-1.9939,False,-11.1047,85.9,False,21,True,False,202505,20250617,240.41,84.23,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1235|20250829|ma20_ema23_close_reclaim|3|confirmation_d20_close,1235,20250829,75,ma20_ema23_close_reclaim,3,confirmation_d20_close,20250903,78,3,20250904,79,61.6,20251009,98,50.3,-18.3442,failure,True,False,none,5.6911,False,-24.0353,63.9,False,19,True,False,202507,20250817,112.61,73.08,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1235|20251127|ma20_ema23_close_reclaim|3|confirmation_d20_close,1235,20251127,129,ma20_ema23_close_reclaim,3,confirmation_d20_close,20251202,132,3,20251203,133,50.3,20251231,152,45.25,-10.0398,failure,True,False,none,-3.3438,False,-6.696,55.2,False,19,True,False,202510,20251117,40.49,58.97,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1235|20260209|ma20_ema23_close_reclaim|3|confirmation_d20_close,1235,20260209,178,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260223,181,3,20260224,182,42.5,20260324,201,39.2,-7.7647,failure,True,False,none,-12.6812,False,4.9165,45.7,False,18,True,False,202512,20260117,-1.99,56.09,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1235|20260402|ma20_ema23_close_reclaim|3|confirmation_d20_close,1235,20260402,208,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260408,210,2,20260409,211,41.25,20260507,230,44.8,8.6061,win,True,False,none,13.3333,False,-4.7272,47.8,False,12,True,False,202602,20260317,807.67,283.56,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1235|20260527|ma20_ema23_close_reclaim|3|confirmation_d20_close,1235,20260527,244,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260529,246,2,20260601,247,41.1,20260629,266,36.5,-11.1922,failure,True,False,none,-10.1716,False,-1.0206,45.8,False,20,True,False,202604,20260517,3.01,72.31,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1236|20260317|ma20_ema23_close_reclaim|3|confirmation_d20_close,1236,20260317,198,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260318,199,1,20260319,200,27.2,20260417,219,26.9,-1.1029,failure,True,False,none,-1.1009,False,-0.002,28.15,True,20,True,False,202602,20260317,57.77,15.49,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1256|20260119|ma20_ema23_close_reclaim|3|confirmation_d20_close,1256,20260119,168,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260120,169,1,20260121,170,158.0,20260226,189,156.0,-1.2658,failure,True,False,none,-0.639,False,-0.6268,167.5,True,19,True,False,202512,20260117,74.51,2.91,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1256|20260302|ma20_ema23_close_reclaim|3|confirmation_d20_close,1256,20260302,190,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260303,191,1,20260304,192,162.0,20260331,211,143.0,-11.7284,failure,True,False,none,-8.0,False,-3.7284,165.0,True,20,True,False,202601,20260217,36.27,36.27,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1256|20260401|ma20_ema23_close_reclaim|3|confirmation_d20_close,1256,20260401,212,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260408,215,3,20260409,216,152.0,20260507,235,168.0,10.5263,win,True,False,none,12.5,False,-1.9737,171.0,False,20,True,False,202602,20260317,87.61,54.39,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1256|20260511|ma20_ema23_close_reclaim|3|confirmation_d20_close,1256,20260511,237,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260512,238,1,20260513,239,199.0,20260609,258,182.0,-8.5427,failure,True,False,none,-8.5492,False,0.0065,176.0,True,12,True,False,202603,20260417,57.15,55.12,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1268|20260410|ma20_ema23_close_reclaim|3|confirmation_d20_close,1268,20260410,82,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260413,83,1,20260414,84,158.5,20260512,103,159.5,0.6309,neutral,True,False,none,0.3145,False,0.3164,161.5,True,4,True,False,202602,20260317,61.69,12.51,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1294|20260113|ma20_ema23_close_reclaim|3|confirmation_d20_close,1294,20260113,28,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260115,30,2,20260116,31,78.0,20260223,50,80.0,2.5641,neutral,True,False,none,8.637,False,-6.0729,79.5,False,20,True,False,202511,20251217,30.35,0.57,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1294|20260224|ma20_ema23_close_reclaim|3|confirmation_d20_close,1294,20260224,51,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260225,52,1,20260226,53,78.0,20260326,72,81.1,3.9744,neutral,True,False,none,3.5533,False,0.4211,80.6,True,13,True,False,202601,20260217,117.94,117.94,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1294|20260416|ma20_ema23_close_reclaim|3|confirmation_d20_close,1294,20260416,85,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260417,86,1,20260420,87,82.7,20260518,106,77.1,-6.7715,failure,True,False,none,-4.3103,False,-2.4612,90.6,False,21,True,False,202602,20260317,3.39,50.45,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1294|20260602|ma20_ema23_close_reclaim|3|confirmation_d20_close,1294,20260602,117,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260603,118,1,20260604,119,79.1,20260702,138,79.5,0.5057,neutral,True,False,none,-0.5051,False,1.0108,79.7,False,16,True,False,202604,20260517,5.98,23.36,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1305|20260528|ma20_ema23_close_reclaim|3|confirmation_d20_close,1305,20260528,250,ma20_ema23_close_reclaim,3,confirmation_d20_close,20260602,253,3,20260603,254,13.3,20260701,273,13.0,-2.2556,failure,True,False,none,6.1224,False,-8.378,14.85,False,11,True,False,202604,20260517,43.34,17.36,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1308|20251021|ma20_ema23_close_reclaim|3|confirmation_d20_close,1308,20251021,107,ma20_ema23_close_reclaim,3,confirmation_d20_close,20251022,108,1,20251023,109,13.0,20251120,128,12.6,-3.0769,failure,True,False,none,-5.3435,False,2.2666,13.65,True,17,True,False,202509,20251017,41.17,-3.05,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1312|20250718|ma20_ema23_close_reclaim|3|confirmation_d20_close,1312,20250718,49,ma20_ema23_close_reclaim,3,confirmation_d20_close,20250721,50,1,20250722,51,9.93,20250818,70,10.3,3.7261,neutral,True,False,none,2.6289,False,1.0972,9.91,True,17,True,False,202506,20250717,-21.36,33.71,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1312|20250819|ma20_ema23_close_reclaim|3|confirmation_d20_close,1312,20250819,71,ma20_ema23_close_reclaim,3,confirmation_d20_close,20250821,73,2,20250822,74,10.6,20250924,93,9.39,-11.4151,failure,True,False,none,-9.1787,False,-2.2364,10.7,True,22,True,False,202507,20250817,-6.73,27.17,False,none
revenue_unreacted_range,revenue_unreacted_range_close_confirmation_timing_audit,True,1312|20251002|ma20_ema23_close_reclaim|3|confirmation_d20_close,1312,20251002,98,ma20_ema23_close_reclaim,3,confirmation_d20_close,20251008,101,3,20251009,102,9.76,20251111,121,10.25,5.0205,win,True,False,none,12.955,False,-7.9345,10.5,False,18,True,False,202508,20250917,-16.45,21.41,False,none
