日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260617,臺指選擇權,CALL,自營商,102570,628065,113337,666604,-10767,-38539,11247,889709,9925,879468,1322,10241
20260617,臺指選擇權,CALL,投信,47,625,40,1931,7,-1305,7,634,273,10471,-266,-9837
20260617,臺指選擇權,CALL,外資及陸資,135451,744394,135411,750777,40,-6383,3056,408477,4283,643224,-1227,-234747
20260617,臺指選擇權,PUT,自營商,108117,605039,120718,540083,-12601,64956,12228,260937,11386,317245,842,-56308
20260617,臺指選擇權,PUT,投信,87,2039,0,0,87,2039,87,1772,0,0,87,1772
20260617,臺指選擇權,PUT,外資及陸資,144349,837600,146584,879306,-2235,-41705,8868,323784,7342,241143,1526,82641
20260617,電子選擇權,CALL,自營商,109,736,6,0,103,736,138,3822,125,3387,13,435
20260617,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260617,電子選擇權,PUT,自營商,0,0,110,678,-110,-678,110,2362,48,1258,62,1104
20260617,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260617,金融選擇權,CALL,自營商,6,67,9,42,-3,24,287,15104,334,17759,-47,-2655
20260617,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260617,金融選擇權,PUT,自營商,0,0,6,2,-6,-2,156,895,133,1217,23,-322
20260617,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260617,股票選擇權,CALL,自營商,53,4704,34,3675,19,1029,691,69308,831,51059,-140,18249
20260617,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,42,12498,-42,-12498
20260617,股票選擇權,PUT,自營商,38,2537,10,12,28,2524,1018,32512,442,6901,576,25611
20260617,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,48,8574,-48,-8574
20260617,ETF選擇權,CALL,自營商,2,15,0,0,2,15,127,1851,141,2675,-14,-824
20260617,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260617,ETF選擇權,PUT,自營商,3,30,10,564,-7,-534,219,2284,134,1999,85,285
20260617,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
