日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260921,臺指選擇權,CALL,自營商,37451,360549,37189,361599,262,-1050,25221,1359840,17314,872823,7907,487017
20260921,臺指選擇權,CALL,投信,0,0,2,243,-2,-243,3,374,6598,651552,-6595,-651178
20260921,臺指選擇權,CALL,外資及陸資,38780,376233,38414,374980,366,1253,9205,545137,11156,745298,-1951,-200161
20260921,臺指選擇權,PUT,自營商,50251,372359,50840,369622,-589,2738,18190,188956,16823,119084,1367,69872
20260921,臺指選擇權,PUT,投信,40,94,0,0,40,94,145,667,0,0,145,667
20260921,臺指選擇權,PUT,外資及陸資,51005,431745,50245,438787,760,-7042,6974,71535,5142,47415,1832,24120
20260921,電子選擇權,CALL,自營商,0,0,0,0,0,0,5,172,0,0,5,172
20260921,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260921,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260921,電子選擇權,PUT,自營商,0,0,0,0,0,0,4,39,0,0,4,39
20260921,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260921,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260921,金融選擇權,CALL,自營商,69,836,44,273,25,563,45,1092,57,342,-12,750
20260921,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260921,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260921,金融選擇權,PUT,自營商,0,0,51,909,-51,-909,7,8,66,888,-59,-880
20260921,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260921,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260921,股票選擇權,CALL,自營商,222,5621,118,9351,104,-3730,1562,44771,808,62864,754,-18093
20260921,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260921,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,25,1175,0,0,25,1175
20260921,股票選擇權,PUT,自營商,191,5541,23,193,168,5348,1062,21130,66,1989,996,19141
20260921,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260921,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260921,ETF選擇權,CALL,自營商,12,819,3,21,9,797,200,4013,185,3394,15,619
20260921,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260921,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260921,ETF選擇權,PUT,自營商,43,771,27,371,16,400,275,998,161,333,114,665
20260921,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260921,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
