日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
20260828,臺股期貨,自營商,3568,33095667,3273,30368178,295,2727488,3992,37043191,3335,30956034,657,6087157
20260828,臺股期貨,投信,39,361590,121,1121618,-82,-760027,80036,742045770,3284,30447278,76752,711598492
20260828,臺股期貨,外資及陸資,41057,380540873,39920,369960716,1137,10580157,8732,80964376,92387,856598885,-83655,-775634509
20260828,電子期貨,自營商,23,271425,18,212503,5,58922,6,70780,132,1555039,-126,-1484259
20260828,電子期貨,投信,0,0,5,58929,-5,-58929,144,1696406,0,0,144,1696406
20260828,電子期貨,外資及陸資,58,684451,52,613460,6,70991,32,376979,184,2167630,-152,-1790651
20260828,金融期貨,自營商,4,13030,8,26163,-4,-13133,27,88641,59,193697,-32,-105056
20260828,金融期貨,投信,0,0,0,0,0,0,34,111622,0,0,34,111622
20260828,金融期貨,外資及陸資,97,317140,75,245100,22,72040,91,298753,172,564676,-81,-265923
20260828,小型臺指期貨,自營商,5677,13165718,5445,12626290,232,539429,2185,5075359,8054,18707704,-5869,-13632345
20260828,小型臺指期貨,投信,1,2318,0,0,1,2318,109,252646,152,352313,-43,-99667
20260828,小型臺指期貨,外資及陸資,84847,196552078,83395,193167359,1452,3384719,4183,9696946,901,2088854,3282,7608092
20260828,微型臺指期貨,自營商,12932,6006360,9710,4499861,3222,1506498,3660,1701772,26320,12225353,-22660,-10523581
20260828,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260828,微型臺指期貨,外資及陸資,126073,58410498,123498,57206731,2575,1203767,19978,9261342,0,0,19978,9261342
20260828,小型電子期貨,自營商,59,87100,53,78236,6,8864,149,219466,126,185544,23,33922
20260828,小型電子期貨,投信,0,0,0,0,0,0,77,113388,0,0,77,113388
20260828,小型電子期貨,外資及陸資,389,573420,402,592624,-13,-19205,20,29452,14,20616,6,8836
