日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260626,臺指選擇權,CALL,自營商,103945,668978,123017,681358,-19072,-12381,13857,858093,15854,989570,-1997,-131477
20260626,臺指選擇權,CALL,投信,530,13747,1100,60572,-570,-46825,5,255,1713,71704,-1708,-71449
20260626,臺指選擇權,CALL,外資及陸資,105873,573069,108893,600655,-3020,-27586,4655,321097,5677,509983,-1022,-188886
20260626,臺指選擇權,PUT,自營商,98695,1120646,106624,1135776,-7929,-15130,21078,1090858,18882,1080767,2196,10091
20260626,臺指選擇權,PUT,投信,100,123,0,0,100,123,87,2624,0,0,87,2624
20260626,臺指選擇權,PUT,外資及陸資,113392,1077773,112087,1028524,1305,49249,16003,760926,11491,608267,4512,152659
20260626,電子選擇權,CALL,自營商,6,272,7,236,-1,36,168,3580,152,3191,16,389
20260626,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260626,電子選擇權,PUT,自營商,5,180,48,1835,-43,-1655,135,6893,89,4724,46,2169
20260626,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260626,金融選擇權,CALL,自營商,16,130,55,471,-39,-340,293,11160,431,13770,-138,-2610
20260626,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260626,金融選擇權,PUT,自營商,10,206,1,8,9,198,259,3233,230,3492,29,-259
20260626,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260626,股票選擇權,CALL,自營商,406,6660,577,7853,-171,-1194,1314,65426,1987,47304,-673,18122
20260626,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,股票選擇權,CALL,外資及陸資,4,1144,0,0,4,1144,4,1144,59,12626,-55,-11482
20260626,股票選擇權,PUT,自營商,82,2561,83,3134,-1,-573,1519,126356,707,12744,812,113612
20260626,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,股票選擇權,PUT,外資及陸資,2,656,0,0,2,656,2,708,70,55930,-68,-55222
20260626,ETF選擇權,CALL,自營商,23,633,14,617,9,16,158,3896,146,2110,12,1786
20260626,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260626,ETF選擇權,PUT,自營商,4,48,10,244,-6,-196,256,3516,136,2732,120,784
20260626,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
