日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260814,臺指選擇權,CALL,自營商,69403,440926,78954,359786,-9551,81140,23524,1162621,17489,947315,6035,215306
20260814,臺指選擇權,CALL,投信,0,0,550,45975,-550,-45975,0,0,1825,141753,-1825,-141753
20260814,臺指選擇權,CALL,外資及陸資,89431,430325,98467,509413,-9036,-79088,9306,414227,7482,610430,1824,-196203
20260814,臺指選擇權,PUT,自營商,77981,385561,87810,405257,-9829,-19696,22517,310591,15833,262268,6684,48323
20260814,臺指選擇權,PUT,投信,0,0,0,0,0,0,85,98,0,0,85,98
20260814,臺指選擇權,PUT,外資及陸資,107212,536489,104339,538584,2873,-2095,16348,154201,15075,157573,1273,-3372
20260814,電子選擇權,CALL,自營商,0,0,0,0,0,0,83,2632,31,1089,52,1543
20260814,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260814,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260814,電子選擇權,PUT,自營商,5,76,11,96,-6,-20,81,530,84,613,-3,-83
20260814,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260814,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260814,金融選擇權,CALL,自營商,5,86,64,604,-59,-518,54,1021,206,823,-152,198
20260814,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260814,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260814,金融選擇權,PUT,自營商,5,6,8,43,-3,-37,34,26,124,990,-90,-964
20260814,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260814,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260814,股票選擇權,CALL,自營商,341,2178,318,1929,23,249,2043,65623,1026,28685,1017,36938
20260814,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260814,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,30,904,151,6929,-121,-6025
20260814,股票選擇權,PUT,自營商,158,1633,142,1108,16,525,1403,37054,543,3917,860,33137
20260814,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260814,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,16,14864,-16,-14864
20260814,ETF選擇權,CALL,自營商,65,328,65,328,0,0,359,13497,249,2090,110,11407
20260814,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260814,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260814,ETF選擇權,PUT,自營商,0,0,8,105,-8,-105,191,1116,134,968,57,148
20260814,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260814,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
