日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260528,臺指選擇權,CALL,自營商,63823,851458,68601,941851,-4778,-90393,21478,1911457,26432,2705488,-4954,-794031
20260528,臺指選擇權,CALL,投信,0,0,100,1794,-100,-1794,1,176,497,60361,-496,-60185
20260528,臺指選擇權,CALL,外資及陸資,73728,760472,73387,834188,341,-73717,10691,1996813,9137,1512653,1554,484160
20260528,臺指選擇權,PUT,自營商,74486,925233,72004,855743,2482,69490,35593,498554,29264,476284,6329,22270
20260528,臺指選擇權,PUT,投信,0,0,0,0,0,0,93,1266,0,0,93,1266
20260528,臺指選擇權,PUT,外資及陸資,79423,930498,77216,887655,2207,42843,23545,397855,17202,269256,6343,128599
20260528,電子選擇權,CALL,自營商,4,63,0,0,4,63,569,49554,479,44792,90,4762
20260528,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260528,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260528,電子選擇權,PUT,自營商,32,846,0,0,32,846,479,6247,258,640,221,5607
20260528,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260528,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260528,金融選擇權,CALL,自營商,53,673,74,271,-21,402,26,589,205,2257,-179,-1668
20260528,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260528,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260528,金融選擇權,PUT,自營商,29,227,12,94,17,133,113,529,41,236,72,293
20260528,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260528,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260528,股票選擇權,CALL,自營商,389,4085,333,2494,56,1591,1889,135135,1803,77616,86,57519
20260528,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260528,股票選擇權,CALL,外資及陸資,0,0,6,1212,-6,-1212,12,686,18,41990,-6,-41304
20260528,股票選擇權,PUT,自營商,355,4847,314,495,41,4352,1975,30793,994,6485,981,24308
20260528,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260528,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,5,22,-5,-22
20260528,ETF選擇權,CALL,自營商,1,64,7,253,-6,-189,377,11713,412,13486,-35,-1773
20260528,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260528,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260528,ETF選擇權,PUT,自營商,17,377,70,1256,-53,-879,399,5599,370,6050,29,-451
20260528,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260528,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
