日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260831,臺指選擇權,CALL,自營商,36821,361785,37971,344323,-1150,17462,24555,1026218,18598,782243,5957,243975
20260831,臺指選擇權,CALL,投信,375,2960,1157,42410,-782,-39450,5,358,4317,207078,-4312,-206720
20260831,臺指選擇權,CALL,外資及陸資,34403,353836,34305,354390,98,-553,4641,259575,8824,511490,-4183,-251915
20260831,臺指選擇權,PUT,自營商,49845,516365,50231,501967,-386,14398,20392,277761,19621,210714,771,67047
20260831,臺指選擇權,PUT,投信,0,0,0,0,0,0,166,257,0,0,166,257
20260831,臺指選擇權,PUT,外資及陸資,56760,645425,56517,645407,243,17,6550,118890,6215,87440,335,31450
20260831,電子選擇權,CALL,自營商,0,0,0,0,0,0,5,124,3,251,2,-127
20260831,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260831,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260831,電子選擇權,PUT,自營商,1,12,0,0,1,12,10,82,4,72,6,10
20260831,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260831,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260831,金融選擇權,CALL,自營商,65,866,54,374,11,492,48,1295,177,3112,-129,-1817
20260831,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260831,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260831,金融選擇權,PUT,自營商,8,48,3,13,5,35,41,25,19,47,22,-22
20260831,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260831,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260831,股票選擇權,CALL,自營商,180,1606,96,1426,84,181,1905,36186,777,17594,1128,18592
20260831,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260831,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,92,3124,-92,-3124
20260831,股票選擇權,PUT,自營商,124,1382,58,256,66,1126,1195,21690,266,2556,929,19134
20260831,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260831,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,40,1598,-40,-1598
20260831,ETF選擇權,CALL,自營商,14,234,1,6,13,228,312,1872,302,1980,10,-108
20260831,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260831,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260831,ETF選擇權,PUT,自營商,5,33,1,3,4,31,305,1119,181,684,124,435
20260831,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260831,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
