日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260918,臺指選擇權,CALL,自營商,82698,679850,82862,438367,-164,241483,21349,1033106,13704,680209,7645,352897
20260918,臺指選擇權,CALL,投信,0,0,4040,238667,-4040,-238667,5,515,6598,479315,-6593,-478800
20260918,臺指選擇權,CALL,外資及陸資,100468,501328,100856,490539,-388,10788,7608,436549,9925,591794,-2317,-155245
20260918,臺指選擇權,PUT,自營商,83470,363246,95551,402391,-12081,-39145,14036,210735,12080,135602,1956,75133
20260918,臺指選擇權,PUT,投信,100,1026,0,0,100,1026,105,829,0,0,105,829
20260918,臺指選擇權,PUT,外資及陸資,95626,427051,99651,444909,-4025,-17858,4402,78385,3330,47957,1072,30428
20260918,電子選擇權,CALL,自營商,0,0,0,0,0,0,5,140,0,0,5,140
20260918,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260918,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260918,電子選擇權,PUT,自營商,0,0,0,0,0,0,4,53,0,0,4,53
20260918,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260918,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260918,金融選擇權,CALL,自營商,7,54,9,26,-2,29,8,349,45,243,-37,106
20260918,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260918,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260918,金融選擇權,PUT,自營商,5,23,4,21,1,3,7,16,15,8,-8,8
20260918,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260918,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260918,股票選擇權,CALL,自營商,190,4390,147,11395,43,-7005,1396,40471,746,46421,650,-5950
20260918,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260918,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,25,1310,0,0,25,1310
20260918,股票選擇權,PUT,自營商,136,5133,46,730,90,4403,896,20101,68,2196,828,17905
20260918,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260918,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260918,ETF選擇權,CALL,自營商,2,18,2,12,0,6,200,3090,194,3289,6,-199
20260918,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260918,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260918,ETF選擇權,PUT,自營商,12,177,8,108,4,69,238,636,140,269,98,367
20260918,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260918,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
