日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260728,臺指選擇權,CALL,自營商,56096,499460,59806,556687,-3710,-57227,28231,536979,30556,474648,-2325,62331
20260728,臺指選擇權,CALL,投信,1640,32842,1040,69131,600,-36289,11,303,1714,65469,-1703,-65166
20260728,臺指選擇權,CALL,外資及陸資,53406,549072,52543,537340,863,11732,9886,175797,7590,219536,2296,-43739
20260728,臺指選擇權,PUT,自營商,56830,1034815,53433,813751,3397,221064,30220,1560168,21488,1193393,8732,366775
20260728,臺指選擇權,PUT,投信,140,3389,1,147,139,3242,248,4304,0,0,248,4304
20260728,臺指選擇權,PUT,外資及陸資,63005,893119,61661,867188,1344,25931,20186,1035416,14161,899396,6025,136020
20260728,電子選擇權,CALL,自營商,6,154,6,154,0,0,73,1214,27,436,46,778
20260728,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260728,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260728,電子選擇權,PUT,自營商,31,883,31,894,0,-11,64,2750,65,4567,-1,-1817
20260728,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260728,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260728,金融選擇權,CALL,自營商,4,20,4,23,0,-3,49,851,98,880,-49,-29
20260728,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260728,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260728,金融選擇權,PUT,自營商,2,21,2,33,0,-12,37,144,43,1261,-6,-1117
20260728,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260728,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260728,股票選擇權,CALL,自營商,55,2179,65,660,-10,1519,1154,19218,581,5311,573,13907
20260728,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260728,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,16,270,49,324,-33,-54
20260728,股票選擇權,PUT,自營商,109,1177,36,1365,73,-188,1092,104738,183,2553,909,102185
20260728,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260728,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,2,632,16,42120,-14,-41488
20260728,ETF選擇權,CALL,自營商,3,51,3,20,0,31,123,2314,50,299,73,2015
20260728,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260728,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260728,ETF選擇權,PUT,自營商,4,73,13,428,-9,-355,138,4999,53,2940,85,2059
20260728,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260728,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
