日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
20260716,臺股期貨,自營商,6015,54932418,4682,42872836,1333,12059582,5377,49252384,4720,43225525,657,6026859
20260716,臺股期貨,投信,736,6735595,118,1081082,618,5654513,82210,751251422,5946,54335737,76264,696915685
20260716,臺股期貨,外資及陸資,71374,652820513,74581,682079318,-3207,-29258805,5895,53873332,90348,825740742,-84453,-771867410
20260716,電子期貨,自營商,108,1264062,81,948518,27,315544,22,257429,101,1181700,-79,-924271
20260716,電子期貨,投信,0,0,0,0,0,0,190,2223000,0,0,190,2223000
20260716,電子期貨,外資及陸資,241,2820878,278,3251677,-37,-430799,49,573300,287,3357900,-238,-2784600
20260716,金融期貨,自營商,47,144793,28,86189,19,58603,20,61612,80,246448,-60,-184836
20260716,金融期貨,投信,0,0,0,0,0,0,29,89337,0,0,29,89337
20260716,金融期貨,外資及陸資,226,696945,257,792323,-31,-95378,80,246448,180,554508,-100,-308060
20260716,小型臺指期貨,自營商,10426,23852860,11567,26491413,-1141,-2638553,1571,3611061,11067,25390876,-9496,-21779815
20260716,小型臺指期貨,投信,0,0,1,2285,-1,-2285,133,303845,84,191902,49,111943
20260716,小型臺指期貨,外資及陸資,155869,356375446,165077,377442731,-9208,-21067284,2094,4784869,3595,8217725,-1501,-3432856
20260716,微型臺指期貨,自營商,21577,9899448,43309,19812178,-21732,-9912729,2963,1370793,47705,21873948,-44742,-20503155
20260716,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260716,微型臺指期貨,外資及陸資,222411,101716029,221819,101438498,592,277531,1875,856770,1895,866123,-20,-9353
20260716,小型電子期貨,自營商,215,314387,181,264216,34,50171,126,184300,133,194513,-7,-10213
20260716,小型電子期貨,投信,0,0,0,0,0,0,77,112613,0,0,77,112613
20260716,小型電子期貨,外資及陸資,713,1043740,716,1047635,-3,-3895,18,26325,38,55575,-20,-29250
20260716,小型金融期貨,自營商,21,16184,44,33842,-23,-17658,23,17713,46,35427,-23,-17714
20260716,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260716,小型金融期貨,外資及陸資,154,118811,114,87976,40,30836,9,6931,6,4621,3,2310
20260716,股票期貨,自營商,40850,19382686,64760,24146747,-23910,-4764061,52624,17097072,333296,203699190,-280672,-186602118
20260716,股票期貨,投信,0,0,0,0,0,0,9775,4170557,236,48116,9539,4122441
20260716,股票期貨,外資及陸資,315349,167793265,328579,173816815,-13230,-6023550,136762,122679164,571339,353065783,-434577,-230386619
20260716,ETF期貨,自營商,5160,2509845,6533,2529794,-1373,-19949,10689,4104306,39373,22676307,-28684,-18572001
20260716,ETF期貨,投信,128,136909,0,0,128,136909,4696,4046358,50,20425,4646,4025933
20260716,ETF期貨,外資及陸資,6050,4399528,6874,4938265,-824,-538737,15786,13606199,1908,1812701,13878,11793498
20260716,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
20260716,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260716,櫃買指數期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260716,非金電期貨,自營商,252,41483,405,66701,-153,-25218,460,75872,225,37112,235,38760
20260716,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260716,非金電期貨,外資及陸資,156,25685,46,7553,110,18132,63,10391,33,5443,30,4948
20260716,富櫃200期貨,自營商,40,37445,48,44873,-8,-7428,0,0,23,21453,-23,-21453
20260716,富櫃200期貨,投信,10,9303,0,0,10,9303,44,41041,0,0,44,41041
20260716,富櫃200期貨,外資及陸資,11,10260,14,13104,-3,-2844,0,0,3,2798,-3,-2798
20260716,臺灣永續期貨,自營商,44,110262,44,110262,0,0,52,130167,52,130167,0,0
20260716,臺灣永續期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260716,臺灣永續期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260716,臺灣生技期貨,自營商,0,0,0,0,0,0,0,0,6,1302,-6,-1302
20260716,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260716,臺灣生技期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260716,半導體30期貨,自營商,48,38369,63,50603,-15,-12234,21,16835,26,20843,-5,-4008
20260716,半導體30期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260716,半導體30期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260716,航運期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
20260716,航運期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260716,航運期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260716,東證期貨,自營商,11,8903,60,48650,-49,-39747,0,0,189,151742,-189,-151742
20260716,東證期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260716,東證期貨,外資及陸資,76,61499,42,33902,34,27597,57,45877,0,0,57,45877
20260716,美國標普500期貨,自營商,0,0,0,0,0,0,0,0,47,71748,-47,-71748
20260716,美國標普500期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260716,美國標普500期貨,外資及陸資,4,6072,4,6087,0,-15,39,59535,60,91667,-21,-32132
20260716,美國那斯達克100期貨,自營商,0,0,1,1483,-1,-1483,0,0,206,306374,-206,-306374
20260716,美國那斯達克100期貨,投信,0,0,0,0,0,0,2,2975,0,0,2,2975
20260716,美國那斯達克100期貨,外資及陸資,581,864264,513,762059,68,102205,114,169763,438,652028,-324,-482265
20260716,美國道瓊期貨,自營商,0,0,0,0,0,0,0,0,12,12710,-12,-12710
20260716,美國道瓊期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260716,美國道瓊期貨,外資及陸資,58,61385,43,45498,15,15888,185,196020,100,105925,85,90095
20260716,美國費城半導體期貨,自營商,3,2996,54,53413,-51,-50417,0,0,416,416000,-416,-416000
20260716,美國費城半導體期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260716,美國費城半導體期貨,外資及陸資,7,6913,9,9170,-2,-2258,298,298012,162,162000,136,136012
20260716,英國富時100期貨,自營商,5,2621,31,16233,-26,-13612,103,54049,16,8410,87,45639
20260716,英國富時100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260716,英國富時100期貨,外資及陸資,76,39872,90,47162,-14,-7290,1,527,35,18366,-34,-17839
