日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
20260626,臺股期貨,自營商,15027,136283545,13550,122387925,1477,13895621,8088,72050266,3447,30770388,4641,41279878
20260626,臺股期貨,投信,901,8027170,575,5127899,326,2899272,67223,597639359,5976,53150730,61247,544488629
20260626,臺股期貨,外資及陸資,119155,1084550645,114455,1042721443,4700,41829202,7493,66628987,83884,745913523,-76391,-679284536
20260626,電子期貨,自營商,75,878115,78,908621,-3,-30506,24,275731,104,1193962,-80,-918231
20260626,電子期貨,投信,0,0,0,0,0,0,168,1928707,0,0,168,1928707
20260626,電子期貨,外資及陸資,251,2937365,250,2931287,1,6077,23,264049,269,3088228,-246,-2824179
20260626,金融期貨,自營商,70,218310,26,81258,44,137052,95,293930,136,420768,-41,-126838
20260626,金融期貨,投信,0,0,0,0,0,0,11,34034,0,0,11,34034
20260626,金融期貨,外資及陸資,468,1462296,511,1596694,-43,-134398,176,544544,235,727090,-59,-182546
20260626,小型臺指期貨,自營商,19584,44647087,17977,40959044,1607,3688043,2072,4640489,8879,19865312,-6807,-15224823
20260626,小型臺指期貨,投信,0,0,6,13354,-6,-13354,101,224483,88,195589,13,28894
20260626,小型臺指期貨,外資及陸資,236708,540075954,238402,544078398,-1694,-4002444,3006,6682362,3274,7286942,-268,-604580
20260626,微型臺指期貨,自營商,34478,15722098,48102,21940653,-13624,-6218555,2061,933015,67009,29876744,-64948,-28943729
20260626,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,微型臺指期貨,外資及陸資,295372,134974300,297334,135904196,-1962,-929896,5833,2592903,3124,1389492,2709,1203411
20260626,小型電子期貨,自營商,183,267374,141,206265,42,61110,44,63142,205,294202,-161,-231060
20260626,小型電子期貨,投信,0,0,0,0,0,0,69,99018,0,0,69,99018
20260626,小型電子期貨,外資及陸資,874,1275669,898,1311688,-24,-36019,14,20091,19,27266,-5,-7175
20260626,小型金融期貨,自營商,57,44420,94,73305,-37,-28886,0,0,74,57235,-74,-57235
20260626,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,小型金融期貨,外資及陸資,190,148396,193,150738,-3,-2341,1,774,2,1547,-1,-773
20260626,股票期貨,自營商,100909,50248262,61046,29468049,39863,20780213,77097,26631462,371994,222948993,-294897,-196317531
20260626,股票期貨,投信,0,0,0,0,0,0,12507,6068929,255,48116,12252,6020813
20260626,股票期貨,外資及陸資,502620,300686789,478639,265792724,23981,34894064,169616,142507211,676507,404223566,-506891,-261716355
20260626,ETF期貨,自營商,5929,3105785,8871,3721993,-2942,-616208,11992,4317742,40858,22853385,-28866,-18535643
20260626,ETF期貨,投信,0,0,0,0,0,0,4424,3657832,50,20540,4374,3637292
20260626,ETF期貨,外資及陸資,11480,7538205,12176,7644542,-696,-106337,15776,13151733,3245,2137820,12531,11013913
20260626,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
20260626,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,櫃買指數期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260626,非金電期貨,自營商,17,25504,31,46799,-14,-21295,85,127099,94,140578,-9,-13479
20260626,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,非金電期貨,外資及陸資,7,10532,8,12127,-1,-1595,30,44882,1,1496,29,43386
20260626,富櫃200期貨,自營商,4,3875,7,6759,-3,-2885,3,2876,26,24924,-23,-22048
20260626,富櫃200期貨,投信,1,965,0,0,1,965,26,24924,0,0,26,24924
20260626,富櫃200期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260626,臺灣永續期貨,自營商,192,479345,192,479344,0,2,158,390952,158,390952,0,0
20260626,臺灣永續期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,臺灣永續期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260626,臺灣生技期貨,自營商,0,0,2,390,-2,-390,0,0,4,778,-4,-778
20260626,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,臺灣生技期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260626,半導體30期貨,自營商,265,221907,268,224470,-3,-2563,2,1586,41,32554,-39,-30968
20260626,半導體30期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,半導體30期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260626,航運期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
20260626,航運期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,航運期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260626,東證期貨,自營商,103,81857,115,91059,-12,-9201,58,46225,24,19122,34,27103
20260626,東證期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,東證期貨,外資及陸資,106,83960,83,66035,23,17926,0,0,155,123337,-155,-123337
20260626,美國標普500期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
20260626,美國標普500期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,美國標普500期貨,外資及陸資,35,52261,34,50775,1,1486,23,33894,77,113471,-54,-79577
20260626,美國那斯達克100期貨,自營商,30,44156,15,22189,15,21967,0,0,211,309843,-211,-309843
20260626,美國那斯達克100期貨,投信,2,2927,0,0,2,2927,2,2937,0,0,2,2937
20260626,美國那斯達克100期貨,外資及陸資,766,1138684,757,1123817,9,14867,170,249637,414,607969,-244,-358332
20260626,美國道瓊期貨,自營商,6,6271,16,16750,-10,-10479,0,0,9,9397,-9,-9397
20260626,美國道瓊期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,美國道瓊期貨,外資及陸資,107,112664,72,75716,35,36948,139,145138,42,43863,97,101275
20260626,美國費城半導體期貨,自營商,18,19805,8,8826,10,10979,0,0,42,45642,-42,-45642
20260626,美國費城半導體期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,美國費城半導體期貨,外資及陸資,19,21163,18,19960,1,1203,79,85851,99,107585,-20,-21734
20260626,英國富時100期貨,自營商,21,11084,19,9948,2,1136,1,524,67,35117,-66,-34593
20260626,英國富時100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260626,英國富時100期貨,外資及陸資,20,10483,17,8988,3,1496,99,51886,0,0,99,51886
