日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
20260527,臺股期貨,自營商,8693,77589063,9070,81082613,-377,-3493550,6929,62131091,5268,47262502,1661,14868589
20260527,臺股期貨,投信,2004,17932366,67,600107,1937,17332259,50621,453503415,5348,47911662,45273,405591753
20260527,臺股期貨,外資及陸資,65947,588669397,67896,605976532,-1949,-17307135,15979,143153197,72281,647583690,-56302,-504430493
20260527,電子期貨,自營商,41,478868,37,432710,4,46158,22,257928,130,1524120,-108,-1266192
20260527,電子期貨,投信,0,0,0,0,0,0,135,1582740,0,0,135,1582740
20260527,電子期貨,外資及陸資,332,3900990,345,4051902,-13,-150912,54,633096,207,2426868,-153,-1793772
20260527,金融期貨,自營商,41,108093,46,121377,-5,-13284,24,63516,170,450734,-146,-387218
20260527,金融期貨,投信,0,0,0,0,0,0,12,31824,0,0,12,31824
20260527,金融期貨,外資及陸資,271,714141,259,682577,12,31564,154,408408,164,434928,-10,-26520
20260527,小型臺指期貨,自營商,17833,39812653,16641,37106747,1192,2705906,2863,6430516,12737,28578192,-9874,-22147676
20260527,小型臺指期貨,投信,3,6719,9,20129,-6,-13409,92,206052,83,185895,9,20157
20260527,小型臺指期貨,外資及陸資,139857,311973095,135764,302759174,4093,9213921,3876,8681143,2536,5682944,1340,2998199
20260527,微型臺指期貨,自營商,33130,14798913,25465,11346281,7665,3452632,5639,2535488,23558,10573494,-17919,-8038006
20260527,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260527,微型臺指期貨,外資及陸資,157550,70217454,153341,68330041,4209,1887413,8367,3747931,29,12990,8338,3734941
20260527,小型電子期貨,自營商,101,147864,92,134379,9,13485,9,13203,187,274049,-178,-260846
20260527,小型電子期貨,投信,0,0,0,0,0,0,67,98189,0,0,67,98189
20260527,小型電子期貨,外資及陸資,710,1038210,701,1026106,9,12103,17,24914,0,0,17,24914
20260527,小型金融期貨,自營商,114,75123,52,34297,62,40825,43,28509,24,15905,19,12604
20260527,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260527,小型金融期貨,外資及陸資,159,104835,158,104193,1,641,1,663,12,7956,-11,-7293
