日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260807,臺指選擇權,CALL,自營商,73836,565471,81960,379748,-8124,185723,23471,1029481,18312,755588,5159,273893
20260807,臺指選擇權,CALL,投信,0,0,1600,159099,-1600,-159099,5,373,2790,223259,-2785,-222886
20260807,臺指選擇權,CALL,外資及陸資,91252,466578,96296,498713,-5044,-32135,8342,354866,5916,429099,2426,-74233
20260807,臺指選擇權,PUT,自營商,78218,508501,85540,529162,-7322,-20662,24348,576052,15082,422573,9266,153479
20260807,臺指選擇權,PUT,投信,0,0,0,0,0,0,5,104,0,0,5,104
20260807,臺指選擇權,PUT,外資及陸資,99445,616214,100314,638255,-869,-22041,15094,294580,12587,291200,2507,3380
20260807,電子選擇權,CALL,自營商,0,0,0,0,0,0,81,1863,32,791,49,1072
20260807,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260807,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260807,電子選擇權,PUT,自營商,0,0,0,0,0,0,73,1176,76,1731,-3,-555
20260807,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260807,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260807,金融選擇權,CALL,自營商,8,61,26,95,-18,-34,70,1140,66,231,4,909
20260807,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260807,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260807,金融選擇權,PUT,自營商,5,82,1,3,4,80,37,43,120,1362,-83,-1319
20260807,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260807,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260807,股票選擇權,CALL,自營商,147,1560,122,1103,25,457,1430,52527,652,22690,778,29837
20260807,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260807,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,20,840,55,2622,-35,-1782
20260807,股票選擇權,PUT,自營商,94,1174,57,304,37,871,1180,59902,284,3050,896,56852
20260807,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260807,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,26,24930,-26,-24930
20260807,ETF選擇權,CALL,自營商,0,0,2,107,-2,-107,174,9364,57,534,117,8830
20260807,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260807,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260807,ETF選擇權,PUT,自營商,3,19,0,0,3,19,132,1213,61,374,71,839
20260807,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260807,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
