日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
20260721,臺股期貨,自營商,3287,28840147,5051,44279922,-1764,-15439775,5607,49887061,4404,39169192,1203,10717869
20260721,臺股期貨,投信,3184,28211991,60,525530,3124,27686461,81608,724271000,6038,53587250,75570,670683750
20260721,臺股期貨,外資及陸資,60799,530469350,60997,532389732,-198,-1920382,9379,83243942,87869,779974121,-78490,-696730179
20260721,電子期貨,自營商,55,610462,57,631203,-2,-20741,19,214461,116,1308508,-97,-1094047
20260721,電子期貨,投信,0,0,3,33824,-3,-33824,179,2019048,0,0,179,2019048
20260721,電子期貨,外資及陸資,195,2170343,173,1925028,22,245315,13,146635,302,3406439,-289,-3259804
20260721,金融期貨,自營商,8,24429,42,128214,-34,-103784,19,58094,89,272126,-70,-214032
20260721,金融期貨,投信,0,0,0,0,0,0,35,107016,0,0,35,107016
20260721,金融期貨,外資及陸資,214,653620,173,528542,41,125077,84,256838,185,565656,-101,-308818
20260721,小型臺指期貨,自營商,8526,18628826,7859,17158310,667,1470516,1755,3918635,10434,23251545,-8679,-19332910
20260721,小型臺指期貨,投信,6,13311,0,0,6,13311,128,284000,93,206344,35,77656
20260721,小型臺指期貨,外資及陸資,135075,294181449,130849,284943660,4226,9237789,6697,14859802,3543,7867481,3154,6992321
20260721,微型臺指期貨,自營商,28521,12491143,13255,5788486,15266,6702657,5358,2399564,40013,17836285,-34655,-15436721
20260721,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260721,微型臺指期貨,外資及陸資,195996,85315973,183538,79854991,12458,5460983,5567,2470460,382,169546,5185,2300914
20260721,小型電子期貨,自營商,105,145192,71,97786,34,47406,131,184824,152,214312,-21,-29488
20260721,小型電子期貨,投信,0,0,0,0,0,0,77,108566,0,0,77,108566
20260721,小型電子期貨,外資及陸資,390,540728,367,508767,23,31960,39,54988,11,15509,28,39479
20260721,小型金融期貨,自營商,40,30556,9,6864,31,23692,39,29812,42,32105,-3,-2293
20260721,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260721,小型金融期貨,外資及陸資,79,60278,105,80156,-26,-19878,4,3058,0,0,4,3058
20260721,股票期貨,自營商,40449,15896221,46479,20317727,-6030,-4421506,77017,22249774,302933,184473443,-225916,-162223669
20260721,股票期貨,投信,0,0,0,0,0,0,7975,3234502,236,44791,7739,3189711
20260721,股票期貨,外資及陸資,288699,137011597,300574,139143681,-11875,-2132084,183502,139155491,573687,313863180,-390185,-174707689
20260721,ETF期貨,自營商,5552,1808313,3674,1851099,1878,-42785,12268,4897652,43432,23491548,-31164,-18593896
20260721,ETF期貨,投信,0,0,0,0,0,0,4876,4114675,50,20565,4826,4094110
20260721,ETF期貨,外資及陸資,7241,4946682,5966,4091027,1275,855655,16542,13705164,1836,1488819,14706,12216345
20260721,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
20260721,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260721,櫃買指數期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260721,非金電期貨,自營商,60,9632,25,4023,35,5610,166,26797,337,54459,-171,-27662
20260721,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260721,非金電期貨,外資及陸資,39,6263,51,8175,-12,-1911,20,3232,80,12928,-60,-9696
20260721,富櫃200期貨,自營商,30,25571,31,26426,-1,-855,0,0,33,28702,-33,-28702
20260721,富櫃200期貨,投信,0,0,0,0,0,0,44,38269,0,0,44,38269
20260721,富櫃200期貨,外資及陸資,25,21235,21,17819,4,3416,0,0,0,0,0,0
20260721,臺灣中型100期貨,自營商,497,168389,470,159243,27,9146,524,179655,348,119300,176,60355
20260721,臺灣中型100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260721,臺灣中型100期貨,外資及陸資,9,3059,9,3065,0,-5,0,0,0,0,0,0
20260721,臺灣永續期貨,自營商,22,52907,22,52907,0,0,52,126860,52,126860,0,0
20260721,臺灣永續期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260721,臺灣永續期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260721,臺灣生技期貨,自營商,0,0,0,0,0,0,0,0,6,1242,-6,-1242
20260721,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260721,臺灣生技期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260721,半導體30期貨,自營商,80,59845,65,48220,15,11624,25,19021,26,19761,-1,-740
20260721,半導體30期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260721,半導體30期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260721,航運期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
20260721,航運期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260721,航運期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260721,東證期貨,自營商,45,35775,64,50821,-19,-15045,0,0,169,135981,-169,-135981
20260721,東證期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260721,東證期貨,外資及陸資,83,66129,64,51127,19,15002,80,64364,32,25752,48,38612
20260721,美國標普500期貨,自營商,0,0,0,0,0,0,0,0,46,69184,-46,-69184
20260721,美國標普500期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260721,美國標普500期貨,外資及陸資,3,4516,4,6017,-1,-1500,51,76704,68,102353,-17,-25649
20260721,美國那斯達克100期貨,自營商,0,0,0,0,0,0,0,0,179,260517,-179,-260517
20260721,美國那斯達克100期貨,投信,0,0,0,0,0,0,2,2911,0,0,2,2911
20260721,美國那斯達克100期貨,外資及陸資,416,604123,248,359931,168,244192,124,180669,520,757457,-396,-576788
20260721,美國道瓊期貨,自營商,0,0,0,0,0,0,0,0,47,49120,-47,-49120
20260721,美國道瓊期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260721,美國道瓊期貨,外資及陸資,23,24084,112,117434,-89,-93350,155,162033,51,53309,104,108724
20260721,美國費城半導體期貨,自營商,0,0,21,20069,-21,-20069,0,0,472,453875,-472,-453875
20260721,美國費城半導體期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260721,美國費城半導體期貨,外資及陸資,101,96964,51,49058,50,47906,327,314447,112,107699,215,206748
20260721,英國富時100期貨,自營商,22,11551,90,47128,-68,-35578,57,29854,8,4226,49,25628
20260721,英國富時100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260721,英國富時100期貨,外資及陸資,8,4228,62,32606,-54,-28378,24,12575,0,0,24,12575
