日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260806,臺指選擇權,CALL,自營商,30935,270106,34199,339932,-3264,-69826,24847,1041525,22666,828929,2181,212596
20260806,臺指選擇權,CALL,投信,0,0,241,15328,-241,-15328,5,390,2830,213322,-2825,-212932
20260806,臺指選擇權,CALL,外資及陸資,39248,432752,38337,405138,911,27614,9345,388416,6693,445419,2652,-57003
20260806,臺指選擇權,PUT,自營商,35844,330246,36103,321533,-259,8713,27613,612751,20654,458074,6959,154677
20260806,臺指選擇權,PUT,投信,100,247,0,0,100,247,105,396,0,0,105,396
20260806,臺指選擇權,PUT,外資及陸資,46516,480978,44165,479520,2351,1458,17399,321922,13627,329513,3772,-7591
20260806,電子選擇權,CALL,自營商,0,0,0,0,0,0,81,2077,32,870,49,1207
20260806,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260806,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260806,電子選擇權,PUT,自營商,0,0,0,0,0,0,73,1177,76,1743,-3,-566
20260806,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260806,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260806,金融選擇權,CALL,自營商,74,1096,33,333,41,763,75,1072,53,200,22,872
20260806,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260806,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260806,金融選擇權,PUT,自營商,12,124,9,47,3,77,37,51,124,1760,-87,-1709
20260806,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260806,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260806,股票選擇權,CALL,自營商,158,3731,100,2585,58,1146,1407,62502,654,28065,753,34437
20260806,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260806,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,20,1242,55,3060,-35,-1818
20260806,股票選擇權,PUT,自營商,125,1911,75,1181,50,730,1150,55624,291,2882,859,52742
20260806,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260806,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,26,25586,-26,-25586
20260806,ETF選擇權,CALL,自營商,1,18,0,0,1,18,176,9696,57,567,119,9129
20260806,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260806,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260806,ETF選擇權,PUT,自營商,3,46,0,0,3,46,131,1348,63,452,68,896
20260806,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260806,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
