日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260708,臺指選擇權,CALL,自營商,86568,577696,104383,496594,-17815,81102,19819,970160,17176,967929,2643,2231
20260708,臺指選擇權,CALL,投信,370,14895,970,65588,-600,-50693,6,201,1691,77770,-1685,-77569
20260708,臺指選擇權,CALL,外資及陸資,128564,677386,129627,701735,-1063,-24349,6905,300297,6306,559076,599,-258779
20260708,臺指選擇權,PUT,自營商,86042,670878,87506,674353,-1464,-3474,27170,608724,21870,646295,5300,-37571
20260708,臺指選擇權,PUT,投信,80,278,0,0,80,278,87,432,0,0,87,432
20260708,臺指選擇權,PUT,外資及陸資,125487,867341,127454,875864,-1967,-8523,18725,461115,11889,328681,6836,132434
20260708,電子選擇權,CALL,自營商,0,0,4,180,-4,-180,171,2064,152,1896,19,168
20260708,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260708,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260708,電子選擇權,PUT,自營商,5,204,0,0,5,204,142,3972,89,2637,53,1335
20260708,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260708,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260708,金融選擇權,CALL,自營商,148,478,138,472,10,5,378,15256,746,15586,-368,-330
20260708,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260708,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260708,金融選擇權,PUT,自營商,12,142,11,140,1,2,200,813,307,1736,-107,-923
20260708,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260708,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260708,股票選擇權,CALL,自營商,230,5453,235,4542,-5,911,1585,82154,2214,56643,-629,25511
20260708,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260708,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,16,2766,59,15728,-43,-12962
20260708,股票選擇權,PUT,自營商,133,4150,96,3482,37,668,1825,77571,808,9711,1017,67860
20260708,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260708,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,2,456,70,38484,-68,-38028
20260708,ETF選擇權,CALL,自營商,3,224,0,0,3,224,185,4023,185,2172,0,1851
20260708,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260708,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260708,ETF選擇權,PUT,自營商,18,173,1,10,17,164,279,2974,138,819,141,2155
20260708,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260708,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
