日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
20260810,臺股期貨,自營商,4024,36176276,4875,43869917,-851,-7693641,6056,54602055,4377,39437526,1679,15164529
20260810,臺股期貨,投信,3247,29236242,2573,23122137,674,6114106,87299,785626192,3548,31924904,83751,753701288
20260810,臺股期貨,外資及陸資,50220,450979549,51526,462687501,-1306,-11707952,9346,84162688,98547,887026456,-89201,-802863768
20260810,電子期貨,自營商,33,376911,43,491945,-10,-115034,17,195391,207,2378421,-190,-2183030
20260810,電子期貨,投信,0,0,0,0,0,0,193,2217531,0,0,193,2217531
20260810,電子期貨,外資及陸資,239,2736015,213,2437723,26,298292,89,1022592,291,3343532,-202,-2320940
20260810,金融期貨,自營商,25,79376,15,47523,10,31852,35,111601,100,318869,-65,-207268
20260810,金融期貨,投信,0,0,0,0,0,0,38,121167,0,0,38,121167
20260810,金融期貨,外資及陸資,110,349079,132,418972,-22,-69893,63,200882,217,691926,-154,-491044
20260810,小型臺指期貨,自營商,7338,16485552,7634,17147201,-296,-661649,3584,8089154,9905,22340482,-6321,-14251328
20260810,小型臺指期貨,投信,2,4498,25,56508,-23,-52010,125,281237,119,267844,6,13393
20260810,小型臺指期貨,外資及陸資,125527,281684844,126253,283273566,-726,-1588722,2071,4661365,5527,12436537,-3456,-7775172
20260810,微型臺指期貨,自營商,21059,9475082,19288,8658654,1771,816429,5724,2586977,39358,17746245,-33634,-15159268
20260810,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260810,微型臺指期貨,外資及陸資,192289,86292619,191665,86005675,624,286945,10565,4753194,495,222870,10070,4530324
20260810,小型電子期貨,自營商,44,63169,57,81191,-13,-18022,230,330452,146,209689,84,120763
20260810,小型電子期貨,投信,0,0,0,0,0,0,77,110589,0,0,77,110589
20260810,小型電子期貨,外資及陸資,368,525935,357,510688,11,15248,32,45959,6,8621,26,37338
20260810,小型金融期貨,自營商,65,51563,56,44333,9,7230,159,126747,16,12754,143,113993
20260810,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260810,小型金融期貨,外資及陸資,115,91146,143,113360,-28,-22214,0,0,28,22320,-28,-22320
20260810,股票期貨,自營商,41524,17295697,50652,21773817,-9128,-4478120,113178,42762386,326997,191574595,-213819,-148812209
20260810,股票期貨,投信,1,24160,2,21550,-1,2610,997,2212133,197,37342,800,2174791
20260810,股票期貨,外資及陸資,280115,142622914,284866,150164223,-4751,-7541309,212947,150119184,645517,358779993,-432570,-208660809
20260810,ETF期貨,自營商,6326,2212072,4201,2009483,2125,202589,17643,7616719,43209,25318441,-25566,-17701722
20260810,ETF期貨,投信,490,510543,0,0,490,510543,11306,10869660,50,21150,11256,10848510
20260810,ETF期貨,外資及陸資,6574,4200505,6318,4122559,256,77946,13891,10503981,7853,6500999,6038,4002982
20260810,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
20260810,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260810,櫃買指數期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
