日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260803,臺指選擇權,CALL,自營商,37060,508197,36734,544112,326,-35915,28613,1125738,22883,801299,5730,324439
20260803,臺指選擇權,CALL,投信,363,1363,420,12686,-57,-11323,9,413,2680,298187,-2671,-297774
20260803,臺指選擇權,CALL,外資及陸資,25970,449534,25576,443569,394,5965,9051,404273,7374,468698,1677,-64425
20260803,臺指選擇權,PUT,自營商,34968,506856,37283,541188,-2315,-34331,24102,817952,20725,652115,3377,165837
20260803,臺指選擇權,PUT,投信,100,740,0,0,100,740,105,818,0,0,105,818
20260803,臺指選擇權,PUT,外資及陸資,37992,562222,35740,557792,2252,4430,19163,520336,13488,491787,5675,28549
20260803,電子選擇權,CALL,自營商,0,0,0,0,0,0,81,1952,32,819,49,1133
20260803,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260803,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260803,電子選擇權,PUT,自營商,0,0,1,21,-1,-21,66,1516,76,2611,-10,-1095
20260803,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260803,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260803,金融選擇權,CALL,自營商,40,209,42,321,-2,-112,87,1459,95,1197,-8,262
20260803,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260803,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260803,金融選擇權,PUT,自營商,9,162,10,57,-1,105,37,54,129,1887,-92,-1833
20260803,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260803,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260803,股票選擇權,CALL,自營商,132,3711,143,5360,-11,-1649,1264,54238,646,22360,618,31878
20260803,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260803,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,20,991,55,3683,-35,-2692
20260803,股票選擇權,PUT,自營商,193,8376,115,8040,78,336,1031,69511,263,7363,768,62148
20260803,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260803,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,2,402,16,25992,-14,-25590
20260803,ETF選擇權,CALL,自營商,0,0,1,27,-1,-27,173,9077,53,636,120,8441
20260803,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260803,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260803,ETF選擇權,PUT,自營商,1,8,0,0,1,8,132,2413,98,1876,34,537
20260803,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260803,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
