日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260813,臺指選擇權,CALL,自營商,33506,436781,36493,435124,-2987,1658,26111,1397474,22791,1080339,3320,317135
20260813,臺指選擇權,CALL,投信,380,20018,675,48659,-295,-28641,0,0,2675,315672,-2675,-315672
20260813,臺指選擇權,CALL,外資及陸資,33637,371740,32887,362994,750,8746,11262,530925,7383,632831,3879,-101906
20260813,臺指選擇權,PUT,自營商,38320,311986,39198,334326,-878,-22341,26668,315970,18637,247861,8031,68109
20260813,臺指選擇權,PUT,投信,0,0,0,0,0,0,165,165,0,0,165,165
20260813,臺指選擇權,PUT,外資及陸資,34112,309245,33572,330174,540,-20929,17111,143228,16034,153984,1077,-10756
20260813,電子選擇權,CALL,自營商,3,26,0,0,3,26,83,3306,31,1309,52,1997
20260813,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260813,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260813,電子選擇權,PUT,自營商,2,29,1,13,1,17,81,379,78,427,3,-48
20260813,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260813,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260813,金融選擇權,CALL,自營商,5,91,2,8,3,83,58,817,151,90,-93,727
20260813,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260813,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260813,金融選擇權,PUT,自營商,1,9,16,137,-15,-127,35,55,122,1309,-87,-1254
20260813,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260813,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260813,股票選擇權,CALL,自營商,334,4180,197,4334,137,-154,1976,81576,982,36833,994,44743
20260813,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260813,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,30,1750,151,9557,-121,-7807
20260813,股票選擇權,PUT,自營商,198,1279,153,1306,45,-27,1384,32625,540,3467,844,29158
20260813,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260813,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,16,14816,-16,-14816
20260813,ETF選擇權,CALL,自營商,7,44,8,41,-1,3,294,14267,184,2303,110,11964
20260813,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260813,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260813,ETF選擇權,PUT,自營商,0,0,0,0,0,0,191,1310,126,986,65,324
20260813,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260813,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
