日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260805,臺指選擇權,CALL,自營商,95720,954680,102802,749256,-7082,205424,21991,1115515,16546,834007,5445,281508
20260805,臺指選擇權,CALL,投信,0,0,1403,117285,-1403,-117285,6,484,2590,224562,-2584,-224078
20260805,臺指選擇權,CALL,外資及陸資,108289,745742,113713,752516,-5424,-6774,7603,397604,5862,473438,1741,-75834
20260805,臺指選擇權,PUT,自營商,113143,648204,131078,650341,-17935,-2137,23326,559576,16108,422167,7218,137409
20260805,臺指選擇權,PUT,投信,60,144,0,0,60,144,5,119,0,0,5,119
20260805,臺指選擇權,PUT,外資及陸資,127047,719650,128799,775366,-1752,-55716,14108,291864,12687,298592,1421,-6728
20260805,電子選擇權,CALL,自營商,0,0,0,0,0,0,81,2351,32,969,49,1382
20260805,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260805,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260805,電子選擇權,PUT,自營商,7,98,0,0,7,98,73,1095,76,1617,-3,-522
20260805,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260805,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260805,金融選擇權,CALL,自營商,1,2,7,71,-6,-70,79,1650,98,1584,-19,66
20260805,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260805,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260805,金融選擇權,PUT,自營商,1,5,3,8,-2,-3,35,33,125,1464,-90,-1431
20260805,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260805,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260805,股票選擇權,CALL,自營商,304,14575,425,17322,-121,-2747,1332,69350,637,27693,695,41657
20260805,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260805,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,20,1205,55,3671,-35,-2466
20260805,股票選擇權,PUT,自營商,193,6881,104,3475,89,3406,1065,56701,256,2752,809,53949
20260805,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260805,股票選擇權,PUT,外資及陸資,0,0,12,1744,-12,-1744,0,0,26,23588,-26,-23588
20260805,ETF選擇權,CALL,自營商,55,2928,57,2825,-2,103,175,10057,57,448,118,9609
20260805,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260805,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260805,ETF選擇權,PUT,自營商,2,25,2,9,0,16,129,1126,64,400,65,726
20260805,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260805,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
