日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260901,臺指選擇權,CALL,自營商,46954,492015,44857,483999,2097,8016,29443,1636410,21389,1166077,8054,470333
20260901,臺指選擇權,CALL,投信,0,0,1,110,-1,-110,4,486,4317,416969,-4313,-416483
20260901,臺指選擇權,CALL,外資及陸資,55983,549462,55238,550437,745,-975,6946,460031,10384,859564,-3438,-399533
20260901,臺指選擇權,PUT,自營商,50905,331537,55575,369988,-4670,-38451,22799,201488,26698,154228,-3899,47260
20260901,臺指選擇權,PUT,投信,40,239,0,0,40,239,206,357,0,0,206,357
20260901,臺指選擇權,PUT,外資及陸資,64633,485947,63339,481288,1294,4660,8438,86097,6809,52573,1629,33524
20260901,電子選擇權,CALL,自營商,0,0,0,0,0,0,5,205,3,318,2,-113
20260901,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260901,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260901,電子選擇權,PUT,自營商,4,74,0,0,4,74,14,101,4,35,10,66
20260901,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260901,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260901,金融選擇權,CALL,自營商,114,891,190,497,-76,395,81,2265,286,4654,-205,-2389
20260901,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260901,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260901,金融選擇權,PUT,自營商,2,10,1,6,1,4,41,5,18,9,23,-4
20260901,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260901,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260901,股票選擇權,CALL,自營商,333,3049,266,2983,67,66,2140,60842,945,25725,1195,35117
20260901,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260901,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,92,4911,-92,-4911
20260901,股票選擇權,PUT,自營商,125,1442,37,284,88,1159,1281,13096,264,2230,1017,10866
20260901,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260901,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,40,581,-40,-581
20260901,ETF選擇權,CALL,自營商,6,328,1,41,5,287,312,3700,297,3400,15,300
20260901,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260901,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260901,ETF選擇權,PUT,自營商,1,7,17,205,-16,-199,292,428,184,354,108,74
20260901,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260901,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
