日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260720,臺指選擇權,CALL,自營商,50165,474066,46467,558620,3698,-84554,25908,606838,22116,678445,3792,-71607
20260720,臺指選擇權,CALL,投信,5,415,1,75,4,340,11,545,1826,63071,-1815,-62526
20260720,臺指選擇權,CALL,外資及陸資,42725,526286,42220,519822,505,6464,4548,191334,5154,270472,-606,-79138
20260720,臺指選擇權,PUT,自營商,44381,733282,41954,697381,2427,35900,23572,1091101,13729,729575,9843,361526
20260720,臺指選擇權,PUT,投信,5,396,0,0,5,396,129,4487,0,0,129,4487
20260720,臺指選擇權,PUT,外資及陸資,37671,625469,37704,625748,-33,-279,11988,699656,8680,532389,3308,167267
20260720,電子選擇權,CALL,自營商,4,106,0,0,4,106,73,1282,27,459,46,823
20260720,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260720,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260720,電子選擇權,PUT,自營商,10,518,10,518,0,0,50,2015,64,3456,-14,-1441
20260720,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260720,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260720,金融選擇權,CALL,自營商,2,7,3,12,-1,-5,42,683,43,155,-1,528
20260720,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260720,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260720,金融選擇權,PUT,自營商,2,26,0,0,2,26,32,165,44,1519,-12,-1354
20260720,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260720,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260720,股票選擇權,CALL,自營商,158,3293,135,1280,23,2013,867,18443,498,6603,369,11840
20260720,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260720,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,16,749,49,280,-33,469
20260720,股票選擇權,PUT,自營商,174,1720,89,1106,85,615,810,82415,172,1849,638,80566
20260720,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260720,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,2,498,16,41640,-14,-41142
20260720,ETF選擇權,CALL,自營商,2,195,6,288,-4,-93,119,4133,50,794,69,3339
20260720,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260720,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260720,ETF選擇權,PUT,自營商,5,116,10,390,-5,-273,111,4332,0,0,111,4332
20260720,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260720,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
