日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260603,臺指選擇權,CALL,自營商,89220,715078,96182,594550,-6962,120528,16820,2858308,17127,3914337,-307,-1056029
20260603,臺指選擇權,CALL,投信,0,0,11,837,-11,-837,1,310,418,110490,-417,-110180
20260603,臺指選擇權,CALL,外資及陸資,123196,783569,124505,786418,-1309,-2848,9531,2910816,6864,2274248,2667,636568
20260603,臺指選擇權,PUT,自營商,105504,445985,129636,486699,-24132,-40714,31965,163187,28332,231921,3633,-68734
20260603,臺指選擇權,PUT,投信,0,0,0,0,0,0,93,167,0,0,93,167
20260603,臺指選擇權,PUT,外資及陸資,138125,713673,138134,724995,-9,-11322,23271,208429,16242,117878,7029,90551
20260603,電子選擇權,CALL,自營商,40,1019,44,1124,-4,-105,879,83501,796,75750,83,7751
20260603,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260603,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260603,電子選擇權,PUT,自營商,77,1280,46,1019,31,262,743,7840,466,4540,277,3300
20260603,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260603,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260603,金融選擇權,CALL,自營商,467,4046,556,3309,-89,737,419,9473,707,15078,-288,-5605
20260603,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260603,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260603,金融選擇權,PUT,自營商,420,3482,419,3423,1,59,482,2111,406,2033,76,78
20260603,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260603,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260603,股票選擇權,CALL,自營商,453,7027,497,5987,-44,1040,2004,250464,2005,163629,-1,86835
20260603,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260603,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,14,2329,26,50084,-12,-47755
20260603,股票選擇權,PUT,自營商,176,8096,163,1864,13,6232,2064,26100,1012,2240,1052,23860
20260603,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260603,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,39,6003,-39,-6003
20260603,ETF選擇權,CALL,自營商,3,144,2,43,1,101,399,20111,419,21356,-20,-1245
20260603,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260603,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260603,ETF選擇權,PUT,自營商,11,227,3,7,8,220,415,2453,345,1480,70,973
20260603,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260603,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
