日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
20260826,臺股期貨,自營商,3156,28692745,5822,53065426,-2666,-24372681,3499,32222511,3920,36104011,-421,-3881500
20260826,臺股期貨,投信,1861,17113296,127,1166867,1734,15946429,81249,747539549,3206,29497124,78043,718042425
20260826,臺股期貨,外資及陸資,49322,448414031,47663,433410600,1659,15003431,8657,79654767,92311,849346721,-83654,-769691954
20260826,電子期貨,自營商,18,207508,23,264827,-5,-57319,6,70406,129,1511674,-123,-1441268
20260826,電子期貨,投信,1,11700,0,0,1,11700,148,1734323,0,0,148,1734323
20260826,電子期貨,外資及陸資,92,1064402,73,843805,19,220597,33,386707,194,2273370,-161,-1886663
20260826,金融期貨,自營商,4,12941,44,142010,-40,-129069,27,87264,59,190688,-32,-103424
20260826,金融期貨,投信,0,0,0,0,0,0,34,109888,0,0,34,109888
20260826,金融期貨,外資及陸資,178,576374,164,530985,14,45390,81,261792,173,559136,-92,-297344
20260826,小型臺指期貨,自營商,7693,17478438,8275,18817606,-582,-1339168,2379,5484047,8916,20547340,-6537,-15063293
20260826,小型臺指期貨,投信,0,0,0,0,0,0,109,250716,154,354223,-45,-103507
20260826,小型臺指期貨,外資及陸資,97500,221252165,93198,211448527,4302,9803637,6390,14699096,752,1729956,5638,12969140
20260826,微型臺指期貨,自營商,25182,11468023,14093,6390781,11089,5077241,3647,1683781,24073,11097787,-20426,-9414006
20260826,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260826,微型臺指期貨,外資及陸資,150257,68196664,136493,61917942,13764,6278723,19704,9064626,0,0,19704,9064626
20260826,小型電子期貨,自營商,152,218540,145,208580,7,9960,129,189039,122,178730,7,10309
