日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260904,臺指選擇權,CALL,自營商,73846,548298,80632,393540,-6786,154758,22167,1252139,15515,895665,6652,356474
20260904,臺指選擇權,CALL,投信,0,0,2230,146255,-2230,-146255,4,384,4121,286305,-4117,-285921
20260904,臺指選擇權,CALL,外資及陸資,110802,582326,110689,565593,113,16733,5223,300289,8621,624229,-3398,-323940
20260904,臺指選擇權,PUT,自營商,75520,392463,85842,361127,-10322,31336,17515,230065,18039,149237,-524,80828
20260904,臺指選擇權,PUT,投信,60,26,0,0,60,26,106,110,0,0,106,110
20260904,臺指選擇權,PUT,外資及陸資,115343,565667,121786,583608,-6443,-17941,5165,84355,5725,55739,-560,28616
20260904,電子選擇權,CALL,自營商,4,82,8,68,-4,15,13,247,53,796,-40,-549
20260904,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260904,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260904,電子選擇權,PUT,自營商,0,0,4,33,-4,-33,14,115,8,72,6,43
20260904,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260904,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260904,金融選擇權,CALL,自營商,73,700,180,746,-107,-46,106,4975,519,10264,-413,-5289
20260904,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260904,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260904,金融選擇權,PUT,自營商,3,44,24,137,-21,-93,87,245,87,285,0,-40
20260904,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260904,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260904,股票選擇權,CALL,自營商,267,2150,155,1354,112,796,2340,63244,1202,29887,1138,33357
20260904,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260904,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,3,65,92,3988,-89,-3923
20260904,股票選擇權,PUT,自營商,60,1848,13,94,47,1754,1346,14773,264,2095,1082,12678
20260904,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260904,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,4,155,40,540,-36,-385
20260904,ETF選擇權,CALL,自營商,90,758,71,535,19,222,386,3062,355,2924,31,138
20260904,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260904,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260904,ETF選擇權,PUT,自營商,2,7,36,527,-34,-520,287,573,197,808,90,-235
20260904,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260904,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
