日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260819,臺指選擇權,CALL,自營商,83026,522620,90509,401792,-7483,120828,15143,764502,9827,405107,5316,359395
20260819,臺指選擇權,CALL,投信,0,0,1800,121950,-1800,-121950,0,0,2775,133636,-2775,-133636
20260819,臺指選擇權,CALL,外資及陸資,95840,460372,101818,520806,-5978,-60434,2174,165718,4369,313444,-2195,-147726
20260819,臺指選擇權,PUT,自營商,89468,679347,102801,620302,-13333,59045,11889,380027,12007,357908,-118,22119
20260819,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260819,臺指選擇權,PUT,外資及陸資,126741,831532,127040,815455,-299,16077,4092,259984,3825,177931,267,82053
20260819,電子選擇權,CALL,自營商,0,0,2,0,-2,0,1,16,3,207,-2,-191
20260819,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260819,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260819,電子選擇權,PUT,自營商,0,0,0,0,0,0,5,120,3,108,2,12
20260819,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260819,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260819,金融選擇權,CALL,自營商,0,0,1,0,-1,0,55,940,49,330,6,610
20260819,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260819,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260819,金融選擇權,PUT,自營商,0,0,0,0,0,0,3,2,55,1137,-52,-1135
20260819,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260819,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260819,股票選擇權,CALL,自營商,50,1094,0,0,50,1094,673,14727,390,9083,283,5644
20260819,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260819,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,92,3844,-92,-3844
20260819,股票選擇權,PUT,自營商,15,2680,0,0,15,2680,590,19263,204,3740,386,15523
20260819,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260819,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,40,6040,-40,-6040
20260819,ETF選擇權,CALL,自營商,0,0,2,117,-2,-117,191,1214,176,1413,15,-199
20260819,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260819,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260819,ETF選擇權,PUT,自營商,5,46,1,9,4,37,161,2903,105,2551,56,352
20260819,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260819,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
