日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260611,臺指選擇權,CALL,自營商,59460,655082,54105,663534,5355,-8452,37049,1830180,28809,2435718,8240,-605538
20260611,臺指選擇權,CALL,投信,40,657,800,46066,-760,-45409,1,138,1596,113369,-1595,-113231
20260611,臺指選擇權,CALL,外資及陸資,53226,583854,53573,593950,-347,-10096,12716,1794237,10128,1389087,2588,405150
20260611,臺指選擇權,PUT,自營商,68125,1067535,61424,962928,6701,104607,46772,709092,41282,768264,5490,-59172
20260611,臺指選擇權,PUT,投信,0,0,0,0,0,0,193,974,0,0,193,974
20260611,臺指選擇權,PUT,外資及陸資,51723,834058,52673,850836,-950,-16778,26598,748351,21185,523676,5413,224675
20260611,電子選擇權,CALL,自營商,64,1245,64,1267,0,-22,1179,42097,1108,39991,71,2106
20260611,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260611,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260611,電子選擇權,PUT,自營商,37,681,35,662,2,19,790,29974,582,18812,208,11162
20260611,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260611,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260611,金融選擇權,CALL,自營商,769,2704,618,1979,151,725,690,17780,906,20640,-216,-2860
20260611,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260611,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260611,金融選擇權,PUT,自營商,99,704,113,663,-14,41,507,3623,481,3757,26,-134
20260611,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260611,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260611,股票選擇權,CALL,自營商,292,5343,274,1960,18,3383,2332,127128,2789,75133,-457,51995
20260611,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260611,股票選擇權,CALL,外資及陸資,0,0,0,0,0,0,9,35,61,40775,-52,-40740
20260611,股票選擇權,PUT,自營商,213,4313,194,2668,19,1645,2302,83617,1235,7685,1067,75932
20260611,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260611,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,55,21044,-55,-21044
20260611,ETF選擇權,CALL,自營商,13,903,17,1165,-4,-263,400,7101,424,7860,-24,-759
20260611,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260611,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260611,ETF選擇權,PUT,自營商,12,158,20,671,-8,-513,421,6977,395,6850,26,127
20260611,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260611,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
