日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
20260917,臺股期貨,自營商,3695,34418175,4139,38625192,-444,-4207016,3092,28752493,3779,35131211,-687,-6378718
20260917,臺股期貨,投信,1030,9585256,50,464628,980,9120628,77058,716007524,3032,28172738,74026,687834786
20260917,臺股期貨,外資及陸資,46240,430615739,48514,451626975,-2274,-21011237,8161,75832972,86835,806906431,-78674,-731073459
20260917,電子期貨,自營商,41,481678,53,622819,-12,-141141,1,11724,156,1828913,-155,-1817189
20260917,電子期貨,投信,8,93785,0,0,8,93785,182,2133732,0,0,182,2133732
20260917,電子期貨,外資及陸資,99,1163075,120,1408073,-21,-244997,49,574466,173,2028217,-124,-1453751
20260917,金融期貨,自營商,29,106160,59,215477,-30,-109316,25,91665,80,293328,-55,-201663
20260917,金融期貨,投信,0,0,0,0,0,0,34,124664,0,0,34,124664
20260917,金融期貨,外資及陸資,145,530824,119,435236,26,95588,87,318994,75,274995,12,43999
20260917,小型臺指期貨,自營商,6491,15133393,7424,17295372,-933,-2161979,1495,3474796,8444,19641692,-6949,-16166896
20260917,小型臺指期貨,投信,3,6971,0,0,3,6971,91,211388,156,362380,-65,-150992
20260917,小型臺指期貨,外資及陸資,93549,217662041,96778,225134601,-3229,-7472561,2340,5436237,3283,7626747,-943,-2190510
20260917,微型臺指期貨,自營商,17045,7960588,13103,6103697,3942,1856891,2023,941830,10194,4761326,-8171,-3819496
20260917,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260917,微型臺指期貨,外資及陸資,145748,67822588,150193,69864722,-4445,-2042134,1946,904092,2611,1213269,-665,-309177
20260917,小型電子期貨,自營商,131,192215,195,287400,-64,-95185,48,70344,217,318008,-169,-247664
20260917,小型電子期貨,投信,0,0,0,0,0,0,75,109911,0,0,75,109911
20260917,小型電子期貨,外資及陸資,627,922880,491,721572,136,201307,15,21982,11,16120,4,5862
20260917,小型金融期貨,自營商,49,44764,39,35670,10,9093,98,89832,64,58666,34,31166
20260917,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
