日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
20260617,臺股期貨,自營商,12912,117570227,11054,100735770,1858,16834456,4121,38027191,4049,37364091,72,663100
20260617,臺股期貨,投信,1911,17421574,1722,15705497,189,1716077,62358,573830788,5275,48541605,57083,525289183
20260617,臺股期貨,外資及陸資,61433,559611592,62162,566362774,-729,-6751182,9996,91990366,77390,712242277,-67394,-620251911
20260617,電子期貨,自營商,185,2174099,163,1914685,22,259414,7,83572,130,1552044,-123,-1468472
20260617,電子期貨,投信,14,164865,46,539332,-32,-374467,162,1934086,0,0,162,1934086
20260617,電子期貨,外資及陸資,120,1414971,133,1570750,-13,-155779,35,417858,182,2172862,-147,-1755004
20260617,金融期貨,自營商,81,258063,70,221648,11,36415,8,25347,79,250304,-71,-224957
20260617,金融期貨,投信,0,0,0,0,0,0,11,34852,0,0,11,34852
20260617,金融期貨,外資及陸資,131,414102,152,480682,-21,-66580,109,345356,112,354861,-3,-9505
20260617,小型臺指期貨,自營商,20100,45752928,19469,44343604,631,1409324,1631,3796958,9712,22444257,-8081,-18647299
20260617,小型臺指期貨,投信,2,4601,0,0,2,4601,95,218552,81,186345,14,32207
20260617,小型臺指期貨,外資及陸資,113401,258191963,113693,258872586,-292,-680623,2848,6552871,5193,11951722,-2345,-5398851
20260617,微型臺指期貨,自營商,31562,14389000,32211,14680501,-649,-291502,3154,1466600,23713,10957414,-20559,-9490814
20260617,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,微型臺指期貨,外資及陸資,136459,62159622,137378,62573087,-919,-413465,2804,1290153,193,88801,2611,1201352
20260617,小型電子期貨,自營商,236,346971,257,378901,-21,-31930,2,2985,157,234299,-155,-231314
20260617,小型電子期貨,投信,0,0,0,0,0,0,69,102972,0,0,69,102972
20260617,小型電子期貨,外資及陸資,420,619298,407,599876,13,19422,31,46263,5,7462,26,38801
20260617,小型金融期貨,自營商,56,44368,39,30937,17,13431,24,19010,4,3168,20,15842
20260617,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,小型金融期貨,外資及陸資,100,78764,112,88297,-12,-9533,1,792,24,19010,-23,-18218
20260617,股票期貨,自營商,90636,42138376,104300,44476200,-13664,-2337824,39583,12043356,322892,229620001,-283309,-217576645
20260617,股票期貨,投信,147,745918,147,742340,0,3578,3868,2733553,255,49671,3613,2683882
20260617,股票期貨,外資及陸資,421754,236757681,446467,253675252,-24713,-16917571,113115,111781983,548989,382991127,-435874,-271209144
20260617,ETF期貨,自營商,6516,2983580,6415,2983689,101,-109,10110,3167755,30892,20578673,-20782,-17410918
20260617,ETF期貨,投信,0,0,0,0,0,0,4424,3778392,50,20725,4374,3757667
20260617,ETF期貨,外資及陸資,5720,4329835,6125,4679206,-405,-349371,15732,13674660,1942,1661869,13790,12012791
20260617,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
20260617,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,櫃買指數期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260617,非金電期貨,自營商,45,67825,11,16521,34,51304,61,91720,7,10525,54,81195
20260617,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,非金電期貨,外資及陸資,14,20934,13,19357,1,1577,13,19547,22,33079,-9,-13532
20260617,富櫃200期貨,自營商,0,0,1,1000,-1,-1000,0,0,14,14018,-14,-14018
20260617,富櫃200期貨,投信,1,1001,0,0,1,1001,22,22028,0,0,22,22028
20260617,富櫃200期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260617,臺灣永續期貨,自營商,0,0,0,0,0,0,28,71562,28,71562,0,0
20260617,臺灣永續期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,臺灣永續期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260617,臺灣生技期貨,自營商,0,0,0,0,0,0,0,0,2,372,-2,-372
20260617,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,臺灣生技期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260617,半導體30期貨,自營商,36,29162,34,27446,2,1717,9,7339,20,16309,-11,-8970
20260617,半導體30期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,半導體30期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260617,航運期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
20260617,航運期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,航運期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260617,東證期貨,自營商,41,32928,22,17629,19,15299,38,30418,42,33777,-4,-3359
20260617,東證期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,東證期貨,外資及陸資,9,7244,28,22527,-19,-15283,0,0,131,105279,-131,-105279
20260617,美國標普500期貨,自營商,0,0,0,0,0,0,5,7538,0,0,5,7538
20260617,美國標普500期貨,投信,0,0,0,0,0,0,1,1508,0,0,1,1508
20260617,美國標普500期貨,外資及陸資,33,50168,34,51915,-1,-1747,0,0,97,146937,-97,-146937
20260617,美國那斯達克100期貨,自營商,0,0,0,0,0,0,10,15093,79,119235,-69,-104142
20260617,美國那斯達克100期貨,投信,0,0,0,0,0,0,1,1509,0,0,1,1509
20260617,美國那斯達克100期貨,外資及陸資,433,660133,489,746124,-56,-85991,148,223376,850,1291024,-702,-1067648
20260617,美國道瓊期貨,自營商,0,0,0,0,0,0,0,0,15,15628,-15,-15628
20260617,美國道瓊期貨,投信,0,0,0,0,0,0,1,1042,0,0,1,1042
20260617,美國道瓊期貨,外資及陸資,105,109710,40,41727,65,67983,72,75493,22,22938,50,52555
20260617,美國費城半導體期貨,自營商,26,28216,28,30764,-2,-2548,0,0,377,410425,-377,-410425
20260617,美國費城半導體期貨,投信,0,0,8,8682,-8,-8682,0,0,0,0,0,0
20260617,美國費城半導體期貨,外資及陸資,76,85454,99,110663,-23,-25208,134,145799,155,168392,-21,-22593
20260617,英國富時100期貨,自營商,42,22064,50,26312,-8,-4247,22,11538,107,56225,-85,-44687
20260617,英國富時100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260617,英國富時100期貨,外資及陸資,89,46760,29,15261,60,31499,113,59419,0,0,113,59419
