日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
20260526,臺股期貨,自營商,5816,51111226,5563,48875469,253,2235757,7482,65691097,5489,48221111,1993,17469986
20260526,臺股期貨,投信,466,4086302,148,1296744,318,2789558,48784,427972275,5448,47794214,43336,380178061
20260526,臺股期貨,外資及陸資,42871,376915562,45745,402170266,-2874,-25254704,15813,138725005,70204,615914522,-54391,-477189517
20260526,電子期貨,自營商,42,483681,44,505112,-2,-21431,21,240950,133,1526004,-112,-1285054
20260526,電子期貨,投信,4,45918,7,80244,-3,-34326,135,1548963,0,0,135,1548963
20260526,電子期貨,外資及陸資,169,1943767,209,2403815,-40,-460048,62,711376,202,2317708,-140,-1606332
20260526,金融期貨,自營商,58,150254,71,183960,-13,-33706,46,119293,178,462018,-132,-342725
20260526,金融期貨,投信,0,0,0,0,0,0,12,31154,0,0,12,31154
20260526,金融期貨,外資及陸資,350,906305,307,794930,43,111374,107,277793,129,334910,-22,-57117
20260526,小型臺指期貨,自營商,8619,18961088,11125,24465850,-2506,-5504762,2360,5192321,13321,29262510,-10961,-24070189
20260526,小型臺指期貨,投信,0,0,0,0,0,0,101,221513,86,188615,15,32898
20260526,小型臺指期貨,外資及陸資,89406,196597029,92430,203248670,-3024,-6651641,2648,5807594,5455,11966892,-2807,-6159298
20260526,微型臺指期貨,自營商,10427,4590498,21681,9537149,-11254,-4946651,3581,1579756,29165,12813474,-25584,-11233718
20260526,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260526,微型臺指期貨,外資及陸資,92631,40740310,96842,42598819,-4211,-1858509,6820,2991525,1666,730774,5154,2260751
20260526,小型電子期貨,自營商,41,59017,57,82117,-16,-23100,37,53054,224,321266,-187,-268212
20260526,小型電子期貨,投信,0,0,0,0,0,0,67,96093,0,0,67,96093
20260526,小型電子期貨,外資及陸資,364,524589,382,550200,-18,-25611,14,20079,6,8605,8,11474
20260526,小型金融期貨,自營商,113,73189,40,25922,73,47267,11,7140,90,58408,-79,-51268
20260526,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260526,小型金融期貨,外資及陸資,112,72477,108,69927,4,2550,0,0,12,7789,-12,-7789
20260526,股票期貨,自營商,50058,18594629,53017,22488807,-2959,-3894179,53363,14227236,369445,271710388,-316082,-257483152
