日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
20260713,臺股期貨,自營商,10859,99670218,11802,108494241,-943,-8824023,7010,64181193,5740,52643090,1270,11538103
20260713,臺股期貨,投信,38464,354122113,38359,350384134,105,3737979,77830,712836885,6036,55104188,71794,657732697
20260713,臺股期貨,外資及陸資,115858,1062738070,116287,1069330042,-429,-6591972,10564,96449940,91630,838870243,-81066,-742420303
20260713,電子期貨,自營商,191,2247616,197,2326692,-6,-79076,23,269475,158,1853862,-135,-1584387
20260713,電子期貨,投信,63,745901,56,656825,7,89076,248,2907000,0,0,248,2907000
20260713,電子期貨,外資及陸資,483,5680009,471,5549287,12,130721,30,352086,298,3496223,-268,-3144137
20260713,金融期貨,自營商,64,201107,118,369940,-54,-168834,53,165931,127,397572,-74,-231641
20260713,金融期貨,投信,0,0,0,0,0,0,29,90792,0,0,29,90792
20260713,金融期貨,外資及陸資,402,1261771,378,1185900,24,75871,130,406966,262,820214,-132,-413248
20260713,小型臺指期貨,自營商,14469,33304931,14069,32400246,400,904685,2937,6732225,11336,26025678,-8399,-19293453
20260713,小型臺指期貨,投信,16,36775,8,18250,8,18524,135,307943,84,191373,51,116570
20260713,小型臺指期貨,外資及陸資,155707,358029286,153055,351885710,2652,6143576,8947,20397702,1917,4384370,7030,16013332
20260713,微型臺指期貨,自營商,37195,17160821,28915,13317248,8280,3843572,7447,3421290,50856,23299858,-43409,-19878568
20260713,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260713,微型臺指期貨,外資及陸資,190128,87467545,192278,88431663,-2150,-964118,11519,5248719,3524,1607404,7995,3641315
20260713,小型電子期貨,自營商,228,335380,226,332914,2,2465,244,356685,235,343794,9,12891
20260713,小型電子期貨,投信,22,32544,20,29249,2,3294,71,104133,0,0,71,104133
20260713,小型電子期貨,外資及陸資,465,684346,483,711662,-18,-27316,16,23389,65,95424,-49,-72035
20260713,小型金融期貨,自營商,56,44178,30,23522,26,20656,36,28176,64,50090,-28,-21914
20260713,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260713,小型金融期貨,外資及陸資,140,109817,139,109125,1,692,4,3131,13,10173,-9,-7042
20260713,股票期貨,自營商,129099,52687182,117834,50163508,11265,2523674,99574,35233978,394041,225207017,-294467,-189973039
20260713,股票期貨,投信,1,203,1,203,0,0,9953,4562652,245,52452,9708,4510200
20260713,股票期貨,外資及陸資,703339,450940302,694692,447615414,8647,3324889,193988,150215903,700819,421349015,-506831,-271133112
20260713,ETF期貨,自營商,15129,7168696,13935,7086170,1194,82526,14295,5336639,42256,24356409,-27961,-19019770
