日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260709,臺指選擇權,CALL,自營商,58956,580141,52430,510853,6526,69288,31286,1028955,22117,956699,9169,72256
20260709,臺指選擇權,CALL,投信,357,1160,384,15751,-27,-14591,6,180,1718,85767,-1712,-85587
20260709,臺指選擇權,CALL,外資及陸資,37045,498931,37451,528236,-406,-29305,8061,304843,7868,585291,193,-280448
20260709,臺指選擇權,PUT,自營商,53905,635464,51191,645603,2714,-10139,34190,626042,26176,657471,8014,-31429
20260709,臺指選擇權,PUT,投信,120,587,0,0,120,587,207,846,0,0,207,846
20260709,臺指選擇權,PUT,外資及陸資,42036,566022,39144,555682,2892,10340,23060,486057,13332,351619,9728,134438
20260709,電子選擇權,CALL,自營商,9,75,5,23,4,53,174,2013,151,1798,23,215
20260709,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260709,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260709,電子選擇權,PUT,自營商,1,10,1,13,0,-3,142,3745,89,2494,53,1251
20260709,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260709,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260709,金融選擇權,CALL,自營商,31,116,66,240,-35,-124,379,13278,782,13549,-403,-271
20260709,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260709,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260709,金融選擇權,PUT,自營商,9,57,3,26,6,31,207,976,308,1842,-101,-866
20260709,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260709,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260709,股票選擇權,CALL,自營商,217,3141,79,541,138,2600,1717,74050,2208,51295,-491,22755
20260709,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260709,股票選擇權,CALL,外資及陸資,0,0,40,323,-40,-323,16,2570,99,13873,-83,-11303
20260709,股票選擇權,PUT,自營商,130,1069,80,296,50,773,1909,78448,842,9607,1067,68841
20260709,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260709,股票選擇權,PUT,外資及陸資,0,0,0,0,0,0,2,402,70,40787,-68,-40385
20260709,ETF選擇權,CALL,自營商,2,115,1,5,1,110,186,3898,185,2063,1,1835
20260709,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260709,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260709,ETF選擇權,PUT,自營商,2,18,1,5,1,14,278,2872,136,667,142,2205
20260709,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260709,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
