日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
20260817,臺指選擇權,CALL,自營商,25448,300377,25124,207361,324,93017,28837,1237567,22478,942659,6359,294908
20260817,臺指選擇權,CALL,投信,0,0,900,76232,-900,-76232,0,0,2725,209603,-2725,-209603
20260817,臺指選擇權,CALL,外資及陸資,20084,211318,20359,230194,-275,-18876,10053,396622,8504,615209,1549,-218587
20260817,臺指選擇權,PUT,自營商,29342,231011,33285,277634,-3943,-46623,24524,292484,21783,291968,2741,516
20260817,臺指選擇權,PUT,投信,0,0,0,0,0,0,85,29,0,0,85,29
20260817,臺指選擇權,PUT,外資及陸資,30879,312537,28431,290826,2448,21711,19283,170468,15562,141498,3721,28970
20260817,電子選擇權,CALL,自營商,0,0,0,0,0,0,83,2758,31,1137,52,1621
20260817,電子選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260817,電子選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260817,電子選擇權,PUT,自營商,7,3,4,22,3,-19,87,433,87,486,0,-53
20260817,電子選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260817,電子選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260817,金融選擇權,CALL,自營商,89,1367,114,461,-25,906,90,1633,267,483,-177,1150
20260817,金融選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260817,金融選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260817,金融選擇權,PUT,自營商,39,1053,101,1576,-62,-523,34,39,186,1942,-152,-1903
20260817,金融選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260817,金融選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260817,股票選擇權,CALL,自營商,291,1858,258,3498,33,-1640,2094,53372,1044,27056,1050,26316
20260817,股票選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260817,股票選擇權,CALL,外資及陸資,37,2284,0,0,37,2284,57,2551,141,6001,-84,-3450
20260817,股票選擇權,PUT,自營商,191,1880,123,449,68,1430,1459,39562,531,3397,928,36165
20260817,股票選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260817,股票選擇權,PUT,外資及陸資,0,0,10,702,-10,-702,0,0,26,19366,-26,-19366
20260817,ETF選擇權,CALL,自營商,22,243,4,94,18,149,358,13299,230,1612,128,11687
20260817,ETF選擇權,CALL,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260817,ETF選擇權,CALL,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260817,ETF選擇權,PUT,自營商,42,602,42,616,0,-15,233,1493,176,1392,57,101
20260817,ETF選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260817,ETF選擇權,PUT,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
