日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
20260907,臺股期貨,自營商,4688,44404749,6034,57072739,-1346,-12667991,2735,26018645,4780,45411710,-2045,-19393065
20260907,臺股期貨,投信,354,3362234,1082,10265644,-728,-6903410,78538,745518093,3092,29350501,75446,716167592
20260907,臺股期貨,外資及陸資,44188,416997746,42844,404347540,1344,12650207,10793,102479560,90192,856270658,-79399,-753791098
20260907,電子期貨,自營商,6,71777,16,190850,-10,-119073,7,84378,176,2119005,-169,-2034627
20260907,電子期貨,投信,0,0,18,216721,-18,-216721,173,2082885,0,0,173,2082885
20260907,電子期貨,外資及陸資,78,933686,41,490099,37,443587,45,541791,187,2251443,-142,-1709652
20260907,金融期貨,自營商,27,95400,33,116193,-6,-20793,62,218624,86,303253,-24,-84629
20260907,金融期貨,投信,0,0,0,0,0,0,34,119891,0,0,34,119891
20260907,金融期貨,外資及陸資,146,514324,172,605854,-26,-91530,141,497194,145,511299,-4,-14105
20260907,小型臺指期貨,自營商,7270,17162202,6602,15587644,668,1574558,4341,10321382,6619,15744897,-2278,-5423515
20260907,小型臺指期貨,投信,3,7119,0,0,3,7119,105,249176,152,360711,-47,-111535
20260907,小型臺指期貨,外資及陸資,90432,213149540,88055,207580897,2377,5568643,4080,9684163,1398,3317995,2682,6366168
20260907,微型臺指期貨,自營商,25587,12084772,11061,5220532,14526,6864239,5281,2513917,31829,15131730,-26548,-12617813
20260907,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260907,微型臺指期貨,外資及陸資,135262,63721185,134428,63328551,834,392635,24950,11841946,8,3797,24942,11838149
20260907,小型電子期貨,自營商,83,123690,62,92983,21,30707,217,326723,330,496654,-113,-169931
20260907,小型電子期貨,投信,0,0,0,0,0,0,77,115883,0,0,77,115883
20260907,小型電子期貨,外資及陸資,538,804569,547,818535,-9,-13967,22,33109,17,25585,5,7524
20260907,小型金融期貨,自營商,48,42328,22,19358,26,22970,235,207164,35,30854,200,176310
20260907,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260907,小型金融期貨,外資及陸資,163,143370,197,173265,-34,-29895,1,882,30,26447,-29,-25565
20260907,股票期貨,自營商,49746,26151071,56867,32548507,-7121,-6397437,95911,37102071,298911,207544076,-203000,-170442005
20260907,股票期貨,投信,187,55113,5,912,182,54201,4011,8340983,200,33520,3811,8307463
20260907,股票期貨,外資及陸資,304057,193294255,305545,196711752,-1488,-3417497,192361,160239776,641259,400174694,-448898,-239934918
20260907,ETF期貨,自營商,3964,1332754,2360,1109704,1604,223049,16084,6128067,37787,26148880,-21703,-20020813
20260907,ETF期貨,投信,0,0,0,0,0,0,11326,11475300,45,18225,11281,11457075
20260907,ETF期貨,外資及陸資,5880,3510081,4276,3212818,1604,297263,14585,10951652,3326,2133724,11259,8817928
20260907,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
20260907,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260907,櫃買指數期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260907,非金電期貨,自營商,34,5692,10,1675,24,4017,285,47752,34,5698,251,42054
20260907,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260907,非金電期貨,外資及陸資,49,8206,71,11888,-22,-3681,78,13071,44,7374,34,5697
20260907,富櫃200期貨,自營商,1,956,0,0,1,956,4,3800,5,4750,-1,-950
20260907,富櫃200期貨,投信,0,0,0,0,0,0,29,27551,0,0,29,27551
20260907,富櫃200期貨,外資及陸資,0,0,0,0,0,0,0,0,2,1900,-2,-1900
20260907,臺灣永續期貨,自營商,33,87863,33,87863,0,0,25,66497,25,66497,0,0
20260907,臺灣永續期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260907,臺灣永續期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260907,臺灣生技期貨,自營商,0,0,1,215,-1,-215,0,0,6,1290,-6,-1290
20260907,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260907,臺灣生技期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260907,半導體30期貨,自營商,25,20340,23,18810,2,1530,42,34314,42,34319,0,-5
20260907,半導體30期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260907,半導體30期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260907,航運期貨,自營商,1,211,0,0,1,211,1,211,14,2959,-13,-2748
20260907,航運期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260907,航運期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0
20260907,東證期貨,自營商,173,142127,139,114275,34,27852,43,35353,0,0,43,35353
20260907,東證期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260907,東證期貨,外資及陸資,115,94551,145,119130,-30,-24579,0,0,172,141402,-172,-141402
20260907,美國標普500期貨,自營商,0,0,0,0,0,0,34,52494,35,54509,-1,-2015
20260907,美國標普500期貨,投信,0,0,0,0,0,0,1,1544,0,0,1,1544
20260907,美國標普500期貨,外資及陸資,0,0,3,4641,-3,-4641,43,66632,112,172922,-69,-106290
20260907,美國那斯達克100期貨,自營商,135,199569,117,173096,18,26473,7,10372,194,288896,-187,-278524
20260907,美國那斯達克100期貨,投信,0,0,0,0,0,0,2,2963,0,0,2,2963
20260907,美國那斯達克100期貨,外資及陸資,243,359611,291,430523,-48,-70912,33,49406,543,806134,-510,-756728
20260907,美國道瓊期貨,自營商,0,0,6,6400,-6,-6400,0,0,12,12814,-12,-12814
20260907,美國道瓊期貨,投信,0,0,0,0,0,0,1,1065,0,0,1,1065
20260907,美國道瓊期貨,外資及陸資,24,25719,47,50373,-23,-24654,53,56630,61,64966,-8,-8336
20260907,美國費城半導體期貨,自營商,12,11246,11,10311,1,935,0,0,508,480405,-508,-480405
20260907,美國費城半導體期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260907,美國費城半導體期貨,外資及陸資,71,66118,62,57755,9,8363,378,357437,143,135448,235,221989
20260907,英國富時100期貨,自營商,2,1084,2,1084,0,0,0,0,79,42871,-79,-42871
20260907,英國富時100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
20260907,英國富時100期貨,外資及陸資,1,544,2,1083,-1,-540,51,27647,0,0,51,27647
