model_id,pdf_view,pdf_section,pdf_section_zh,row_type,operation_asof_date,operation_source_date_status,display_order,stock_id,stock_name,stock_display,operation_status,operation_status_zh,quality_status_zh,matched_trigger_ids,selected_trigger_id,selected_confirmation_date,selected_trigger_priority,trigger_zh,entry_basis_zh,entry_price_status_zh,stop_basis_zh,exit_rule_zh,operation_score,tdcc_score,pattern_score,risk_penalty,final_rank_score,rank_reason_zh,entry_rule_id,entry_price_basis,entry_date,entry_price,stop_loss_rule_id,stop_loss_price,stop_loss_label_zh,exit_rule_id,planned_holding_days,operation_age_days,signal_date,confirmation_date,pending_age_zh,pending_group_zh,pending_confirmation_zh,same_stock_pending_count,tdcc_status_zh,sample_size,win_rate_zh,avg_return_zh,median_return_zh,confidence_zh,evidence_match_status,evidence_tdcc_list_type,evidence_rank_bucket,evidence_confluence_scope,evidence_confluence_id,evidence_key,evidence_out_of_sample_pass,research_score,pdf_note_zh,daily_signal_date,daily_volume_model_signal_count,adapter_source,adapter_source_status,approval_source,approved_for_daily,operation_module_approved_for_daily,approval_status,operation_module_id,approval_version,operation_directive_level,row_action_status,buy_rank_eligible,buy_filter_id,approval_note_zh,adapter_note_zh,generated_at
volume_range_breakout,highlight,confirmed_operation,已確認操作,empty_state,20260707,ready,0,,,目前無資料,confirmed_operation,已確認操作,目前無資料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260707,6,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,empty_state,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,目前沒有符合研究證據門檻的已確認操作列。,2026-07-07 14:58:15 Asia/Taipei
volume_range_breakout,highlight,active_operation,操作中,data,20260707,ready,2,1314,中石化,1314 中石化,active_operation,操作中,已進場追蹤,next_day_break_signal_high_confirmed|next_day_continuation_confirmed,next_day_break_signal_high_confirmed,20260706,2,隔日突破訊號高點,確認日收盤後列入，下一個交易日開盤價進場。,已進場追蹤；進場日 7/7 開盤價 10.4,跌破 7/3 最低價 8.92,先跌破停損基準出場，否則最多持有至第 10 個交易日收盤。,4.0,0.0,4.8,0.0,94.5,突破品質 +4.8 | 收近高點 +4,confirmation_next_open,next_open_after_confirmation,20260707,10.4,signal_low_stop,8.92,7/3最低點,signal_low_stop_or_fixed_10d_close,10,2,20260703,20260706,,,,1,weekly_increase rank 47,45,51.11%,9.68%,0.76%,medium,positive_row_evidence,weekly_increase,top_50,operation_attack_position,locked_limit_up__high_position,weekly_increase|top_50|next_day_break_signal_high_confirmed|operation_attack_position|locked_limit_up__high_position,True,94.5,連續過熱,20260707,6,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,active_operation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-07-07 14:58:15 Asia/Taipei
volume_range_breakout,highlight,active_operation,操作中,data,20260707,ready,2,6226,光鼎,6226 光鼎,active_operation,操作中,已進場追蹤,next_day_break_signal_high_confirmed|next_day_continuation_confirmed,next_day_break_signal_high_confirmed,20260629,2,隔日突破訊號高點,確認日收盤後列入，下一個交易日開盤價進場。,已進場追蹤；進場日 6/30 開盤價 22,跌破 6/26 最低價 16.45,先跌破停損基準出場，否則最多持有至第 10 個交易日收盤。,4.0,0.0,5.0,0.0,93.0,突破品質 +5.0 | 收近高點 +4,confirmation_next_open,next_open_after_confirmation,20260630,22,signal_low_stop,16.45,6/26最低點,signal_low_stop_or_fixed_10d_close,10,7,20260626,20260629,,,,1,weekly_increase rank 14,31,58.06%,14.69%,8.39%,medium,positive_row_evidence,weekly_increase,top_20,operation_price_position,high_position,weekly_increase|top_20|next_day_break_signal_high_confirmed|operation_price_position|high_position,True,93.0,連續過熱,20260707,6,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,active_operation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-07-07 14:58:15 Asia/Taipei
volume_range_breakout,highlight,active_operation,操作中,data,20260707,ready,3,3055,蔚華科,3055 蔚華科,active_operation,操作中,已進場追蹤,next_day_break_signal_high_confirmed|next_day_continuation_confirmed,next_day_break_signal_high_confirmed,20260706,2,隔日突破訊號高點,確認日收盤後列入，下一個交易日開盤價進場。,已進場追蹤；進場日 7/7 開盤價 169,跌破 7/3 最低價 140,先跌破停損基準出場，否則最多持有至第 10 個交易日收盤。,0.0,0.0,5.0,0.0,95.1,突破品質 +5.0,confirmation_next_open,next_open_after_confirmation,20260707,169,signal_low_stop,140,7/3最低點,signal_low_stop_or_fixed_10d_close,10,2,20260703,20260706,,,,1,weekly_increase rank 16,31,58.06%,14.69%,8.39%,medium,positive_row_evidence,weekly_increase,top_20,operation_price_position,high_position,weekly_increase|top_20|next_day_break_signal_high_confirmed|operation_price_position|high_position,True,95.1,連續過熱,20260707,6,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,active_operation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-07-07 14:58:15 Asia/Taipei
volume_range_breakout,highlight,active_operation,操作中,data,20260707,ready,4,2483,百容,2483 百容,active_operation,操作中,已進場追蹤,next_day_break_signal_high_confirmed|pullback_5ma_confirmed,next_day_break_signal_high_confirmed,20260629,2,隔日突破訊號高點,確認日收盤後列入，下一個交易日開盤價進場。,已進場追蹤；進場日 6/30 開盤價 54,跌破 6/26 最低價 48.8,先跌破停損基準出場，否則最多持有至第 10 個交易日收盤。,4.0,0.0,5.0,0.0,80.7,突破品質 +5.0 | 收近高點 +4,confirmation_next_open,next_open_after_confirmation,20260630,54,signal_low_stop,48.8,6/26最低點,signal_low_stop_or_fixed_10d_close,10,7,20260626,20260629,,,,1,weekly_increase rank 46,45,51.11%,9.68%,0.76%,medium,positive_row_evidence,weekly_increase,top_50,operation_attack_position,locked_limit_up__high_position,weekly_increase|top_50|next_day_break_signal_high_confirmed|operation_attack_position|locked_limit_up__high_position,True,80.7,連續過熱,20260707,6,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,active_operation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-07-07 14:58:15 Asia/Taipei
volume_range_breakout,highlight,active_operation,操作中,data,20260707,ready,4,4989,榮科,4989 榮科,active_operation,操作中,已進場追蹤,next_day_break_signal_high_confirmed|next_day_continuation_confirmed,next_day_break_signal_high_confirmed,20260706,2,隔日突破訊號高點,確認日收盤後列入，下一個交易日開盤價進場。,已進場追蹤；進場日 7/7 開盤價 114,跌破 7/3 最低價 97.9,先跌破停損基準出場，否則最多持有至第 10 個交易日收盤。,4.0,0.0,5.0,0.0,93.1,突破品質 +5.0 | 收近高點 +4,confirmation_next_open,next_open_after_confirmation,20260707,114,signal_low_stop,97.9,7/3最低點,signal_low_stop_or_fixed_10d_close,10,2,20260703,20260706,,,,1,weekly_increase rank 6,13,69.23%,21.29%,22.03%,low,positive_row_evidence,weekly_increase,top_10,operation_classification,locked_limit_up_breakout,weekly_increase|top_10|next_day_break_signal_high_confirmed|operation_classification|locked_limit_up_breakout,True,93.1,連續過熱,20260707,6,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,active_operation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-07-07 14:58:15 Asia/Taipei
volume_range_breakout,full,confirmed_operation,已確認操作,empty_state,20260707,ready,0,,,目前無資料,confirmed_operation,已確認操作,目前無資料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260707,6,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,empty_state,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,目前沒有符合研究證據門檻的已確認操作列。,2026-07-07 14:58:15 Asia/Taipei
volume_range_breakout,full,confirmed_unranked_operation,已確認但未通過買入排名門檻,data,20260707,ready,1,8928,鉅明,8928 鉅明,confirmed_unranked_operation,已確認但未通過買入排名門檻,未通過買入排名門檻,pullback_5ma_confirmed,pullback_5ma_confirmed,20260707,1,回測 5 日線後站回,已確認但未通過買入排名門檻，不列進場價。,未通過買入排名門檻，不列進場價。,未列買入排名，不列停損價。,未列買入排名，不列出場規則。,4.0,0.0,4.5,0.0,97.7,已確認，但該股所屬 TDCC/型態/確認方式的正式歷史證據未通過買入排名門檻。,,,,,,,,,,2,20260703,20260707,,,,1,no_tdcc,508,39.76%,2.19%,-1.75%,medium,row_level_evidence_not_buy_ranked,no_tdcc,all,operation_price_position,high_position,no_tdcc|all|pullback_5ma_confirmed|operation_price_position|high_position,False,97.7,依模型風險欄位管理,20260707,6,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,confirmed_not_buy_ranked,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-07-07 14:58:15 Asia/Taipei
volume_range_breakout,full,confirmed_unranked_operation,已確認但未通過買入排名門檻,data,20260707,ready,2,2427,三商電,2427 三商電,confirmed_unranked_operation,已確認但未通過買入排名門檻,未通過買入排名門檻,pullback_5ma_confirmed,pullback_5ma_confirmed,20260707,1,回測 5 日線後站回,已確認但未通過買入排名門檻，不列進場價。,未通過買入排名門檻，不列進場價。,未列買入排名，不列停損價。,未列買入排名，不列出場規則。,4.0,0.0,5.0,0.0,99.0,已確認，但該股所屬 TDCC/型態/確認方式的正式歷史證據未通過買入排名門檻。,,,,,,,,,,2,20260703,20260707,,,,1,no_tdcc,508,39.76%,2.19%,-1.75%,medium,row_level_evidence_not_buy_ranked,no_tdcc,all,operation_price_position,high_position,no_tdcc|all|pullback_5ma_confirmed|operation_price_position|high_position,False,99.0,連續過熱,20260707,6,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,confirmed_not_buy_ranked,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-07-07 14:58:15 Asia/Taipei
volume_range_breakout,full,confirmed_unranked_operation,已確認但未通過買入排名門檻,data,20260707,ready,2,3066,李洲,3066 李洲,confirmed_unranked_operation,已確認但未通過買入排名門檻,未通過買入排名門檻,next_day_break_signal_high_confirmed|next_day_continuation_confirmed,next_day_break_signal_high_confirmed,20260707,2,隔日突破訊號高點,已確認但未通過買入排名門檻，不列進場價。,未通過買入排名門檻，不列進場價。,未列買入排名，不列停損價。,未列買入排名，不列出場規則。,4.0,0.0,5.0,0.0,92.5,已確認，但該股所屬 TDCC/型態/確認方式的正式歷史證據未通過買入排名門檻。,,,,,,,,,,1,20260706,20260707,,,,1,no_tdcc,1568,37.88%,0.80%,-3.73%,medium,row_level_evidence_not_buy_ranked,no_tdcc,all,operation_price_position,high_position,no_tdcc|all|next_day_break_signal_high_confirmed|operation_price_position|high_position,False,92.5,連續過熱,20260707,6,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,confirmed_not_buy_ranked,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-07-07 14:58:15 Asia/Taipei
