date,signal_date,main_price_date,source_date,raw_source_date,category,category_cn,breakout_type,stock_id,stock_name,industry,細分族群,theme_group,theme_score,theme_note,revaluation_priority,score,rank,latest_revenue_yoy,cumulative_revenue_yoy,revenue_acceleration_note,revenue_warning,revenue_release_date,return_after_revenue_1d,return_after_revenue_3d,return_5d,return_10d,return_20d,return_60d,return_120d,off_60d_low_pct,off_120d_low_pct,already_priced_in,priced_in_reason,close,volume,volume_lots,volume_ratio,ma20,ma60,ema23,distance_to_ma20_pct,distance_to_ma60_pct,distance_to_ema23_pct,previous_high,previous_40d_high,previous_60d_high,distance_to_previous_high_pct,distance_to_previous_40d_high_pct,distance_to_previous_60d_high_pct,high_20,low_20,high_60,low_60,high_120,low_120,platform_high,platform_low,platform_width_pct,in_platform,w_bottom_flag,w_bottom_right_side_flag,platform_base_flag,platform_right_side_flag,pullback_entry_zone_flag,pullback_right_side_flag,ma20_reclaim_setup_flag,early_attack_volume_flag,early_entry_watch_flag,right_side_follow_through_flag,rebound_from_5d_low_pct,neckline_price,neckline_source,neckline_distance_pct,neckline_challenge_flag,neckline_breakout_flag,platform_breakout_flag,volume_confirmed_breakout,breakout_close_near_high_flag,false_breakout_risk,pattern_stage,short_platform_high,short_platform_low,short_platform_width_pct,higher_lows_flag,ma5_turning_up_flag,ma10_turning_up_flag,near_ma,available_days,price_data_warning,tdcc_date,holder_400_pct,holder_400_change,holder_1000_pct,holder_1000_change,tdcc_judgement,tdcc_weeks_used,tdcc_400_change_sum,tdcc_1000_change_sum,tdcc_400_up_weeks,tdcc_1000_up_weeks,tdcc_accumulation_signal,tdcc_accumulation_note,main_force_net_lots,institutional_net_lots,eight_banks_net_lots,chip_flow_adjusted_net_lots,positive_streak_days,latest_positive,chart_path,chart_url,price_data_path,chart_days,note,ticker,name,market,judge,rebound_judge,revenue_period,revenue_yoy_pct,cumulative_yoy_pct,open,high,low,gap_ma20_pct,gap_ma60_pct,gap_ema23_pct,return_5d_pct,return_10d_pct,return_20d_pct,return_60d_pct,return_120d_pct,previous_20d_high,previous_20d_low,previous_40d_low,previous_60d_low,consolidation_range_pct,breakout_pct,limit_up_breakout,abnormal_volume_up,warrant_flow_signal,warrant_flow_score,warrant_flow_warning,call_turnover,put_turnover,call_put_turnover_ratio,call_turnover_change_1d,call_turnover_change_5d,low_float_call_spike_count,top_issuer,warrant_note,is_construction_recognition,recognition_type,revenue_signal_type,revenue_applicability_note,catalyst_strength_score,catalyst_tags,fundamental_catalyst_score,fundamental_catalyst_tags,event_catalyst_tags,pre_breakout_catalyst_flag,similar_to_shihsinko_flag,eps_surprise_flag,earnings_acceleration_flag,margin_improvement_flag,profit_turnaround_flag,undervalued_after_eps_flag,revenue_good_eps_unconfirmed_flag,theme_catalyst_flag,theme_catalyst_tags,catalyst_date,catalyst_source,catalyst_summary,price_reaction_after_catalyst,price_reaction_level,already_reacted_to_catalyst,catalyst_quality,catalyst_confidence,price_return_1d_after_catalyst,price_return_3d_after_catalyst,price_return_5d_after_catalyst,price_return_20d_after_catalyst,volume_ratio_after_catalyst,long_upper_shadow_after_catalyst,gap_up_failed_after_catalyst,low_reaction_after_catalyst,catalyst_overheated,event_calendar_tags,event_proximity_score,nearest_event_date,nearest_event_type,nearest_event_name,days_to_nearest_event,event_calendar_source,repeat_signal_date,consecutive_appear_days_any_category,consecutive_appear_days_same_category,appear_count_5d,appear_count_10d,appear_count_20d,first_seen_date,last_seen_date,multi_category_flags,repeat_appear_label,repeat_appear_note,source_row_index,theme_name,presentation_priority,model_score,theme_candidate_count,theme_priority_high_count,theme_priority_confirm_count,theme_strict_breakout_count,theme_true_breakout_count,theme_volume_breakout_count,theme_near_high_count,theme_revenue_growth_count,theme_revenue_low_response_count,theme_tdcc_strong_count,theme_tdcc_mild_count,theme_tdcc_distribution_warning_count,theme_warrant_bullish_count,theme_warrant_bearish_count,theme_overheated_count,theme_avg_volume_ratio,theme_avg_relative_strength_vs_benchmark,theme_leader_stock_id,theme_leader_stock_name,theme_leader_confirmed,theme_breadth_score,theme_strength_score,theme_risk_score,theme_final_status,theme_market_flow_status,theme_structural_status,theme_mainstream_label,candidate_source_type,candidate_line,candidate_line_group,two_line_overlap_flag,theme_leadership_note
20260703,20260703,20260703,20260703,20260703,true_breakout,嚴格突破,true_breakout,4167,松瑞藥,,,,,,,154.0,,,,,,,,,,,,,,,,,,20.95,2790000.0,2790.0,2.72,19.95,19.52,19.9,,,,,20.9,20.9,,0.24,0.24,,,,,,,20.9,18.95,10.29,,False,False,True,False,False,True,True,False,True,True,8.83,20.9,previous_60d_high,0.24,True,False,True,True,True,False,platform_breakout,20.75,18.95,9.5,False,True,True,,301.0,,20260626.0,,,,,,3.0,-0.49,-0.5,0.0,0.0,distribution_warning,近幾週400張與1000張同步減少,,,,,,,,,data/daily_price,180,嚴格突破；量比2.72x；TDCC近幾週大戶籌碼轉弱,4167,松瑞藥,TPEx,強突破候選,,,,,20.15,21.0,20.15,5.04,7.33,5.26,10.55,5.01,1.95,5.81,21.1,20.9,18.95,18.6,18.55,12.37,0.24,0.0,0.0,,,,,,,,,,,,,,,,0,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,,,False,False,False,False,False,False,False,False,False,,20260617,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap05_O,calendar event: monthly_revenue_expected_window on 20260701; status=expected_window; proximity=recent,"1d=0.50%, 5d=-3.02%, 20d=n/a%",none,False,,,0.50,-3.78,-3.02,,2.31,False,False,True,False,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,3,20260701,monthly_revenue_expected_window,202606 monthly revenue expected window,-2,rule_based_from_Taiwan_monthly_revenue_deadline,20260703,1,1,3,3,3,20260528,20260703,true_breakout,first_seen,首次上榜或資料有限，需後續確認。,0,TPEx,,154.0,142,0,0,17,17,72,83,0,0,14,61,64,0,0,110,1.9,0.0,4167,松瑞藥,True,100,100,100,mainstream_overheated,mainstream_overheated,non_mainstream_theme,non_mainstream_overheated,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_overheated；帶量突破 / 嚴格突破
20260703,20260703,20260703,20260703,20260703,true_breakout,嚴格突破,true_breakout,9935,慶豐富,,,,,,,150.0,,,,,,,,,,,,,,,,,,20.5,1713072.0,1713.07,3.39,19.3,18.84,19.32,,,,,20.45,20.45,,0.24,0.24,,,,,,,20.45,18.55,10.24,,True,False,True,False,False,True,False,False,True,False,8.47,20.45,previous_60d_high,0.24,True,False,False,True,False,False,neckline_challenge,20.45,18.85,8.49,False,True,True,,301.0,,20260626.0,,,,,,3.0,-0.23,-0.04,0.0,1.0,distribution_warning,近幾週400張與1000張同步減少,,,,,,,,,data/daily_price,180,嚴格突破；量比3.39x；TDCC近幾週大戶籌碼轉弱,9935,慶豐富,TWSE,強突破候選,,,,,20.2,20.8,20.05,6.19,8.83,6.12,8.47,6.22,5.4,8.47,4.59,20.45,18.55,17.95,17.95,13.93,0.24,0.0,0.0,,,,,,,,,,,,,,,,0,dividend_calendar;calendar_ex_dividend,0,,,False,False,False,False,False,False,False,False,False,,20260617,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,calendar event: ex_dividend on 20260706; status=confirmed; proximity=within_3d,"1d=-0.52%, 5d=-1.29%, 20d=n/a%",none,False,,,-0.52,-1.03,-1.29,,0.72,False,False,True,False,dividend_calendar;calendar_ex_dividend,3,20260706,ex_dividend,除息,3,TWSE ex-right/ex-dividend calendar,20260703,2,2,2,2,2,20260702,20260703,true_breakout,continued_2_3d,連續 2 日上榜，訊號延續，但仍需量價與籌碼確認。,1,TWSE,,150.0,341,0,0,52,52,144,225,0,0,46,145,145,86,5,192,1.82,0.0,9935,慶豐富,True,100,100,100,mainstream_overheated,mainstream_overheated,non_mainstream_theme,non_mainstream_overheated,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_overheated；帶量突破 / 嚴格突破
20260703,20260703,20260703,20260703,20260703,true_breakout,嚴格突破,true_breakout,3306,鼎天,,,,,,,149.0,,,,,,,,,,,,,,,,,,51.5,1207000.0,1207.0,4.02,47.91,47.36,48.11,,,,,50.5,51.0,,1.98,0.98,,,,,,,50.1,44.65,12.21,,True,False,True,False,False,True,True,False,True,True,13.19,51.0,previous_60d_high,0.98,False,True,True,True,False,False,platform_breakout,49.95,45.5,9.78,False,True,True,,301.0,,20260626.0,,,,,,3.0,-0.16,0.0,0.0,0.0,distribution_warning,近幾週其中一項大戶級距減少,,,,,,,,,data/daily_price,180,嚴格突破；量比4.02x；TDCC近幾週大戶籌碼轉弱,3306,鼎天,TPEx,強突破候選,,,,,49.2,52.5,49.2,7.49,8.75,7.04,13.19,7.29,5.64,8.54,3.73,50.1,44.65,43.8,43.8,15.3,0.98,0.0,0.0,,,,,,,,,,,,,,,,0,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,,,False,False,False,False,False,False,False,False,False,,20260617,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap05_O,calendar event: monthly_revenue_expected_window on 20260701; status=expected_window; proximity=recent,"1d=0.00%, 5d=-1.25%, 20d=n/a%",priced_in,True,,,0.00,1.46,-1.25,,2.72,False,True,False,False,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,3,20260701,monthly_revenue_expected_window,202606 monthly revenue expected window,-2,rule_based_from_Taiwan_monthly_revenue_deadline,20260703,1,1,1,1,1,20260703,20260703,true_breakout,first_seen,首次上榜，屬新訊號，需確認量價、TDCC 與 benchmark 表現。,2,TPEx,,149.0,142,0,0,17,17,72,83,0,0,14,61,64,0,0,110,1.9,0.0,4167,松瑞藥,True,100,100,100,mainstream_overheated,mainstream_overheated,non_mainstream_theme,non_mainstream_overheated,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_overheated；帶量突破 / 嚴格突破
20260703,20260703,20260703,20260703,20260703,true_breakout,嚴格突破,true_breakout,2511,太子,,,,,,,148.0,,,,,,,,,,,,,,,,,,8.4,3978566.0,3978.57,2.33,8.13,7.94,8.09,,,,,8.3,8.3,,1.2,1.2,,,,,,,8.3,7.83,6.0,,False,False,True,True,False,True,True,False,True,False,4.22,8.3,previous_60d_high,1.2,False,True,True,True,True,False,breakout_confirmed,8.29,8.04,3.11,True,True,True,,301.0,,20260626.0,,,,,,3.0,-0.15,-0.31,0.0,0.0,distribution_warning,近幾週400張與1000張同步減少,,,,,,,,,data/daily_price,180,嚴格突破；量比2.33x；TDCC近幾週大戶籌碼轉弱,2511,太子,TWSE,強突破候選,,,,,8.17,8.44,8.17,3.33,5.81,3.78,4.22,2.19,4.74,1.94,3.58,8.3,7.83,7.54,7.54,10.08,1.2,0.0,0.0,,,,,,,,,,,,,,,,0,shareholder_meeting;monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,,shareholder_meeting,False,False,False,False,False,False,False,False,True,,20260617,https://openapi.twse.com.tw/v1/opendata/t187ap05_L; TWSE material information OpenAPI,"1.董事會、股東會決議或公司決定日期:115/06/17
2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息
3.普通股發放股利種類及金額:發放現金股利每股新台幣0.3元
4.除權（息）交易日:115/07/30
5.最後過戶日:115/08/02
6.停止過戶起始日期:115/08/03
7.停止過戶截止日期:115/08/07
8.除權（息）基準日:115/08/07
9.債券最後申請轉換日期:不適用
10.債券停止轉換起始日期:不適用
11.債券停止轉換截止日期:不適用
12.普通股現金股利發放日期:115/08/24
13.其他應敘明事項:無；calendar event: monthly_revenue_expected_window on 20260701; status=expected_window; proximity=recent","1d=0.37%, 5d=-0.73%, 20d=n/a%",none,False,,,0.37,-1.34,-0.73,,1.29,False,False,True,False,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,3,20260701,monthly_revenue_expected_window,202606 monthly revenue expected window,-2,rule_based_from_Taiwan_monthly_revenue_deadline,20260703,1,1,2,5,11,20260601,20260703,true_breakout,first_seen,首次上榜或資料有限，需後續確認。,3,TWSE,,148.0,341,0,0,52,52,144,225,0,0,46,145,145,86,5,192,1.82,0.0,9935,慶豐富,True,100,100,100,mainstream_overheated,mainstream_overheated,non_mainstream_theme,non_mainstream_overheated,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_overheated；帶量突破 / 嚴格突破
20260703,20260703,20260703,20260703,20260703,true_breakout,嚴格突破,true_breakout,1464,得力,,,,,,,146.0,,,,,,,,,,,,,,,,,,11.0,2301439.0,2301.44,2.96,10.38,10.25,10.4,,,,,10.85,10.85,,1.38,1.38,,,,,,,10.85,10.0,8.5,,False,False,True,False,False,True,False,False,True,False,8.91,10.85,previous_60d_high,1.38,False,True,True,True,False,True,platform_breakout,10.85,10.0,8.5,False,True,True,,301.0,,20260626.0,,,,,,3.0,0.73,0.31,2.0,2.0,strong_accumulation,近幾週400張與1000張同步累積,,,,,,,,,data/daily_price,180,嚴格突破；量比2.96x；TDCC近幾週400張與1000張同步累積,1464,得力,TWSE,強突破候選,,,,,10.95,11.3,10.9,5.95,7.32,5.79,8.91,6.8,2.8,5.26,0.46,10.85,10.0,9.99,9.89,8.61,1.38,0.0,0.0,,,,,,,,,,,,,,,,0,dividend_calendar;calendar_ex_dividend,0,,,False,False,False,False,False,False,False,False,False,,20260617,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,calendar event: ex_dividend on 20260720; status=confirmed; proximity=within_30d,"1d=0.00%, 5d=-0.97%, 20d=n/a%",none,False,,,0.00,-1.46,-0.97,,1.36,False,False,True,False,dividend_calendar;calendar_ex_dividend,0,20260720,ex_dividend,除息,17,TWSE ex-right/ex-dividend calendar,20260703,1,1,2,2,3,20260602,20260703,true_breakout,first_seen,首次上榜或資料有限，需後續確認。,4,TWSE,,146.0,341,0,0,52,52,144,225,0,0,46,145,145,86,5,192,1.82,0.0,9935,慶豐富,True,100,100,100,mainstream_overheated,mainstream_overheated,non_mainstream_theme,non_mainstream_overheated,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_overheated；帶量突破 / 嚴格突破
20260703,20260703,20260703,20260703,20260703,true_breakout,嚴格突破,true_breakout,1474,弘裕,,,,,,,141.0,,,,,,,,,,,,,,,,,,11.35,1201651.0,1201.65,6.86,10.25,10.1,10.25,,,,,10.95,10.95,,3.65,3.65,,,,,,,10.95,9.95,10.05,,True,True,True,True,False,False,False,True,False,True,13.5,10.95,previous_60d_high,3.65,False,True,True,True,True,False,breakout_confirmed,10.55,9.95,6.03,True,True,True,,301.0,,20260626.0,,,,,,3.0,0.43,0.26,2.0,2.0,strong_accumulation,近幾週400張與1000張同步累積,,,,,,,,,data/daily_price,180,嚴格突破；量比6.86x；TDCC近幾週400張與1000張同步累積,1474,弘裕,TWSE,強突破候選,,,,,10.5,11.35,10.45,10.7,12.38,10.77,12.38,10.73,9.13,9.13,7.58,10.95,9.95,9.51,9.51,15.14,3.65,1.0,0.0,,,,,,,,,,,,,,,,0,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,,,False,False,False,False,False,False,False,False,False,,20260617,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,calendar event: monthly_revenue_expected_window on 20260701; status=expected_window; proximity=recent,"1d=0.49%, 5d=-0.98%, 20d=n/a%",none,False,,,0.49,-0.49,-0.98,,1.69,False,False,True,False,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,3,20260701,monthly_revenue_expected_window,202606 monthly revenue expected window,-2,rule_based_from_Taiwan_monthly_revenue_deadline,20260703,1,1,1,1,1,20260703,20260703,true_breakout,first_seen,首次上榜，屬新訊號，需確認量價、TDCC 與 benchmark 表現。,5,TWSE,,141.0,341,0,0,52,52,144,225,0,0,46,145,145,86,5,192,1.82,0.0,9935,慶豐富,True,100,100,100,mainstream_overheated,mainstream_overheated,non_mainstream_theme,non_mainstream_overheated,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_overheated；帶量突破 / 嚴格突破
20260703,20260703,20260703,20260703,20260703,true_breakout,嚴格突破,true_breakout,2103,台橡,,,,,,,131.0,,,,,,,,,,,,,,,,,,23.5,20839602.0,20839.6,3.67,21.46,20.38,21.21,,,,,22.7,22.7,,3.52,3.52,,,,,,,22.7,20.1,12.94,,True,True,True,True,False,False,False,True,False,True,16.92,22.7,previous_60d_high,3.52,False,True,True,True,True,False,breakout_confirmed,22.1,20.1,9.95,True,True,True,,301.0,,20260626.0,,,,,,3.0,1.16,0.82,2.0,2.0,strong_accumulation,近幾週400張與1000張同步累積,,,,,,,,,data/daily_price,180,嚴格突破；量比3.67x；TDCC近幾週400張與1000張同步累積,2103,台橡,TWSE,強突破候選,,,,,21.35,23.5,21.35,9.51,15.28,10.82,16.05,9.81,5.62,17.79,59.32,22.7,20.1,18.65,18.25,21.72,3.52,1.0,0.0,no_signal,0.0,,692010.0,0.0,,793.95,125.87,0.0,國泰,權證金流未見明顯高於近期平均的變化,,,,,0,shareholder_meeting;monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,,shareholder_meeting,False,False,False,False,False,False,False,False,True,,20260617,https://openapi.twse.com.tw/v1/opendata/t187ap05_L; TWSE material information OpenAPI,"1.股東常會日期:115/06/24
2.重要決議事項一、盈餘分配或盈虧撥補:無
3.重要決議事項二、章程修訂:無
4.重要決議事項三、營業報告書及財務報表:通過2025年財務報告
5.重要決議事項四、董監事選舉:無
6.重要決議事項五、其他事項:通過2026年查核簽證會計師委任案
7.其他應敘明事項:無；calendar event: monthly_revenue_expected_window on 20260701; status=expected_window; proximity=recent","1d=0.94%, 5d=1.18%, 20d=n/a%",priced_in,True,,,0.94,-0.24,1.18,,1.17,False,True,False,False,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,3,20260701,monthly_revenue_expected_window,202606 monthly revenue expected window,-2,rule_based_from_Taiwan_monthly_revenue_deadline,20260703,2,1,2,6,13,20260523,20260703,true_breakout,continued_overheated,連續上榜但短線過熱，需避免追高並等待量價重新確認。,6,TWSE,,131.0,341,0,0,52,52,144,225,0,0,46,145,145,86,5,192,1.82,0.0,9935,慶豐富,True,100,100,100,mainstream_overheated,mainstream_overheated,non_mainstream_theme,non_mainstream_overheated,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_overheated；帶量突破 / 嚴格突破
20260703,20260703,20260703,20260703,20260703,true_breakout,嚴格突破,true_breakout,2206,三陽工業,,,,,,,131.0,,,,,,,,,,,,,,,,,,64.0,2736810.0,2736.81,1.87,61.85,59.78,61.52,,,,,63.5,63.5,,0.79,0.79,,,,,,,63.5,60.0,5.83,,False,False,True,False,False,False,True,False,True,False,5.96,63.5,previous_60d_high,0.79,False,True,True,True,True,False,breakout_confirmed,62.5,60.2,3.82,False,True,True,,301.0,,20260626.0,,,,,,3.0,0.53,0.17,2.0,1.0,mild_accumulation,近幾週400張與1000張合計增加,,,,,,,,,data/daily_price,180,嚴格突破；量比1.87x；TDCC近幾週大戶溫和增加,2206,三陽工業,TWSE,強突破候選,,,,,61.3,64.0,61.3,3.48,7.07,4.02,4.07,3.9,1.75,9.03,6.49,63.5,60.0,56.7,54.3,11.99,0.79,0.0,0.0,,,,,,,,,,,,,,,,34,event_confirmed;low_reaction_after_catalyst;new_order;monthly_revenue_calendar;calendar_monthly_revenue_expected_window,34,event_confirmed;low_reaction_after_catalyst,new_order,True,True,False,False,False,False,False,False,True,,20260617,https://openapi.twse.com.tw/v1/opendata/t187ap05_L; TWSE material information OpenAPI,"1.主管機關核准減資日期:115/05/19
2.辦理資本變更登記完成日期:115/06/16
3.對財務報告之影響（含實收資本額與流通在外股數之差異與對每股淨值之影響）:
  (1)本公司原實收資本額為新台幣7,836,756,040元，
     註銷庫藏股後實收資本額為新台幣7,736,756,040元。
  (2)註銷前流通在外股數為783,675,604股，
     註銷股份後流通在外股數為773,675,604股，差異為10,000,000股。
  (3)註銷前每股淨值為新台幣34.81元，
     註銷後每股淨值為新台幣35.26元。
     (以115年第1季財報為計算基礎)
4.預計換股作業計畫:不適用。
5.預計減資新股上市後之上市普通股股數:不適用。
6.預計減資新股上市後之上市普通股股數占已發行普通股比率
 （減資後上市普通股股數/減資後已發行普通股股數）:不適用。
7.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者，請說明股權流通性偏低
  之因應措施:不適用。
8.其他應敘明事項:本公司於115年06月18日接獲經濟部之變更登記核准函。；calendar event: monthly_revenue_expected_window on 20260701; status=expected_window; proximity=recent","1d=-0.48%, 5d=-0.65%, 20d=n/a%",none,False,confirmed_event,high,-0.48,-2.10,-0.65,,0.92,False,False,True,False,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,3,20260701,monthly_revenue_expected_window,202606 monthly revenue expected window,-2,rule_based_from_Taiwan_monthly_revenue_deadline,20260703,1,1,1,2,9,20260523,20260703,true_breakout,first_seen,首次上榜或資料有限，需後續確認。,7,TWSE,,131.0,341,0,0,52,52,144,225,0,0,46,145,145,86,5,192,1.82,0.0,9935,慶豐富,True,100,100,100,mainstream_overheated,mainstream_overheated,non_mainstream_theme,non_mainstream_overheated,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_overheated；帶量突破 / 嚴格突破
20260703,20260703,20260703,20260703,20260703,true_breakout,嚴格突破,true_breakout,6143,振曜,,,,,,,129.0,,,,,,,,,,,,,,,,,,106.5,5063000.0,5063.0,6.25,91.91,94.14,93.95,,,,,104.5,104.5,,1.91,1.91,,,,,,,99.0,87.1,13.66,,True,False,True,False,False,False,False,True,False,True,17.68,104.5,previous_60d_high,1.91,False,True,True,True,True,False,breakout_confirmed,97.4,87.1,11.83,False,True,True,,301.0,,20260626.0,,,,,,3.0,-3.17,-1.77,1.0,0.0,distribution_warning,近幾週400張與1000張同步減少,,,,,,,,,data/daily_price,180,嚴格突破；量比6.25x；TDCC近幾週大戶籌碼轉弱,6143,振曜,TPEx,強突破候選,,,,,97.3,106.5,97.0,15.87,13.14,13.35,17.68,19.39,10.25,16.78,-8.58,99.0,87.1,87.1,86.1,19.98,1.91,1.0,0.0,,,,,,,,,,,,,,,,0,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,,,False,False,False,False,False,False,False,False,False,,20260617,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap05_O,calendar event: monthly_revenue_expected_window on 20260701; status=expected_window; proximity=recent,"1d=-0.22%, 5d=-1.23%, 20d=n/a%",none,False,,,-0.22,-0.34,-1.23,,1.30,False,False,True,False,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,3,20260701,monthly_revenue_expected_window,202606 monthly revenue expected window,-2,rule_based_from_Taiwan_monthly_revenue_deadline,20260703,1,1,2,2,2,20260528,20260703,true_breakout,first_seen,首次上榜或資料有限，需後續確認。,8,TPEx,,129.0,142,0,0,17,17,72,83,0,0,14,61,64,0,0,110,1.9,0.0,4167,松瑞藥,True,100,100,100,mainstream_overheated,mainstream_overheated,non_mainstream_theme,non_mainstream_overheated,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_overheated；帶量突破 / 嚴格突破
20260703,20260703,20260703,20260703,20260703,true_breakout,嚴格突破,true_breakout,6505,台塑化,,,,,,,127.0,,,,,,,,,,,,,,,,,,58.9,42156306.0,42156.31,3.56,53.94,53.11,54.32,,,,,58.1,58.1,,1.38,1.38,,,,,,,58.1,50.3,15.51,,True,True,True,True,False,False,False,False,False,True,10.51,58.1,previous_60d_high,1.38,False,True,True,True,False,True,platform_breakout,57.6,51.0,12.94,True,True,True,,301.0,,20260626.0,,,,,,3.0,0.05,0.07,2.0,2.0,strong_accumulation,近幾週400張與1000張同步累積,,,,,,,,,data/daily_price,180,嚴格突破；量比3.56x；TDCC近幾週400張與1000張同步累積,6505,台塑化,TWSE,強突破候選,,,,,57.9,60.7,57.1,9.2,10.9,8.44,10.09,10.09,2.43,4.8,25.59,58.1,50.3,49.1,49.1,18.33,1.38,0.0,0.0,call_strong_inflow,2.0,,14958290.0,0.0,,170.43,357.94,0.0,元大,認購權證成交金額明顯升溫,,,,,0,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,,,False,False,False,False,False,False,False,False,False,,20260617,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,calendar event: monthly_revenue_expected_window on 20260701; status=expected_window; proximity=recent,"1d=1.71%, 5d=6.27%, 20d=n/a%",priced_in,True,,,1.71,-0.95,6.27,,1.86,False,True,False,False,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,3,20260701,monthly_revenue_expected_window,202606 monthly revenue expected window,-2,rule_based_from_Taiwan_monthly_revenue_deadline,20260703,2,1,4,8,13,20260523,20260703,true_breakout,continued_2_3d,連續 2 日上榜，訊號延續，但仍需量價與籌碼確認。,9,TWSE,,127.0,341,0,0,52,52,144,225,0,0,46,145,145,86,5,192,1.82,0.0,9935,慶豐富,True,100,100,100,mainstream_overheated,mainstream_overheated,non_mainstream_theme,non_mainstream_overheated,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_overheated；帶量突破 / 嚴格突破
