stock_id,old_row_count,new_row_count,old_semantic_sha256,new_semantic_sha256,added_date_count,removed_date_count,shared_changed_date_count,shared_raw_ohlcv_changed_date_count,shared_volume_ratio_changed_date_count,first_added_date,last_added_date,change_class
1101,308,308,ab443568fc962bff6a35f83e014e35006b5d7085fc07ab9df6afed4c07537eb3,ab443568fc962bff6a35f83e014e35006b5d7085fc07ab9df6afed4c07537eb3,0,0,0,0,0,,,unchanged
1102,309,309,7ad06bf54f1bed3b181d94aca2ee856d9d2315fa50bb3acf7d0dc4bd337b7d30,7ad06bf54f1bed3b181d94aca2ee856d9d2315fa50bb3acf7d0dc4bd337b7d30,0,0,0,0,0,,,unchanged
1103,309,309,11fd6ae2eb50c159e1ad9ef24609d1305fbc539c7dd674df39cdefd931268f8b,11fd6ae2eb50c159e1ad9ef24609d1305fbc539c7dd674df39cdefd931268f8b,0,0,0,0,0,,,unchanged
1104,309,309,49862057c855c9fdd390b7aa2ea3c5113222a76a6a4315ac3b6b55307c7222b9,49862057c855c9fdd390b7aa2ea3c5113222a76a6a4315ac3b6b55307c7222b9,0,0,0,0,0,,,unchanged
1108,309,309,192a2b1392afcd2d48b88d13783db73c14bc3a4d0df3f72a5b1c322e5e25a2d0,192a2b1392afcd2d48b88d13783db73c14bc3a4d0df3f72a5b1c322e5e25a2d0,0,0,0,0,0,,,unchanged
1109,309,309,7bfe4e16aaf42c89be70e62a5dc370a67d96cef521d13c2d2cb3ed1109eb5d75,7bfe4e16aaf42c89be70e62a5dc370a67d96cef521d13c2d2cb3ed1109eb5d75,0,0,0,0,0,,,unchanged
1110,309,309,6411f38bb3ee6d660f179ec15e368ac4bed92cc33fbc8e6d8acbeaeec8adea27,6411f38bb3ee6d660f179ec15e368ac4bed92cc33fbc8e6d8acbeaeec8adea27,0,0,0,0,0,,,unchanged
1201,309,309,0d784f30b95469abf920ea6d144565f8f098850c9b87b796401cb533e222846c,0d784f30b95469abf920ea6d144565f8f098850c9b87b796401cb533e222846c,0,0,0,0,0,,,unchanged
1203,308,308,0147268428a59eb128a10f4e46c05fbff888fedb656f948f3f686790beaca23b,0147268428a59eb128a10f4e46c05fbff888fedb656f948f3f686790beaca23b,0,0,0,0,0,,,unchanged
1210,309,309,4c7d184f99f1b9ecf0bc74868715344d7dd1f8876e6a1552db7f7b41305a92a6,4c7d184f99f1b9ecf0bc74868715344d7dd1f8876e6a1552db7f7b41305a92a6,0,0,0,0,0,,,unchanged
1213,291,291,4b514ab6e04bc2ebd6440dc6140754ddefa40fea948f2644b8e820ae9e5d5908,4b514ab6e04bc2ebd6440dc6140754ddefa40fea948f2644b8e820ae9e5d5908,0,0,0,0,0,,,unchanged
1215,309,309,29bde9637463b4ca15fc3bb5d6d994b9b19a341fbab157c7e7dc6489df2c81bb,29bde9637463b4ca15fc3bb5d6d994b9b19a341fbab157c7e7dc6489df2c81bb,0,0,0,0,0,,,unchanged
1216,309,309,c7ec92cf6188db304b84c51ba0a3ad64834bc29ed3bf89542b3ae5ea29b00717,c7ec92cf6188db304b84c51ba0a3ad64834bc29ed3bf89542b3ae5ea29b00717,0,0,0,0,0,,,unchanged
1217,309,309,f015ceb11a6db5f07830201e298d0938a7919a18d56cd7b7906384c5ab184ae7,f015ceb11a6db5f07830201e298d0938a7919a18d56cd7b7906384c5ab184ae7,0,0,0,0,0,,,unchanged
1218,309,309,fbe2e862c7c52b29d65f1d117b1aefa58fa5383e42cf8b1b7f28ddeae6b37aef,fbe2e862c7c52b29d65f1d117b1aefa58fa5383e42cf8b1b7f28ddeae6b37aef,0,0,0,0,0,,,unchanged
1219,309,309,3c186382557abcc3a0dd6e9cd975eced612888df73353f901c7f942feae69c03,3c186382557abcc3a0dd6e9cd975eced612888df73353f901c7f942feae69c03,0,0,0,0,0,,,unchanged
1220,309,309,87260da5002f4b0e07bf30a07da5101b46cbf0d98d37b15dcd88e4e250cda27a,87260da5002f4b0e07bf30a07da5101b46cbf0d98d37b15dcd88e4e250cda27a,0,0,0,0,0,,,unchanged
1225,256,256,fc344b90b627a3dc518168ee1734c6f510241db6b6dab02f18f0d5322c9407cf,fc344b90b627a3dc518168ee1734c6f510241db6b6dab02f18f0d5322c9407cf,0,0,0,0,0,,,unchanged
1227,309,309,34cd2f98849021de2416492968618920ef8bc80d7e02f1fc4cc976fe094b8695,34cd2f98849021de2416492968618920ef8bc80d7e02f1fc4cc976fe094b8695,0,0,0,0,0,,,unchanged
1229,309,309,453a9cf4a32572574578c2fd524156dbe6eeba937fdf02d0bbb309fbcaaf7535,453a9cf4a32572574578c2fd524156dbe6eeba937fdf02d0bbb309fbcaaf7535,0,0,0,0,0,,,unchanged
1231,309,309,8d16d14b4cade5ae168745812a50c1ef05a35342e713b7c9dedf54fb2e5a6ac1,8d16d14b4cade5ae168745812a50c1ef05a35342e713b7c9dedf54fb2e5a6ac1,0,0,0,0,0,,,unchanged
1232,309,309,c733c6fb2efd2cce7a326af12ec0efba0d4723d6262c6ec0ccbd2f381c61b0c1,c733c6fb2efd2cce7a326af12ec0efba0d4723d6262c6ec0ccbd2f381c61b0c1,0,0,0,0,0,,,unchanged
1233,309,309,bff79321cc29af605cc4cf570973c2400325659f4c8440342df21e4bc2e80746,bff79321cc29af605cc4cf570973c2400325659f4c8440342df21e4bc2e80746,0,0,0,0,0,,,unchanged
1234,309,309,96ec0a98d4855c1d45d3712f0fc21e55da8e6a31c615100a220e33e189973d75,96ec0a98d4855c1d45d3712f0fc21e55da8e6a31c615100a220e33e189973d75,0,0,0,0,0,,,unchanged
1235,304,304,d0bab47248e0778dd16fb05d222b4542082191cdb713fd21a1d167817f915b02,d0bab47248e0778dd16fb05d222b4542082191cdb713fd21a1d167817f915b02,0,0,0,0,0,,,unchanged
1236,306,306,f50cac2b039599ac062d142e2f871a581d670e669c336fc0229079e95183ca0a,f50cac2b039599ac062d142e2f871a581d670e669c336fc0229079e95183ca0a,0,0,0,0,0,,,unchanged
1240,174,209,4da9e3a4a402aa7d57e02daa4ff07dc91b6cca777ff72484abdaabe970a2d545,bbbc4fce3a0e7c7ca8c5fb4854e7b397f34f252d6a219a7e651a248fd1cfdb6f,35,0,24,0,24,20250901,20251031,historical_rows_added|shared_volume_ratio_changed
1256,309,309,efa7d07bb5e455300a66304eeb0d808cfa38fe507d04c8ee18e2d503b863e891,efa7d07bb5e455300a66304eeb0d808cfa38fe507d04c8ee18e2d503b863e891,0,0,0,0,0,,,unchanged
1259,146,176,f91b10aa8b652a79d1ccb23e9ef8ee8ea41e8cc0d3915704e4f80e631a065799,f26c2c8ac6ac5838b246c239a49348302faa0ebc18109122894ffb57317ccbd7,30,0,23,0,23,20250905,20251031,historical_rows_added|shared_volume_ratio_changed
1264,173,206,700bb93fe2d10b021121d1545d7ab10e5edddcb211eefb022ff4f3c0a7d05033,9ac7f9fc4f33c951b01f9396aab2b44adbb0989cffe6e3f02e9145e55892df93,33,0,23,0,23,20250901,20251031,historical_rows_added|shared_volume_ratio_changed
1268,174,209,f74c590240e2b250d4113ced4db3fdf3c8250890769adb2fa726cf212cf5b1e3,4f2140d9a1e0348b7552f97d8aa8f92adc04fcaa9ae55d8ab1fba283b92bdb22,35,0,24,0,24,20250901,20251031,historical_rows_added|shared_volume_ratio_changed
1294,173,208,1d63bfa1f966028c252e21615f2b58d167b4e833718f2ae52691d64b728463d9,1b40c0f4d3d225563ba4377ef9f2160b7dc553795e267ecc6ccd84586390d99d,35,0,24,0,24,20250901,20251031,historical_rows_added|shared_volume_ratio_changed
1295,172,207,23051d3834fae7ce5e867544ca590e36f0114bb52f8f9a4d517bebba8423f57a,40f26b8b5561623f85d992445d55ba7b4ade9fa3c67b015883c2265085d1d3aa,35,0,24,0,24,20250901,20251031,historical_rows_added|shared_volume_ratio_changed
1301,309,309,bd563287965fec5ef4fa7ca3d7a2ee435c1e7229126c1f928c4083b51c367e82,bd563287965fec5ef4fa7ca3d7a2ee435c1e7229126c1f928c4083b51c367e82,0,0,0,0,0,,,unchanged
1303,309,309,4bc36ba0a39759e3e0a85bbcd26371935c24ab30ecc5b279020473365f79d7ab,4bc36ba0a39759e3e0a85bbcd26371935c24ab30ecc5b279020473365f79d7ab,0,0,0,0,0,,,unchanged
1304,309,309,8b8f391baaa9808335ba3d5ba1c1178e8403ccd45f6905f748eba8cbd1323691,8b8f391baaa9808335ba3d5ba1c1178e8403ccd45f6905f748eba8cbd1323691,0,0,0,0,0,,,unchanged
1305,309,309,89ef80deeafc8f7312e85d6e145bb2b17d5d0df3da26db03dccb0d74b8ccdabd,89ef80deeafc8f7312e85d6e145bb2b17d5d0df3da26db03dccb0d74b8ccdabd,0,0,0,0,0,,,unchanged
1307,309,309,fdfc87cae9672d953a9557cfeb2d0f963e62a8c4d75a6fceec5fdb60d7b42a4b,fdfc87cae9672d953a9557cfeb2d0f963e62a8c4d75a6fceec5fdb60d7b42a4b,0,0,0,0,0,,,unchanged
1308,309,309,224eb54d73df0357a16b3e5202d671695eece945357800c35bb34b2e94fe4c6f,224eb54d73df0357a16b3e5202d671695eece945357800c35bb34b2e94fe4c6f,0,0,0,0,0,,,unchanged
1309,309,309,77306d028f3fd0ec778e29d40d092c5c919a60ead9746fb8b1b978c256093772,77306d028f3fd0ec778e29d40d092c5c919a60ead9746fb8b1b978c256093772,0,0,0,0,0,,,unchanged
1310,309,309,ced4cf4e0faf77c2e6102eba0ccef4949b1fa33ecd7c88a7846d85d9b461bfac,ced4cf4e0faf77c2e6102eba0ccef4949b1fa33ecd7c88a7846d85d9b461bfac,0,0,0,0,0,,,unchanged
1312,309,309,3c5f87a59e3b4d18e0970b5b0ef0414ffd84b3e09fe2a6bbead96f618f508758,3c5f87a59e3b4d18e0970b5b0ef0414ffd84b3e09fe2a6bbead96f618f508758,0,0,0,0,0,,,unchanged
1313,309,309,8c94aaef8f62e6c214b8da4a4d322dd9aa4686431b0cdb837f4b5085e4f15135,8c94aaef8f62e6c214b8da4a4d322dd9aa4686431b0cdb837f4b5085e4f15135,0,0,0,0,0,,,unchanged
1314,308,308,aa6fb751d4ccf6ac9206e01520c221d2738a286116d8c3cf689606c24db91cda,aa6fb751d4ccf6ac9206e01520c221d2738a286116d8c3cf689606c24db91cda,0,0,0,0,0,,,unchanged
1315,301,301,5e39177ccabbc0aab433575faadca28e5aecfdf71d47a5ecb1c8c2582ba3c841,5e39177ccabbc0aab433575faadca28e5aecfdf71d47a5ecb1c8c2582ba3c841,0,0,0,0,0,,,unchanged
1316,308,308,39cc86b1062c9ca18ff22dbb365601705d2361da82c7b2630c17a51ea4efc829,39cc86b1062c9ca18ff22dbb365601705d2361da82c7b2630c17a51ea4efc829,0,0,0,0,0,,,unchanged
1319,309,309,7acb9ba2d52aeeda7cfc2bf787863febb018fda2fc7bd1902f6196dab673ae8b,7acb9ba2d52aeeda7cfc2bf787863febb018fda2fc7bd1902f6196dab673ae8b,0,0,0,0,0,,,unchanged
1321,309,309,3cb13f8e993ede98db3eebabdb614f50a74feb522b3630add94e46f6ee8eca95,3cb13f8e993ede98db3eebabdb614f50a74feb522b3630add94e46f6ee8eca95,0,0,0,0,0,,,unchanged
1323,309,309,a5ee97a0a19c43a6e02499a1e4edd6614fdb159dfa26bfcb5b6b9b073bc56d2a,a5ee97a0a19c43a6e02499a1e4edd6614fdb159dfa26bfcb5b6b9b073bc56d2a,0,0,0,0,0,,,unchanged
