date,status,twse_rows,tpex_rows,total_rows,reason,saved_files
20240101,failed,1236,0,1236,"GET https://www.tpex.org.tw/web/stock/aftertrading/daily_close_quotes/stk_quote_result.php?l=zh-tw&o=csv&d=113/01/01&s=0,asc,0 -> status=200, chars=1391211; TPEX_OLD_DAILY_CSV: rejected response date 20260626; target date is 20240101; Skip TPEx latest-only source=TPEX_OPENAPI_MAINBOARD_DAILY_CLOSE_QUOTES for historical target date 20240101; TPEx batch best rows=0; date=20240101 twse_rows=1236 tpex_rows=0 total_rows=1236 full_market_ok=False",
20240102,repaired,1123,814,1937,full_market_ok,data/daily_price/20240102.csv;data/daily_price/daily_price_20240102.csv
20240103,repaired,1124,809,1933,full_market_ok,data/daily_price/20240103.csv;data/daily_price/daily_price_20240103.csv
20240104,repaired,1119,807,1926,full_market_ok,data/daily_price/20240104.csv;data/daily_price/daily_price_20240104.csv
20240105,repaired,1120,815,1935,full_market_ok,data/daily_price/20240105.csv;data/daily_price/daily_price_20240105.csv
20240106,skipped_weekend,0,0,0,weekend,
20240107,skipped_weekend,0,0,0,weekend,
20240108,repaired,1120,815,1935,full_market_ok,data/daily_price/20240108.csv;data/daily_price/daily_price_20240108.csv
20240109,repaired,1117,819,1936,full_market_ok,data/daily_price/20240109.csv;data/daily_price/daily_price_20240109.csv
20240110,repaired,1122,812,1934,full_market_ok,data/daily_price/20240110.csv;data/daily_price/daily_price_20240110.csv
20240111,repaired,1124,815,1939,full_market_ok,data/daily_price/20240111.csv;data/daily_price/daily_price_20240111.csv
20240112,repaired,1114,818,1932,full_market_ok,data/daily_price/20240112.csv;data/daily_price/daily_price_20240112.csv
20240113,skipped_weekend,0,0,0,weekend,
20240114,skipped_weekend,0,0,0,weekend,
20240115,repaired,1120,821,1941,full_market_ok,data/daily_price/20240115.csv;data/daily_price/daily_price_20240115.csv
20240116,repaired,1121,810,1931,full_market_ok,data/daily_price/20240116.csv;data/daily_price/daily_price_20240116.csv
20240117,repaired,1123,821,1944,full_market_ok,data/daily_price/20240117.csv;data/daily_price/daily_price_20240117.csv
20240118,repaired,1119,816,1935,full_market_ok,data/daily_price/20240118.csv;data/daily_price/daily_price_20240118.csv
20240119,repaired,1123,818,1941,full_market_ok,data/daily_price/20240119.csv;data/daily_price/daily_price_20240119.csv
20240120,skipped_weekend,0,0,0,weekend,
20240121,skipped_weekend,0,0,0,weekend,
20240122,repaired,1118,818,1936,full_market_ok,data/daily_price/20240122.csv;data/daily_price/daily_price_20240122.csv
20240123,repaired,1122,813,1935,full_market_ok,data/daily_price/20240123.csv;data/daily_price/daily_price_20240123.csv
20240124,repaired,1123,814,1937,full_market_ok,data/daily_price/20240124.csv;data/daily_price/daily_price_20240124.csv
20240125,repaired,1124,816,1940,full_market_ok,data/daily_price/20240125.csv;data/daily_price/daily_price_20240125.csv
20240126,repaired,1119,816,1935,full_market_ok,data/daily_price/20240126.csv;data/daily_price/daily_price_20240126.csv
20240127,skipped_weekend,0,0,0,weekend,
20240128,skipped_weekend,0,0,0,weekend,
20240129,repaired,1123,816,1939,full_market_ok,data/daily_price/20240129.csv;data/daily_price/daily_price_20240129.csv
20240130,repaired,1126,812,1938,full_market_ok,data/daily_price/20240130.csv;data/daily_price/daily_price_20240130.csv
20240131,repaired,1124,812,1936,full_market_ok,data/daily_price/20240131.csv;data/daily_price/daily_price_20240131.csv
