generated_at,model_id,model_name_zh,research_artifact_id,score_draft_id,base_condition_id,base_condition_rule,score_bucket_type,score_bucket,score_threshold,score_rule_summary,anomaly_exclusion_basis,known_data_quality_exception_count_in_bucket,known_data_quality_exception_count_in_baseline,known_data_quality_exception_ids,exit_rule_id,formal_price_rule_status,profit_target_pct,exit_price_rule,entry_rule_id,lifecycle_replay_scope,source_mature_signal_stock_days,source_unique_stocks,suppressed_signal_count,suppressed_rate_pct,accepted_trade_count,accepted_unique_stocks,baseline_source_mature_signal_stock_days,baseline_accepted_trade_count,accepted_trade_share_of_baseline_pct,source_signal_day_count,source_avg_signals_per_signal_day,accepted_signal_day_count,accepted_avg_trades_per_signal_day,research_trading_day_count,accepted_avg_trades_per_research_day,first_signal_date,last_signal_date,score_use,metric_surface_use,pdf_metric_readiness,advisory_status,approved_for_daily,production_change,promotion_readiness,promotion_blocker,mature_count,win_count,neutral_count,failure_count,same_day_unresolved_count,hard_stop_count,ma5_exit_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,same_day_unresolved_rate_pct,hard_stop_rate_pct,ma5_exit_rate_pct,avg_d20_close_return_pct,median_d20_close_return_pct,avg_realized_return_pct,avg_win_realized_return_pct,avg_failure_realized_return_pct,avg_neutral_realized_return_pct,avg_realized_or_d20_days,avg_days_to_win,avg_days_to_failure,median_realized_return_pct,high_return_8_count,high_return_8_rate_pct,high_return_10_count,high_return_10_rate_pct,loss_5_count,loss_5_rate_pct,avg_high_return_feature_score,median_high_return_feature_score,avg_prev20_target_return_pct,median_prev20_target_return_pct,component_hit_count_prev20_target_space_ge8,component_hit_rate_pct_prev20_target_space_ge8,component_hit_count_prev20_target_space_5_to_8,component_hit_rate_pct_prev20_target_space_5_to_8,component_hit_count_prior_runup20_ge20,component_hit_rate_pct_prior_runup20_ge20,component_hit_count_prior_extension_ema23_20d_ge10,component_hit_rate_pct_prior_extension_ema23_20d_ge10,component_hit_count_return45_ge8_weak,component_hit_rate_pct_return45_ge8_weak,component_hit_count_volume_red_or_solid_red_risk,component_hit_rate_pct_volume_red_or_solid_red_risk,component_hit_summary
2026-07-05 19:23:18 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_high_return_feature_score_grid,research_high_return_feature_score_v1,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",baseline,all_scores,,+2 prev20 target space >=8%; +1 prev20 target space 5%-<8%; +1 prior 20d runup >=20%; +1 prior 20d high extension above 23EMA >=10%; +1 weak prior 45d return >=8%; -1/risk for volume red K >=1.2 or solid red candle.,including_data_quality_exceptions,1,1,2380_20260519_unadjusted_capital_reduction_resumption_gap,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,trade_level_same_stock_active_position_suppressed,4192,690,3169,75.6,1023,690,4192,1023,100.0,120,34.93,107,9.56,275,3.72,20251128,20260602,research_only_not_production_score,model_lane_research_metric_source_candidate_not_pdf_ready,blocked_until_formal_promotion_and_operation_adapter_contract,not_production_ready_research_only,False,none,blocked_explicit_score_decision_exact_parity_operation_adapter_and_metric_contract_required,"requires explicit score threshold decision, high/low-return feature review, model contract update if promoted, exact parity, validators, PR merge, post-merge main validation, and PDF metric consumer contract before display",1023,267,326,430,0,104,352,26.1,31.87,42.03,0.0,10.17,34.41,3.9,0.89,3.36,18.41,-5.66,2.94,12.23,8.48,14.32,0.88,277,27.08,252,24.63,188,18.38,1.27,0.0,5.54,3.89,256,25.02,175,17.11,326,31.87,329,32.16,333,32.55,373,36.46,prev20_target_space_ge8:256;prev20_target_space_5_to_8:175;prior_runup20_ge20:326;prior_extension_ema23_20d_ge10:329;return45_ge8_weak:333;volume_red_or_solid_red_risk:373
2026-07-05 19:23:18 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_high_return_feature_score_grid,research_high_return_feature_score_v1,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",exact_score,score_below_0,,+2 prev20 target space >=8%; +1 prev20 target space 5%-<8%; +1 prior 20d runup >=20%; +1 prior 20d high extension above 23EMA >=10%; +1 weak prior 45d return >=8%; -1/risk for volume red K >=1.2 or solid red candle.,including_data_quality_exceptions,0,1,2380_20260519_unadjusted_capital_reduction_resumption_gap,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,trade_level_same_stock_active_position_suppressed,840,283,570,67.86,270,200,4192,1023,26.39,114,7.37,77,3.51,275,0.98,20251128,20260602,research_only_not_production_score,model_lane_research_metric_source_candidate_not_pdf_ready,blocked_until_formal_promotion_and_operation_adapter_contract,not_production_ready_research_only,False,none,blocked_explicit_score_decision_exact_parity_operation_adapter_and_metric_contract_required,"requires explicit score threshold decision, high/low-return feature review, model contract update if promoted, exact parity, validators, PR merge, post-merge main validation, and PDF metric consumer contract before display",270,32,112,126,0,10,161,11.85,41.48,46.67,0.0,3.7,59.63,2.13,0.47,1.12,14.63,-3.47,2.44,10.77,6.94,11.68,0.3,33,12.22,28,10.37,28,10.37,-1.0,-1.0,1.21,1.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,270,100.0,prev20_target_space_ge8:0;prev20_target_space_5_to_8:0;prior_runup20_ge20:0;prior_extension_ema23_20d_ge10:0;return45_ge8_weak:0;volume_red_or_solid_red_risk:270
2026-07-05 19:23:18 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_high_return_feature_score_grid,research_high_return_feature_score_v1,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",exact_score,score_0,,+2 prev20 target space >=8%; +1 prev20 target space 5%-<8%; +1 prior 20d runup >=20%; +1 prior 20d high extension above 23EMA >=10%; +1 weak prior 45d return >=8%; -1/risk for volume red K >=1.2 or solid red candle.,including_data_quality_exceptions,0,1,2380_20260519_unadjusted_capital_reduction_resumption_gap,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,trade_level_same_stock_active_position_suppressed,1457,323,1205,82.7,252,198,4192,1023,24.63,120,12.14,73,3.45,275,0.92,20251128,20260602,research_only_not_production_score,model_lane_research_metric_source_candidate_not_pdf_ready,blocked_until_formal_promotion_and_operation_adapter_contract,not_production_ready_research_only,False,none,blocked_explicit_score_decision_exact_parity_operation_adapter_and_metric_contract_required,"requires explicit score threshold decision, high/low-return feature review, model contract update if promoted, exact parity, validators, PR merge, post-merge main validation, and PDF metric consumer contract before display",252,37,106,109,0,15,114,14.68,42.06,43.25,0.0,5.95,45.24,1.88,0.18,1.43,15.35,-4.26,2.42,12.6,7.62,15.09,0.42,38,15.08,35,13.89,36,14.29,0.0,0.0,2.18,2.07,0,0.0,16,6.35,4,1.59,1,0.4,26,10.32,47,18.65,prev20_target_space_ge8:0;prev20_target_space_5_to_8:16;prior_runup20_ge20:4;prior_extension_ema23_20d_ge10:1;return45_ge8_weak:26;volume_red_or_solid_red_risk:47
2026-07-05 19:23:18 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_high_return_feature_score_grid,research_high_return_feature_score_v1,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",exact_score,score_1,,+2 prev20 target space >=8%; +1 prev20 target space 5%-<8%; +1 prior 20d runup >=20%; +1 prior 20d high extension above 23EMA >=10%; +1 weak prior 45d return >=8%; -1/risk for volume red K >=1.2 or solid red candle.,including_data_quality_exceptions,0,1,2380_20260519_unadjusted_capital_reduction_resumption_gap,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,trade_level_same_stock_active_position_suppressed,677,231,546,80.65,131,116,4192,1023,12.81,106,6.39,43,3.05,275,0.48,20251128,20260602,research_only_not_production_score,model_lane_research_metric_source_candidate_not_pdf_ready,blocked_until_formal_promotion_and_operation_adapter_contract,not_production_ready_research_only,False,none,blocked_explicit_score_decision_exact_parity_operation_adapter_and_metric_contract_required,"requires explicit score threshold decision, high/low-return feature review, model contract update if promoted, exact parity, validators, PR merge, post-merge main validation, and PDF metric consumer contract before display",131,36,47,48,0,13,46,27.48,35.88,36.64,0.0,9.92,35.11,5.16,3.18,3.08,14.45,-6.13,3.78,13.0,10.19,15.58,2.5,37,28.24,31,23.66,24,18.32,1.0,1.0,4.52,5.0,4,3.05,62,47.33,19,14.5,5,3.82,60,45.8,23,17.56,prev20_target_space_ge8:4;prev20_target_space_5_to_8:62;prior_runup20_ge20:19;prior_extension_ema23_20d_ge10:5;return45_ge8_weak:60;volume_red_or_solid_red_risk:23
2026-07-05 19:23:18 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_high_return_feature_score_grid,research_high_return_feature_score_v1,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",exact_score,score_2,,+2 prev20 target space >=8%; +1 prev20 target space 5%-<8%; +1 prior 20d runup >=20%; +1 prior 20d high extension above 23EMA >=10%; +1 weak prior 45d return >=8%; -1/risk for volume red K >=1.2 or solid red candle.,including_data_quality_exceptions,0,1,2380_20260519_unadjusted_capital_reduction_resumption_gap,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,trade_level_same_stock_active_position_suppressed,275,137,218,79.27,57,56,4192,1023,5.57,78,3.53,28,2.04,275,0.21,20251201,20260602,research_only_not_production_score,model_lane_research_metric_source_candidate_not_pdf_ready,blocked_until_formal_promotion_and_operation_adapter_contract,not_production_ready_research_only,False,none,blocked_explicit_score_decision_exact_parity_operation_adapter_and_metric_contract_required,"requires explicit score threshold decision, high/low-return feature review, model contract update if promoted, exact parity, validators, PR merge, post-merge main validation, and PDF metric consumer contract before display",57,17,16,24,0,8,13,29.82,28.07,42.11,0.0,14.04,22.81,5.5,1.13,3.06,15.93,-6.45,3.65,13.32,8.59,14.54,1.47,17,29.82,16,28.07,13,22.81,2.0,2.0,6.45,5.93,15,26.32,27,47.37,16,28.07,18,31.58,28,49.12,5,8.77,prev20_target_space_ge8:15;prev20_target_space_5_to_8:27;prior_runup20_ge20:16;prior_extension_ema23_20d_ge10:18;return45_ge8_weak:28;volume_red_or_solid_red_risk:5
2026-07-05 19:23:18 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_high_return_feature_score_grid,research_high_return_feature_score_v1,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",exact_score,score_3,,+2 prev20 target space >=8%; +1 prev20 target space 5%-<8%; +1 prior 20d runup >=20%; +1 prior 20d high extension above 23EMA >=10%; +1 weak prior 45d return >=8%; -1/risk for volume red K >=1.2 or solid red candle.,including_data_quality_exceptions,0,1,2380_20260519_unadjusted_capital_reduction_resumption_gap,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,trade_level_same_stock_active_position_suppressed,249,129,189,75.9,60,60,4192,1023,5.87,71,3.51,24,2.5,275,0.22,20251128,20260602,research_only_not_production_score,model_lane_research_metric_source_candidate_not_pdf_ready,blocked_until_formal_promotion_and_operation_adapter_contract,not_production_ready_research_only,False,none,blocked_explicit_score_decision_exact_parity_operation_adapter_and_metric_contract_required,"requires explicit score threshold decision, high/low-return feature review, model contract update if promoted, exact parity, validators, PR merge, post-merge main validation, and PDF metric consumer contract before display",60,27,16,17,0,5,7,45.0,26.67,28.33,0.0,8.33,11.67,5.93,2.74,7.1,16.94,-5.84,4.24,14.53,10.81,17.94,7.41,30,50.0,27,45.0,8,13.33,3.0,3.0,8.73,7.55,26,43.33,28,46.67,39,65.0,53,88.33,23,38.33,15,25.0,prev20_target_space_ge8:26;prev20_target_space_5_to_8:28;prior_runup20_ge20:39;prior_extension_ema23_20d_ge10:53;return45_ge8_weak:23;volume_red_or_solid_red_risk:15
2026-07-05 19:23:18 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_high_return_feature_score_grid,research_high_return_feature_score_v1,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",exact_score,score_4,,+2 prev20 target space >=8%; +1 prev20 target space 5%-<8%; +1 prior 20d runup >=20%; +1 prior 20d high extension above 23EMA >=10%; +1 weak prior 45d return >=8%; -1/risk for volume red K >=1.2 or solid red candle.,including_data_quality_exceptions,1,1,2380_20260519_unadjusted_capital_reduction_resumption_gap,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,trade_level_same_stock_active_position_suppressed,353,170,235,66.57,118,110,4192,1023,11.53,69,5.12,33,3.58,275,0.43,20251201,20260602,research_only_not_production_score,model_lane_research_metric_source_candidate_not_pdf_ready,blocked_until_formal_promotion_and_operation_adapter_contract,not_production_ready_research_only,False,none,blocked_explicit_score_decision_exact_parity_operation_adapter_and_metric_contract_required,"requires explicit score threshold decision, high/low-return feature review, model contract update if promoted, exact parity, validators, PR merge, post-merge main validation, and PDF metric consumer contract before display",118,45,20,53,0,25,10,38.14,16.95,44.92,0.0,21.19,8.47,3.72,0.2,6.62,25.88,-8.51,3.35,13.02,9.11,15.17,1.2,47,39.83,42,35.59,38,32.2,4.0,4.0,10.92,9.9,76,64.41,42,35.59,113,95.76,117,99.15,61,51.69,13,11.02,prev20_target_space_ge8:76;prev20_target_space_5_to_8:42;prior_runup20_ge20:113;prior_extension_ema23_20d_ge10:117;return45_ge8_weak:61;volume_red_or_solid_red_risk:13
2026-07-05 19:23:18 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_high_return_feature_score_grid,research_high_return_feature_score_v1,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",exact_score,score_5,,+2 prev20 target space >=8%; +1 prev20 target space 5%-<8%; +1 prior 20d runup >=20%; +1 prior 20d high extension above 23EMA >=10%; +1 weak prior 45d return >=8%; -1/risk for volume red K >=1.2 or solid red candle.,including_data_quality_exceptions,0,1,2380_20260519_unadjusted_capital_reduction_resumption_gap,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,trade_level_same_stock_active_position_suppressed,341,161,206,60.41,135,128,4192,1023,13.2,43,7.93,24,5.62,275,0.49,20251211,20260602,research_only_not_production_score,model_lane_research_metric_source_candidate_not_pdf_ready,blocked_until_formal_promotion_and_operation_adapter_contract,not_production_ready_research_only,False,none,blocked_explicit_score_decision_exact_parity_operation_adapter_and_metric_contract_required,"requires explicit score threshold decision, high/low-return feature review, model contract update if promoted, exact parity, validators, PR merge, post-merge main validation, and PDF metric consumer contract before display",135,73,9,53,0,28,1,54.07,6.67,39.26,0.0,20.74,0.74,8.55,1.95,7.35,20.08,-10.08,6.71,11.54,7.47,15.72,11.78,75,55.56,73,54.07,41,30.37,5.0,5.0,14.97,13.84,135,100.0,0,0.0,135,100.0,135,100.0,135,100.0,0,0.0,prev20_target_space_ge8:135;prev20_target_space_5_to_8:0;prior_runup20_ge20:135;prior_extension_ema23_20d_ge10:135;return45_ge8_weak:135;volume_red_or_solid_red_risk:0
2026-07-05 19:23:18 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_high_return_feature_score_grid,research_high_return_feature_score_v1,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",score_threshold,score_ge_0,0,+2 prev20 target space >=8%; +1 prev20 target space 5%-<8%; +1 prior 20d runup >=20%; +1 prior 20d high extension above 23EMA >=10%; +1 weak prior 45d return >=8%; -1/risk for volume red K >=1.2 or solid red candle.,including_data_quality_exceptions,1,1,2380_20260519_unadjusted_capital_reduction_resumption_gap,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,trade_level_same_stock_active_position_suppressed,3352,634,2599,77.54,753,571,4192,1023,73.61,120,27.93,93,8.1,275,2.74,20251128,20260602,research_only_not_production_score,model_lane_research_metric_source_candidate_not_pdf_ready,blocked_until_formal_promotion_and_operation_adapter_contract,not_production_ready_research_only,False,none,blocked_explicit_score_decision_exact_parity_operation_adapter_and_metric_contract_required,"requires explicit score threshold decision, high/low-return feature review, model contract update if promoted, exact parity, validators, PR merge, post-merge main validation, and PDF metric consumer contract before display",753,235,214,304,0,94,191,31.21,28.42,40.37,0.0,12.48,25.37,4.53,1.03,4.16,18.92,-6.57,3.21,12.75,8.69,15.41,1.42,244,32.4,224,29.75,160,21.25,2.09,1.0,7.1,5.81,256,34.0,175,23.24,326,43.29,329,43.69,333,44.22,103,13.68,prev20_target_space_ge8:256;prev20_target_space_5_to_8:175;prior_runup20_ge20:326;prior_extension_ema23_20d_ge10:329;return45_ge8_weak:333;volume_red_or_solid_red_risk:103
2026-07-05 19:23:18 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_high_return_feature_score_grid,research_high_return_feature_score_v1,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",score_threshold,score_ge_1,1,+2 prev20 target space >=8%; +1 prev20 target space 5%-<8%; +1 prior 20d runup >=20%; +1 prior 20d high extension above 23EMA >=10%; +1 weak prior 45d return >=8%; -1/risk for volume red K >=1.2 or solid red candle.,including_data_quality_exceptions,1,1,2380_20260519_unadjusted_capital_reduction_resumption_gap,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,trade_level_same_stock_active_position_suppressed,1895,487,1394,73.56,501,414,4192,1023,48.97,116,16.34,67,7.48,275,1.82,20251128,20260602,research_only_not_production_score,model_lane_research_metric_source_candidate_not_pdf_ready,blocked_until_formal_promotion_and_operation_adapter_contract,not_production_ready_research_only,False,none,blocked_explicit_score_decision_exact_parity_operation_adapter_and_metric_contract_required,"requires explicit score threshold decision, high/low-return feature review, model contract update if promoted, exact parity, validators, PR merge, post-merge main validation, and PDF metric consumer contract before display",501,198,108,195,0,79,77,39.52,21.56,38.92,0.0,15.77,15.37,5.86,1.64,5.54,19.59,-7.87,3.99,12.83,8.89,15.58,3.66,206,41.12,189,37.72,124,24.75,3.14,4.0,9.57,8.18,256,51.1,159,31.74,322,64.27,328,65.47,307,61.28,56,11.18,prev20_target_space_ge8:256;prev20_target_space_5_to_8:159;prior_runup20_ge20:322;prior_extension_ema23_20d_ge10:328;return45_ge8_weak:307;volume_red_or_solid_red_risk:56
