stock_id,stock_name,theme_mainstream_label,primary_theme,secondary_themes,structural_theme_bucket,concept_tags,notes
1303,南亞,core_mainstream,玻纖布,PCB_CCL_ABF材料,glass_fiber_ccl_theme,玻纖布;PCB_CCL_ABF材料,user_authorized_seed_20260530
1503,士電,core_mainstream,重電電網,,power_grid_theme,重電電網,user_authorized_seed_20260530
1513,中興電,core_mainstream,重電電網,,power_grid_theme,重電電網,user_authorized_seed_20260530
1514,亞力,core_mainstream,重電電網,,power_grid_theme,重電電網,user_authorized_seed_20260530
1519,華城,core_mainstream,重電電網,,power_grid_theme,重電電網,user_authorized_seed_20260530
1528,恩德,core_mainstream,重電電網,,power_grid_theme,重電電網,user_authorized_seed_20260530
1536,和大,core_mainstream,車用電子,,automotive_electronics_theme,車用電子,user_authorized_seed_20260530
1560,中砂,core_mainstream,半導體設備_CoWoS,,semiconductor_equipment_material_theme,半導體設備_CoWoS,user_authorized_seed_20260530
1590,亞德客-KY,core_mainstream,機器人自動化,,robotics_precision_motion_theme,機器人自動化;氣動元件,user_authorized_seed_20260530
1597,直得,core_mainstream,機器人自動化,,robotics_precision_motion_theme,機器人自動化;線性滑軌,user_authorized_seed_20260530
1605,華新,core_mainstream,重電電網,,power_grid_theme,重電電網,user_authorized_seed_20260530
1609,大亞,core_mainstream,重電電網,,power_grid_theme,重電電網,user_authorized_seed_20260530
1612,宏泰,core_mainstream,重電電網,,power_grid_theme,重電電網,user_authorized_seed_20260530
1618,合機,core_mainstream,重電電網,,power_grid_theme,重電電網,user_authorized_seed_20260530
1802,台玻,core_mainstream,玻纖布,PCB_CCL_ABF材料,glass_fiber_ccl_theme,玻纖布;PCB_CCL_ABF材料,user_authorized_seed_20260530
1815,富喬,core_mainstream,玻纖布,PCB_CCL_ABF材料,glass_fiber_ccl_theme,玻纖布;PCB_CCL_ABF材料,user_authorized_seed_20260530
2049,上銀,core_mainstream,機器人自動化,,robotics_precision_motion_theme,機器人自動化;線性滑軌;精密傳動,user_authorized_seed_20260530
2231,為升,core_mainstream,車用電子,,automotive_electronics_theme,車用電子,user_authorized_seed_20260530
2233,宇隆,core_mainstream,機器人自動化,,robotics_precision_motion_theme,機器人自動化,user_authorized_seed_20260530
2308,台達電,core_mainstream,電源_BBU,車用電子,power_supply_theme,電源_BBU;車用電子,user_authorized_seed_20260530
2313,華通,core_mainstream,PCB_CCL_ABF材料,低軌衛星;軍工無人機,pcb_ccl_theme,PCB_CCL_ABF材料;低軌衛星;軍工無人機,user_authorized_seed_20260530
2314,台揚,core_mainstream,低軌衛星,,low_earth_orbit_satellite_theme,低軌衛星,user_authorized_seed_20260530
2317,鴻海,core_mainstream,AI伺服器,,ai_server_ipc_theme,AI伺服器,user_authorized_seed_20260530
2327,國巨,core_mainstream,被動元件,,passive_component_theme,被動元件,user_authorized_seed_20260530
2344,華邦電,core_mainstream,記憶體儲存,,memory_hbm_theme,記憶體儲存,user_authorized_seed_20260530
2345,智邦,core_mainstream,CPO光通訊,網通交換器,network_optical_datacenter_theme,CPO光通訊;網通交換器,user_authorized_seed_20260530
2354,鴻準,core_mainstream,散熱液冷,,thermal_solution_theme,散熱液冷,user_authorized_seed_20260530
2356,英業達,core_mainstream,AI伺服器,,ai_server_ipc_theme,AI伺服器,user_authorized_seed_20260530
2359,所羅門,core_mainstream,機器人自動化,,robotics_automation_theme,機器人自動化,user_authorized_seed_20260530
2367,燿華,core_mainstream,PCB_CCL_ABF材料,低軌衛星,pcb_ccl_theme,PCB_CCL_ABF材料;低軌衛星,user_authorized_seed_20260530
2368,金像電,core_mainstream,PCB_CCL_ABF材料,網通交換器;車用電子,pcb_ccl_theme,PCB_CCL_ABF材料;網通交換器;車用電子,user_authorized_seed_20260530
2375,凱美,core_mainstream,被動元件,,passive_component_theme,被動元件,user_authorized_seed_20260530
2382,廣達,core_mainstream,AI伺服器,,ai_server_ipc_theme,AI伺服器,user_authorized_seed_20260530
2383,台光電,core_mainstream,PCB_CCL_ABF材料,網通交換器,pcb_ccl_theme,PCB_CCL_ABF材料;網通交換器,user_authorized_seed_20260530
2404,漢唐,core_mainstream,半導體設備_CoWoS,,semiconductor_equipment_material_theme,半導體設備_CoWoS,user_authorized_seed_20260530
2408,南亞科,core_mainstream,記憶體儲存,,memory_hbm_theme,記憶體儲存,user_authorized_seed_20260530
2417,圓剛,core_mainstream,機器人自動化,軍工無人機,robotics_ipc_edge_ai_theme,機器人自動化;軍工無人機,user_authorized_seed_20260530
2421,建準,core_mainstream,散熱液冷,,thermal_solution_theme,散熱液冷,user_authorized_seed_20260530
2428,興勤,core_mainstream,被動元件,,passive_component_theme,被動元件,user_authorized_seed_20260530
2451,創見,core_mainstream,記憶體儲存,,memory_hbm_theme,記憶體儲存,user_authorized_seed_20260530
2455,全新,core_mainstream,低軌衛星,CPO光通訊,low_earth_orbit_satellite_theme,低軌衛星;CPO光通訊,user_authorized_seed_20260530
2456,奇力新,core_mainstream,被動元件,,passive_component_theme,被動元件,user_authorized_seed_20260530
2464,盟立,core_mainstream,機器人自動化,,robotics_automation_theme,機器人自動化,user_authorized_seed_20260530
2467,志聖,core_mainstream,半導體設備_CoWoS,,semiconductor_equipment_material_theme,半導體設備_CoWoS,user_authorized_seed_20260530
2472,立隆電,core_mainstream,被動元件,,passive_component_theme,被動元件,user_authorized_seed_20260530
2478,大毅,core_mainstream,被動元件,,passive_component_theme,被動元件,user_authorized_seed_20260530
2484,希華,core_mainstream,被動元件,,passive_component_theme,被動元件,user_authorized_seed_20260530
2492,華新科,core_mainstream,被動元件,,passive_component_theme,被動元件,user_authorized_seed_20260530
2634,漢翔,core_mainstream,軍工無人機,,defense_drone_theme,軍工無人機,user_authorized_seed_20260530
3006,晶豪科,core_mainstream,記憶體儲存,,memory_hbm_theme,記憶體儲存,user_authorized_seed_20260530
3008,大立光,core_mainstream,車用電子,,automotive_electronics_theme,車用電子,user_authorized_seed_20260530
3015,全漢,core_mainstream,電源_BBU,,power_supply_theme,電源_BBU,user_authorized_seed_20260530
3017,奇鋐,core_mainstream,散熱液冷,,thermal_solution_theme,散熱液冷,user_authorized_seed_20260530
3019,亞光,core_mainstream,車用電子,,automotive_electronics_theme,車用電子,user_authorized_seed_20260530
3023,信邦,core_mainstream,電源_BBU,,power_supply_theme,電源_BBU,user_authorized_seed_20260530
3026,禾伸堂,core_mainstream,被動元件,,passive_component_theme,被動元件,user_authorized_seed_20260530
3037,欣興,core_mainstream,PCB_CCL_ABF材料,車用電子,pcb_ccl_theme,PCB_CCL_ABF材料;車用電子,user_authorized_seed_20260530
3042,晶技,core_mainstream,被動元件,,passive_component_theme,被動元件,user_authorized_seed_20260530
3044,健鼎,core_mainstream,PCB_CCL_ABF材料,車用電子,pcb_ccl_theme,PCB_CCL_ABF材料;車用電子,user_authorized_seed_20260530
3081,聯亞,core_mainstream,CPO光通訊,,network_optical_datacenter_theme,CPO光通訊,user_authorized_seed_20260530
3090,日電貿,core_mainstream,被動元件,,passive_component_theme,被動元件,user_authorized_seed_20260530
3105,穩懋,core_mainstream,低軌衛星,,low_earth_orbit_satellite_theme,低軌衛星,user_authorized_seed_20260530
3131,弘塑,core_mainstream,半導體設備_CoWoS,,semiconductor_equipment_material_theme,半導體設備_CoWoS,user_authorized_seed_20260530
3167,大量,core_mainstream,半導體設備_CoWoS,,semiconductor_equipment_material_theme,半導體設備_CoWoS,user_authorized_seed_20260530
3189,景碩,core_mainstream,PCB_CCL_ABF材料,,pcb_ccl_theme,PCB_CCL_ABF材料;ABF,user_authorized_seed_20260530
3211,順達,core_mainstream,電源_BBU,,power_supply_theme,電源_BBU,user_authorized_seed_20260530
3221,台嘉碩,core_mainstream,被動元件,,passive_component_theme,被動元件,user_authorized_seed_20260530
3231,緯創,core_mainstream,AI伺服器,,ai_server_ipc_theme,AI伺服器,user_authorized_seed_20260530
3260,威剛,core_mainstream,記憶體儲存,,memory_hbm_theme,記憶體儲存,user_authorized_seed_20260530
3324,雙鴻,core_mainstream,散熱液冷,,thermal_solution_theme,散熱液冷,user_authorized_seed_20260530
3363,上詮,core_mainstream,CPO光通訊,,network_optical_datacenter_theme,CPO光通訊,user_authorized_seed_20260530
3406,玉晶光,core_mainstream,車用電子,,automotive_electronics_theme,車用電子,user_authorized_seed_20260530
3450,聯鈞,core_mainstream,CPO光通訊,,network_optical_datacenter_theme,CPO光通訊,user_authorized_seed_20260530
3455,由田,core_mainstream,機器人自動化,,robotics_optics_sensor_theme,機器人自動化;機器視覺,user_authorized_seed_20260530
3491,昇達科,core_mainstream,低軌衛星,軍工無人機,low_earth_orbit_satellite_theme,低軌衛星;軍工無人機,user_authorized_seed_20260530
3540,曜越,core_mainstream,散熱液冷,,thermal_solution_theme,散熱液冷,user_authorized_seed_20260530
3583,辛耘,core_mainstream,半導體設備_CoWoS,,semiconductor_equipment_material_theme,半導體設備_CoWoS,user_authorized_seed_20260530
3596,智易,core_mainstream,低軌衛星,網通交換器,low_earth_orbit_satellite_theme,低軌衛星;網通交換器,user_authorized_seed_20260530
3665,貿聯-KY,core_mainstream,電源_BBU,車用電子,power_supply_theme,電源_BBU;車用電子,user_authorized_seed_20260530
3704,合勤控,core_mainstream,網通交換器,,network_optical_datacenter_theme,網通交換器,user_authorized_seed_20260530
3706,神達,core_mainstream,AI伺服器,,ai_server_ipc_theme,AI伺服器,user_authorized_seed_20260530
4572,駐龍,core_mainstream,軍工無人機,,defense_drone_theme,軍工無人機,user_authorized_seed_20260530
4583,台灣精銳,core_mainstream,機器人自動化,,robotics_precision_motion_theme,機器人自動化,user_authorized_seed_20260530
4906,正文,core_mainstream,網通交換器,,network_optical_datacenter_theme,網通交換器,user_authorized_seed_20260530
4908,前鼎,core_mainstream,CPO光通訊,,network_optical_datacenter_theme,CPO光通訊,user_authorized_seed_20260530
4916,事欣科,core_mainstream,低軌衛星,,low_earth_orbit_satellite_theme,低軌衛星,user_authorized_seed_20260530
4931,新盛力,core_mainstream,電源_BBU,,power_supply_theme,電源_BBU,user_authorized_seed_20260530
4938,和碩,core_mainstream,AI伺服器,,ai_server_ipc_theme,AI伺服器,user_authorized_seed_20260530
4958,臻鼎-KY,core_mainstream,PCB_CCL_ABF材料,車用電子,pcb_ccl_theme,PCB_CCL_ABF材料;車用電子,user_authorized_seed_20260530
4979,華星光,core_mainstream,CPO光通訊,,network_optical_datacenter_theme,CPO光通訊,user_authorized_seed_20260530
5340,建榮,core_mainstream,玻纖布,PCB_CCL_ABF材料,glass_fiber_ccl_theme,玻纖布;PCB_CCL_ABF材料,user_authorized_seed_20260530
5388,中磊,core_mainstream,網通交換器,,network_optical_datacenter_theme,網通交換器,user_authorized_seed_20260530
5474,聰泰,core_mainstream,機器人自動化,,robotics_optics_sensor_theme,機器人自動化;機器視覺,user_authorized_seed_20260530
5475,德宏,core_mainstream,玻纖布,PCB_CCL_ABF材料,glass_fiber_ccl_theme,玻纖布;PCB_CCL_ABF材料,user_authorized_seed_20260530
6121,新普,core_mainstream,電源_BBU,,power_supply_theme,電源_BBU,user_authorized_seed_20260530
6166,凌華,core_mainstream,機器人自動化,軍工無人機,robotics_ipc_edge_ai_theme,機器人自動化;軍工無人機,user_authorized_seed_20260530
6173,信昌電,core_mainstream,被動元件,,passive_component_theme,被動元件,user_authorized_seed_20260530
6187,萬潤,core_mainstream,半導體設備_CoWoS,,semiconductor_equipment_material_theme,半導體設備_CoWoS,user_authorized_seed_20260530
6190,萬泰科,core_mainstream,低軌衛星,,low_earth_orbit_satellite_theme,低軌衛星,user_authorized_seed_20260530
6191,精成科,core_mainstream,PCB_CCL_ABF材料,,pcb_ccl_theme,PCB_CCL_ABF材料,user_authorized_seed_20260530
6196,帆宣,core_mainstream,半導體設備_CoWoS,,semiconductor_equipment_material_theme,半導體設備_CoWoS,user_authorized_seed_20260530
6206,飛捷,core_mainstream,電源_BBU,,power_supply_theme,電源_BBU,user_authorized_seed_20260530
6213,聯茂,core_mainstream,PCB_CCL_ABF材料,,pcb_ccl_theme,PCB_CCL_ABF材料,user_authorized_seed_20260530
6223,旺矽,core_mainstream,半導體設備_CoWoS,,semiconductor_equipment_material_theme,半導體設備_CoWoS,user_authorized_seed_20260530
6230,尼得科超眾,core_mainstream,散熱液冷,,thermal_solution_theme,散熱液冷,user_authorized_seed_20260530
6239,力成,core_mainstream,記憶體儲存,,memory_hbm_theme,記憶體儲存,user_authorized_seed_20260530
6271,同欣電,core_mainstream,低軌衛星,,low_earth_orbit_satellite_theme,低軌衛星,user_authorized_seed_20260530
6274,台燿,core_mainstream,PCB_CCL_ABF材料,,pcb_ccl_theme,PCB_CCL_ABF材料,user_authorized_seed_20260530
6285,啟碁,core_mainstream,低軌衛星,網通交換器;軍工無人機,low_earth_orbit_satellite_theme,低軌衛星;網通交換器;軍工無人機,user_authorized_seed_20260530
6412,群電,core_mainstream,電源_BBU,,power_supply_theme,電源_BBU,user_authorized_seed_20260530
6449,鈺邦,core_mainstream,被動元件,,passive_component_theme,被動元件,user_authorized_seed_20260530
6510,精測,core_mainstream,半導體設備_CoWoS,,semiconductor_equipment_material_theme,半導體設備_CoWoS,user_authorized_seed_20260530
6531,愛普*,core_mainstream,矽智財_ASIC,,asic_advanced_process_theme,矽智財;ASIC,user_authorized_seed_20260530
6640,均華,core_mainstream,半導體設備_CoWoS,,semiconductor_equipment_material_theme,半導體設備_CoWoS,user_authorized_seed_20260530
6669,緯穎,core_mainstream,AI伺服器,,ai_server_ipc_theme,AI伺服器,user_authorized_seed_20260530
6715,嘉基,core_mainstream,低軌衛星,,low_earth_orbit_satellite_theme,低軌衛星,user_authorized_seed_20260530
6805,富世達,core_mainstream,散熱液冷,機器人自動化,thermal_solution_theme,散熱液冷;機器人自動化,user_authorized_seed_20260530
6922,宸曜,core_mainstream,機器人自動化,,robotics_ipc_edge_ai_theme,機器人自動化,user_authorized_seed_20260530
8033,雷虎,core_mainstream,軍工無人機,,defense_drone_theme,軍工無人機,user_authorized_seed_20260530
8039,台虹,core_mainstream,PCB_CCL_ABF材料,,pcb_ccl_theme,PCB_CCL_ABF材料,user_authorized_seed_20260530
8028,昇陽半導體,core_mainstream,半導體設備_CoWoS,,semiconductor_equipment_material_theme,半導體設備_CoWoS,user_authorized_seed_20260530
8043,蜜望實,core_mainstream,被動元件,,passive_component_theme,被動元件,user_authorized_seed_20260530
8046,南電,core_mainstream,PCB_CCL_ABF材料,,pcb_ccl_theme,PCB_CCL_ABF材料;ABF,user_authorized_seed_20260530
8086,宏捷科,core_mainstream,低軌衛星,,low_earth_orbit_satellite_theme,低軌衛星,user_authorized_seed_20260530
8150,南茂,core_mainstream,記憶體儲存,,memory_hbm_theme,記憶體儲存,user_authorized_seed_20260530
8222,寶一,core_mainstream,軍工無人機,,defense_drone_theme,軍工無人機,user_authorized_seed_20260530
8271,宇瞻,core_mainstream,記憶體儲存,,memory_hbm_theme,記憶體儲存,user_authorized_seed_20260530
8299,群聯,core_mainstream,記憶體儲存,,memory_hbm_theme,記憶體儲存,user_authorized_seed_20260530
8358,金居,core_mainstream,PCB_CCL_ABF材料,,pcb_ccl_theme,PCB_CCL_ABF材料,user_authorized_seed_20260530
8996,高力,core_mainstream,散熱液冷,,thermal_solution_theme,散熱液冷,user_authorized_seed_20260530
